RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
2000.1328V,6/26/2001,Approved,,Approved
2000.132D,3/2/2000,Approved,,Approved
2000.134X,2/22/2001,Approved,,Approved
2000.135D,7/19/2000,Approved,,Approved
2000.136C,9/21/2000,Approved,15983,Approved
2000.140A,4/14/2000,Approved,,Approved
2000.141A,4/14/2000,Approved,,Approved
2000.144C,4/27/2000,Approved,,Approved
2000.147C,6/8/2000,Approved,,Approved
2000.149D,11/16/2000,Withdawn,,Withdawn
2000.152C,3/18/2004,Approved,16741,Approved
2000.152V,3/18/2004,Approved,,Approved
2000.153A,4/14/2000,Approved,,Approved
2000.154V,4/26/2000,Approved,,Approved
2000.159V,3/16/2000,Withdawn,,Withdawn
2000.161C,7/6/2000,Approved,,Approved
2000.162C,4/18/2000,Withdawn,,Withdawn
2000.163V,3/23/2000,Approved,,Approved
2000.164D,4/6/2000,Approved,,Approved
2000.165D,5/24/2000,Withdawn,,Withdawn
2000.166C,2/2/2001,Withdawn,,Withdawn
2000.171C,3/1/2001,Approved,16109,Approved
2000.171X,3/1/2001,Adopted,,Approved
2000.173C,10/4/2001,Adopted,,Approved
2000.182C,5/11/2000,Approved,15060,Approved
2000.184C,5/4/2000,Approved,,Approved
2000.185C,7/6/2000,Approved,,Approved
2000.186C,5/25/2000,Approved,,Approved
2000.187V,5/24/2000,Disapproved,,Disapproved
2000.190B,4/26/2001,Approved,,Approved
2000.190X,4/26/2001,Approved,,Approved
2000.191X,9/14/2000,Approved,15998,Approved
2000.194D,8/23/2001,Approved,,Approved
2000.199D,5/11/2000,Approved,,Approved
2000.200D,12/29/2000,Withdawn,,Withdawn
2000.204D,5/11/2000,Approved,,Approved
2000.204D_3,5/11/2000,Approved,,Approved
2000.205D,4/13/2000,Withdawn,,Withdawn
2000.206D,4/6/2000,Approved,,Approved
2000.207A,7/26/2000,Approved,,Approved
2000.209C,9/14/2000,Adopted,,Approved
2000.210C,9/7/2000,Approved,15969,Approved
2000.211C,7/13/2000,Approved,,Approved
2000.216C,8/17/2000,Approved,,Approved
2000.218D,7/19/2000,Approved,,Approved
2000.220D,4/13/2000,Withdawn,,Withdawn
2000.222D,7/31/2000,Approved,,Approved
2000.225C,8/24/2000,Approved,15963,Approved
2000.226D,5/4/2000,Approved,,Approved
2000.232D,9/7/2000,Approved,,Approved
2000.234D,5/25/2000,Withdawn,,Withdawn
2000.235D,6/1/2000,Approved,,Approved
2000.236V,4/26/2000,Approved,,Approved
2000.237V,4/26/2000,Approved,,Approved
2000.239C,5/11/2000,Withdawn,,Withdawn
2000.240C,7/6/2000,Disapproved,15915,Disapproved
2000.241D,4/30/2001,Withdawn,,Withdawn
2000.246D,4/20/2000,Withdawn,,Withdawn
2000.249D,8/9/2000,Approved,,Approved
2000.250D,8/9/2000,Approved,,Approved
2000.251P,3/15/2000,Withdawn,,Withdawn
2000.252C,4/27/2000,Approved,,Approved
2000.254D,12/10/2001,Withdawn,,Withdawn
2000.258C,4/13/2000,Approved,15032,Approved
2000.259C,7/7/2001,Approved,,Approved
2000.259X,7/7/2001,Adopted,,Approved
2000.260C,5/18/2000,Approved,15063,Approved
2000.262C,9/7/2000,Approved,,Approved
2000.264C,4/26/2001,Approved,16155,Approved
2000.265C,1/18/2001,Approved,16080,Approved
2000.266C,7/6/2000,Approved,,Approved
2000.267D,3/20/2000,Withdawn,,Withdawn
2000.269D,8/25/2000,Approved,,Approved
2000.270C,1/11/2001,Approved,,Approved
2000.270C,1/11/2001,Approved,16077,Approved
2000.272C,10/4/2001,Approved,16246,Approved
2000.272X,10/4/2001,Approved,16245,Approved
2000.274D,7/20/2000,Approved,,Approved
2000.277B,4/19/2001,Approved,,Approved
2000.277C,4/19/2001,Approved,,Approved
2000.277X,4/19/2001,Approved,,Approved
2000.281C,5/11/2000,Approved,,Approved
2000.283V,4/26/2000,Approved,,Approved
2000.284V,4/26/2000,Approved,,Approved
2000.286V,7/25/2001,Approved,,Approved
2000.290C,11/2/2000,Approved,16016,Approved
2000.291C,11/16/2000,Approved,,Approved
2000.292C,9/14/2000,Approved,15979,Approved
2000.295C,7/20/2000,Approved,,Approved
2000.296C,4/1/2000,Withdawn,,Withdawn
2000.297C,5/25/2000,Approved,15073,Approved
2000.298V,8/23/2000,Approved,,Approved
2000.299D,12/7/2000,Approved,,Approved
2000.299D_4,12/7/2000,Approved,,Approved
2000.301V,5/24/2000,Approved,,Approved
2000.303C,6/15/2000,Approved,,Approved
2000.304C,8/3/2000,Approved,,Approved
2000.305C,5/17/2001,Approved,,Approved
2000.306C,8/23/2001,Approved,,Approved
2000.307V,5/24/2000,Approved,,Approved
2000.312A,5/19/2000,Approved,,Approved
2000.315D,2/7/2001,Approved,,Approved
2000.316X,6/8/2000,Approved,,Approved
2000.319B,11/8/2001,Approved,,Approved
2000.322C,5/25/2000,Approved,15071,Approved
2000.323C,8/3/2000,Approved,,Approved
2000.326C,8/10/2000,Approved,15940,Approved
2000.327V,5/24/2000,Approved,,Approved
2000.329B,5/11/2000,Approved,15055,Approved
2000.330A,5/26/2000,Approved,,Approved
2000.331D,5/25/2000,Approved,,Approved
2000.332V,5/24/2000,Approved,,Approved
2000.333C,7/12/2001,Approved,16189,Approved
2000.335V,5/24/2000,Approved,,Approved
2000.336C,2/8/2001,Approved,,Approved
2000.337D,2/7/2001,Approved,,Approved
2000.337D_2,2/7/2001,Approved,,Approved
2000.339V,6/28/2000,Disapproved,,Disapproved
2000.344A,11/30/2000,Approved,,Approved
2000.345D,6/8/2000,Approved,,Approved
2000.357A,7/13/2000,Approved,,Approved
2000.363C,8/24/2000,Approved,,Approved
2000.364A,11/14/2002,Approved,,Approved
2000.364V,5/24/2000,Approved,,Approved
2000.365D,6/1/2000,Withdawn,,Withdawn
2000.367V,5/24/2000,Approved,,Approved
2000.368V,5/24/2000,Approved,,Approved
2000.372D,7/6/2000,Approved,,Approved
2000.377D,5/25/2000,Approved,,Approved
2000.383C,11/15/2001,Withdawn,16283,Withdawn
2000.383X,11/15/2001,Approved,,Approved
2000.385C,2/1/2001,Approved,16084,Approved
2000.387C,7/27/2000,Approved,15930,Approved
2000.388C,6/26/2000,Withdawn,,Withdawn
2000.391C,6/8/2000,Approved,15087,Approved
2000.391C,6/8/2000,Approved,,Approved
2000.392V,5/24/2000,Approved,,Approved
2000.393V,5/24/2000,Approved,,Approved
2000.396C,8/17/2000,Approved,,Approved
2000.397C,9/28/2000,Approved,,Approved
2000.398C,6/1/2000,Approved,,Approved
2000.399C,6/22/2000,Approved,,Approved
2000.400C,7/27/2000,Approved,,Approved
2000.401C,9/28/2000,Approved,,Approved
2000.405V,6/28/2000,Approved,,Approved
2000.408D,2/21/2001,Approved,,Approved
2000.413D,2/27/2003,Approved,,Approved
2000.413D_3,2/27/2003,Approved,,Approved
2000.414D,5/8/2000,Withdawn,,Withdawn
2000.418D,10/5/2006,Withdawn,,Withdawn
2000.419A,5/26/2000,Approved,,Approved
2000.425C,9/7/2000,Approved,,Approved
2000.427C,6/6/2001,Withdawn,,Withdawn
2000.428D,2/8/2001,Approved,,Approved
2000.429C,12/7/2000,Approved,,Approved
2000.431D,6/22/2000,Approved,,Approved
2000.431D_3,6/22/2001,Approved,,Approved
2000.435D,12/29/2000,Withdawn,,Withdawn
2000.436C,2/2/2001,Withdawn,,Withdawn
2000.439V,6/28/2000,Approved,,Approved
2000.456A,10/20/2000,Approved,,Approved
2000.458C,7/11/2000,Withdawn,,Withdawn
2000.459B,7/13/2000,Approved,,Approved
2000.461D,9/11/2000,Withdawn,,Withdawn
2000.467C,10/26/2000,Approved,16013,Approved
2000.467C,10/26/2000,Approved,,Approved
2000.471V,6/28/2000,Approved,,Approved
2000.484V,5/18/2000,Approved,,Approved
2000.497C,10/11/2001,Approved,16256,Approved
2000.508C,9/4/2002,Cancelled,,Cancelled
2000.520C,1/17/2002,Approved,16330,Approved
2000.521V,6/28/2000,Approved,,Approved
2000.522V,6/28/2000,Approved,,Approved
2000.525V,6/28/2000,Approved,,Approved
2000.527C,5/17/2001,Approved,,Approved
2000.530C,11/2/2000,Approved,,Approved
2000.537C,6/20/2000,Approved,,Approved
2000.538C,9/21/2000,Approved,15982,Approved
2000.539B,3/15/2001,Approved,,Approved
2000.539C,3/15/2001,Approved,,Approved
2000.539X,3/15/2001,Approved,,Approved
2000.540C,8/24/2000,Approved,,Approved
2000.541A,11/8/2001,Approved,,Approved
2000.541B,11/8/2001,Approved,,Approved
2000.541C,11/8/2001,Approved,,Approved
2000.541X,11/8/2001,Approved,,Approved
2000.544V,6/28/2000,Disapproved,,Disapproved
2000.546C,9/28/2000,Approved,,Approved
2000.548A,6/20/2000,Approved,,Approved
2000.552B,2/22/2001,Approved,16104,Approved
2000.552C,2/22/2001,Approved,16105,Approved
2000.552C,2/22/2001,Approved,,Approved
2000.552V,4/16/2001,Approved,,Approved
2000.552X,2/22/2001,Approved,16103,Approved
2000.553C,9/27/2000,Approved,15988,Approved
2000.554C,10/19/2000,Approved,16011,Approved
2000.557C,8/17/2000,Approved,,Approved
2000.565C,8/10/2000,Approved,,Approved
2000.566C,7/6/2000,Approved,,Approved
2000.572C,11/16/2000,Approved,,Approved
2000.573D,10/26/2000,Approved,,Approved
2000.576C,7/20/2000,Approved,,Approved
2000.578D,3/23/2001,Withdawn,,Withdawn
2000.579C,10/12/2000,Approved,16006,Approved
2000.580C,8/10/2000,Approved,,Approved
2000.581C,10/12/2001,Disapproved,16247,Disapproved
2000.582C,8/14/2000,Withdawn,,Withdawn
2000.585C,3/24/2005,Withdawn,,Withdawn
2000.586X,7/12/2001,Approved,,Approved
2000.590V,4/23/2001,Withdawn,,Withdawn
2000.591C,2/8/2001,Approved,,Approved
2000.592P,8/24/2000,Approved,,Approved
2000.599V,8/23/2000,Approved,,Approved
2000.602C,9/21/2000,Approved,15984,Approved
2000.613C,4/26/2001,Approved,,Approved
2000.613X,9/20/2001,Approved,16238,Approved
2000.632V,12/20/2000,Disapproved,,Disapproved
2000.637D,9/14/2000,Withdawn,,Withdawn
2000.641C,12/14/2000,Approved,16064,Approved
2000.642V,8/23/2000,Approved,,Approved
2000.644V,8/23/2000,Approved,,Approved
2000.647V,7/26/2000,Approved,,Approved
2000.650V,7/26/2000,Approved,,Approved
2000.654D,12/3/2001,Approved,,Approved
2000.656C,12/14/2000,Approved,,Approved
2000.657D,4/5/2001,Approved,,Approved
2000.657D_3,4/5/2001,Approved,,Approved
2000.659A,12/21/2001,Approved,,Approved
2000.659P,2/5/2002,Approved,,Approved
2000.660B,6/14/2001,Approved,16174,Approved
2000.660X,6/14/2001,Approved,16175,Approved
2000.662V,8/23/2000,Approved,,Approved
2000.666C,9/7/2000,Disapproved,15976,Disapproved
2000.668V,10/25/2000,Approved,,Approved
2000.670V,8/23/2000,Disapproved,,Disapproved
2000.682C,2/8/2001,Approved,16089,Approved
2000.685C,9/14/2000,Withdawn,,Withdawn
2000.687V,8/24/2000,Approved,,Approved
2000.692C,10/18/2001,Approved,16264,Approved
2000.692D,10/18/2001,Approved,,Approved
2000.697A,7/28/2000,Approved,,Approved
2000.697A,7/3/2002,Approved,,Approved
2000.702D,5/30/2002,Approved,,Approved
2000.709C,9/28/2000,Approved,15994,Approved
2000.710C,9/21/2000,Approved,15986,Approved
2000.715D,8/27/2002,Withdawn,,Withdawn
2000.718C,5/15/2002,Approved,16409,Approved
2000.723A,9/20/2001,Approved,16243,Approved
2000.723B,9/20/2001,Approved,16241,Approved
2000.723C,9/20/2001,Approved,,Approved
2000.723V,9/20/2001,Approved,,Approved
2000.724C,11/16/2000,Approved,16034,Approved
2000.725C,9/28/2000,Approved,,Approved
2000.725C,9/28/2000,Approved,15911,Approved
2000.725V,9/27/2000,Approved,,Approved
2000.732D,8/10/2000,Approved,,Approved
2000.735A,8/22/2000,Approved,,Approved
2000.738A,11/30/2000,Approved,,Approved
2000.743C,4/12/2001,Approved,,Approved
2000.744D,9/26/2002,Approved,,Approved
2000.744D_3,9/26/2002,Approved,,Approved
2000.745C,9/14/2000,Approved,,Approved
2000.746C,10/2/2000,Withdawn,,Withdawn
2000.758C,7/26/2001,Approved,16198,Approved
2000.759V,8/23/2000,Approved,,Approved
2000.763X,1/16/2002,Approved,,Approved
2000.766D,7/22/2000,Withdawn,,Withdawn
2000.768D,11/19/2001,Withdawn,,Withdawn
2000.771V,4/16/2001,Approved,,Approved
2000.774B,1/11/2001,Approved,,Approved
2000.774C,1/11/2001,Approved,,Approved
2000.775D,9/21/2000,Approved,,Approved
2000.778C,6/12/2003,Approved,16599,Approved
2000.781V,9/27/2000,Approved,,Approved
2000.783A,10/5/2000,Approved,,Approved
2000.786D,11/9/2000,Approved,,Approved
2000.788C,9/28/2000,Approved,15996,Approved
2000.788C,9/28/2000,Approved,,Approved
2000.789D,11/16/2000,Approved,,Approved
2000.790C,6/6/2002,Approved,,Approved
2000.790X,5/23/2002,Approved,,Approved
2000.792V,9/27/2000,Approved,,Approved
2000.793D,9/7/2000,Approved,,Approved
2000.802V,9/27/2000,Approved,,Approved
2000.804V,9/27/2000,Approved,,Approved
2000.807V,9/27/2000,Approved,,Approved
2000.809C,3/14/2002,Approved,,Approved
2000.810V,9/27/2000,Approved,,Approved
2000.812A,8/30/2000,Approved,,Approved
2000.814A,8/29/2000,Approved,,Approved
2000.820A,5/9/2004,Approved,,Approved
2000.835V,9/27/2000,Approved,,Approved
2000.856C,12/7/2000,Withdawn,,Withdawn
2000.857A,11/2/2000,Approved,,Approved
2000.860D,9/15/2000,Withdawn,,Withdawn
2000.861V,9/27/2000,Approved,,Approved
2000.863C,6/14/2001,Approved,16176,Approved
2000.863V,6/14/2001,Approved,,Approved
2000.866D,11/2/2000,Approved,,Approved
2000.866V,11/2/2000,Approved,,Approved
2000.868C,3/22/2001,Approved,16126,Approved
2000.869V,1/24/2001,Approved,,Approved
2000.870V,11/15/2000,Disapproved,,Disapproved
2000.871A,11/30/2000,Approved,,Approved
2000.872V,10/25/2000,Approved,,Approved
2000.874V,9/27/2000,Approved,,Approved
2000.876D,9/21/2000,Approved,,Approved
2000.877D,2/8/2001,Approved,,Approved
2000.878D,9/28/2000,Approved,,Approved
2000.882P,4/25/2002,Approved,,Approved
2000.884D,12/1/2000,Withdawn,,Withdawn
2000.885V,10/10/2000,Withdawn,,Withdawn
2000.887C,12/14/2000,Approved,,Approved
2000.889C,9/1/2000,Withdawn,,Withdawn
2000.897V,12/20/2000,Approved,,Approved
2000.902A,12/28/2000,Approved,,Approved
2000.904V,9/27/2000,Approved,,Approved
2000.906V,9/27/2000,Disapproved,,Disapproved
2000.918C,11/9/2000,Approved,,Approved
2000.923D,1/18/2001,Approved,,Approved
2000.928C,1/11/2001,Approved,,Approved
2000.930V,12/17/2000,Approved,,Approved
2000.932D,9/21/2000,Approved,,Approved
2000.933D,8/9/2001,Approved,,Approved
2000.934V,11/15/2000,Approved,,Approved
2000.936V,11/15/2000,Approved,,Approved
2000.937V,12/20/2000,Approved,,Approved
2000.940D,9/1/2000,Withdawn,,Withdawn
2000.941C,11/14/2002,Adopted,,Approved
2000.942D,8/24/2000,Withdawn,,Withdawn
2000.944C,12/14/2000,Approved,,Approved
2000.945D,2/1/2001,Approved,,Approved
2000.953D,11/2/2000,Approved,,Approved
2000.959D,10/19/2000,Approved,,Approved
2000.960C,11/16/2000,Approved,16038,Approved
2000.961C,9/13/2001,Approved,,Approved
2000.962V,10/25/2000,Approved,,Approved
2000.965C,5/23/2002,Approved,,Approved
2000.965X,5/23/2002,Approved,,Approved
2000.967C,1/25/2001,Approved,,Approved
2000.985C,1/11/2001,Approved,,Approved
2000.986B,3/15/2001,Approved,,Approved
2000.986C,3/15/2001,Approved,,Approved
2000.986X,3/15/2001,Approved,,Approved
2000.987B,11/2/2000,Adopted,,Approved
2000.987C,12/7/2000,Adopted,,Approved
2000.987X,11/2/2000,Adopted,,Approved
2000.988C,12/14/2000,Approved,16062,Approved
2000.992V,10/25/2000,Approved,,Approved
2000.993V,10/25/2000,Approved,,Approved
2000.995D,11/2/2000,Approved,,Approved
2001.0005C,5/24/2001,Approved,,Approved
2001.0006D,4/12/2001,Disapproved,,Disapproved
2001.0006D_3,4/12/2001,Disapproved,,Disapproved
2001.0007A,4/4/2001,Approved,,Approved
2001.0011P,4/30/2001,Approved,,Approved
2001.0012D,1/19/2001,Withdawn,,Withdawn
2001.0023D,11/8/2001,Approved,,Approved
2001.0026V,1/12/2001,Disapproved,,Disapproved
2001.0033X,4/23/2002,Approved,,Approved
2001.0034C,4/5/2001,Approved,,Approved
2001.0036D,2/16/2001,Approved,,Approved
2001.0039A,2/20/2001,Approved,,Approved
2001.0039A,7/3/2002,Approved,,Approved
2001.0040D,2/12/2001,Withdawn,,Withdawn
2001.0041C,4/3/2003,Approved,16563,Approved
2001.0042D,6/21/2001,Approved,,Approved
2001.0043C,3/22/2001,Approved,16127,Approved
2001.0045V,2/28/2001,Approved,,Approved
2001.0046V,2/28/2001,Approved,,Approved
2001.0048V,2/28/2001,Approved,,Approved
2001.0050B,6/27/2002,Approved,16451,Approved
2001.0050D,6/27/2002,Approved,16451,Approved
2001.0052D,4/4/2001,Withdawn,,Withdawn
2001.0062D,7/28/2005,Approved,17072,Approved
2001.0065D,9/6/2001,Approved,,Approved
2001.0067V,2/28/2001,Approved,,Approved
2001.0071D,3/8/2001,Approved,,Approved
2001.0072C,4/19/2001,Approved,16145,Approved
2001.0080A,4/11/2001,Approved,,Approved
2001.0089D,2/7/2001,Withdawn,,Withdawn
2001.0092C,9/12/2001,Approved,,Approved
2001.0095D,4/12/2001,Approved,,Approved
2001.0102C,7/3/2001,Withdawn,,Withdawn
2001.0106V,7/11/2001,Withdawn,,Withdawn
2001.0115A,8/21/2002,Approved,,Approved
2001.0115V,9/26/2001,Disapproved,,Disapproved
2001.0116V,2/28/2001,Approved,,Approved
2001.0117C,11/8/2001,Approved,,Approved
2001.0123D,9/13/2001,Approved,,Approved
2001.0123D_3,9/13/2001,Approved,,Approved
2001.0134C,4/25/2002,Approved,,Approved
2001.0134V,3/5/2001,Withdawn,,Withdawn
2001.0137C,12/6/2001,Approved,16296,Approved
2001.0137V,12/6/2001,Approved,,Approved
2001.0140C,6/21/2001,Approved,,Approved
2001.0141D,5/17/2001,Approved,,Approved
2001.0146D,10/25/2001,Approved,,Approved
2001.0146D_3,10/25/2001,Approved,,Approved
2001.0153D,4/5/2001,Approved,,Approved
2001.0157A,5/4/2001,Approved,,Approved
2001.0168C,3/15/2002,Cancelled,,Cancelled
2001.0169V,3/28/2001,Approved,,Approved
2001.0180C,4/26/2001,Approved,16153,Approved
2001.0197C,5/9/2002,Approved,16405,Approved
2001.0197C,5/9/2002,Approved,,Approved
2001.0197D,5/9/2002,Withdawn,,Withdawn
2001.0200D_9,8/16/2001,Approved,,Approved
2001.0202C,8/9/2001,Approved,16204,Approved
2001.0203C,5/10/2001,Approved,16157,Approved
2001.0204C,5/24/2001,Approved,16169,Approved
2001.0205C,2/5/2002,Withdawn,,Withdawn
2001.0206D,4/26/2001,Approved,,Approved
2001.0208D,4/3/2001,Withdawn,,Withdawn
2001.0209D,7/26/2001,Approved,,Approved
2001.0212C,9/6/2001,Approved,16243,Approved
2001.0220D,4/19/2001,Disapproved,,Disapproved
2001.0223C,7/26/2001,Approved,16196,Approved
2001.0225V,6/27/2001,Approved,,Approved
2001.0227A,9/14/2001,Approved,,Approved
2001.0228D,3/31/2001,Withdawn,,Withdawn
2001.0242C,5/8/2001,Withdawn,,Withdawn
2001.0243A,5/2/2001,Approved,,Approved
2001.0244C,5/2/2002,Disapproved,16395,Disapproved
2001.0249C,2/24/2005,Approved,16949,Approved
2001.0252C,5/10/2001,Approved,16158,Approved
2001.0253D,5/8/2003,Approved,,Approved
2001.0254A,4/23/2001,Approved,,Approved
2001.0255V,5/25/2001,Approved,,Approved
2001.0257D,4/27/2001,Withdawn,,Withdawn
2001.0261D,7/12/2001,Approved,,Approved
2001.0261D_3,7/12/2001,Approved,,Approved
2001.0261D_5,7/12/2001,Approved,,Approved
2001.0261D_7,7/12/2001,Approved,,Approved
2001.0262C,7/19/2001,Approved,16193,Approved
2001.0266V,11/14/2001,Withdawn,,Withdawn
2001.0278C,9/13/2001,Approved,16237,Approved
2001.0283C,12/12/2002,Approved,,Approved
2001.0287V,11/18/2004,Cancelled,,Cancelled
2001.0289V,5/23/2001,Approved,,Approved
2001.0291D,5/2/2001,Withdawn,,Withdawn
2001.0293C,7/19/2001,Approved,16191,Approved
2001.0295V,12/1/2004,Cancelled,,Cancelled
2001.0320D,4/3/2001,Withdawn,,Withdawn
2001.0327C,10/25/2001,Approved,,Approved
2001.0329C,9/6/2001,Approved,,Approved
2001.0329V,9/6/2001,Withdawn,,Withdawn
2001.0332C,7/26/2001,Approved,,Approved
2001.0336C,10/25/2001,Disapproved,16267,Disapproved
2001.0339A,5/23/2001,Approved,,Approved
2001.0341V,7/13/2001,Withdawn,,Withdawn
2001.0342D,6/7/2001,Approved,,Approved
2001.0361C,7/12/2001,Approved,,Approved
2001.0363C,5/10/2001,Approved,16160,Approved
2001.0366V,12/5/2001,Withdawn,,Withdawn
2001.0372V,5/23/2001,Approved,,Approved
2001.0373A,6/14/2001,Approved,,Approved
2001.0378C,6/27/2002,Approved,,Approved
2001.0379D,9/10/2002,Withdawn,,Withdawn
2001.0380X,3/13/2002,Approved,,Approved
2001.0399C,12/13/2001,Approved,,Approved
2001.0405V,4/19/2001,Approved,,Approved
2001.0406C,2/10/2002,Approved,16325,Approved
2001.0406V,1/10/2002,Approved,,Approved
2001.0421D,4/5/2001,Withdawn,,Withdawn
2001.0426D,5/17/2001,Approved,,Approved
2001.0434V,7/24/2001,Withdawn,,Withdawn
2001.0444B,11/8/2001,Approved,16280,Approved
2001.0445C,7/13/2005,Cancelled,,Cancelled
2001.0446C,10/4/2001,Approved,,Approved
2001.0454D,5/17/2001,Approved,,Approved
2001.0455C,8/2/2002,Cancelled,,Cancelled
2001.0468X,11/21/2001,Approved,,Approved
2001.0471C,10/4/2001,Approved,,Approved
2001.0479C,8/2/2001,Approved,16200,Approved
2001.0483D,12/13/2002,Approved,,Approved
2001.0487D,6/14/2001,Disapproved,,Disapproved
2001.0488D,5/18/2001,Withdawn,,Withdawn
2001.0489D,9/3/2002,Withdawn,,Withdawn
2001.0489D_3,9/3/2002,Withdawn,,Withdawn
2001.0491D,5/21/2001,Withdawn,,Withdawn
2001.0494A,5/28/2002,Approved,,Approved
2001.0494C,6/6/2002,Approved,16425,Approved
2001.0494V,6/6/2002,Approved,,Approved
2001.0497D,8/23/2001,Approved,,Approved
2001.0497D_3,8/23/2001,Approved,,Approved
2001.0499D,10/18/2001,Withdawn,,Withdawn
2001.0499D_10,10/18/2001,Withdawn,,Withdawn
2001.0499D_4,10/18/2001,Withdawn,,Withdawn
2001.0499D_7,10/18/2001,Withdawn,,Withdawn
2001.0503C,8/16/2001,Approved,16207,Approved
2001.0505C,2/22/2002,Withdawn,,Withdawn
2001.0513D,5/23/2002,Approved,,Approved
2001.0515A,8/8/2001,Approved,,Approved
2001.0516V,7/25/2001,Disapproved,,Disapproved
2001.0518C,6/28/2001,Approved,16181,Approved
2001.0522C,10/18/2001,Approved,,Approved
2001.0525D,9/13/2001,Approved,,Approved
2001.0526D,7/19/2001,Approved,,Approved
2001.0527D,4/4/2002,Approved,,Approved
2001.0534D,8/18/2001,Withdawn,,Withdawn
2001.0534D_11,8/18/2001,Withdawn,,Withdawn
2001.0534D_3,8/18/2001,Withdawn,,Withdawn
2001.0534D_5,8/18/2001,Withdawn,,Withdawn
2001.0534D_7,8/18/2001,Withdawn,,Withdawn
2001.0534D_9,8/18/2001,Withdawn,,Withdawn
2001.0535C,6/20/2002,Approved,,Approved
2001.0536C,2/28/2002,Approved,16355,Approved
2001.0542D,6/26/2001,Approved,,Approved
2001.0543A,6/21/2001,Approved,,Approved
2001.0548V,8/22/2001,Approved,,Approved
2001.0549V,8/22/2001,Approved,,Approved
2001.0550A,10/16/2001,Approved,,Approved
2001.0551D,9/26/2002,Approved,,Approved
2001.0552C,10/11/2001,Approved,,Approved
2001.0556V,7/24/2001,Withdawn,,Withdawn
2001.0557A,8/8/2001,Approved,,Approved
2001.0558C,8/16/2001,Approved,16206,Approved
2001.0559D,10/4/2001,Approved,,Approved
2001.0576V,7/29/2002,Approved,,Approved
2001.0580V,8/7/2001,Approved,,Approved
2001.0581C,10/4/2001,Approved,,Approved
2001.0583C,10/4/2001,Approved,,Approved
2001.0589D,10/25/2001,Withdawn,,Withdawn
2001.0590D,6/18/2001,Withdawn,,Withdawn
2001.0594D,8/30/2001,Approved,,Approved
2001.0594D_2,8/30/2001,Approved,,Approved
2001.0595C,11/8/2001,Approved,,Approved
2001.0596D,10/11/2001,Approved,,Approved
2001.0596D_3,10/11/2001,Approved,,Approved
2001.0596D_5,10/11/2001,Approved,,Approved
2001.0596D_7,10/11/2001,Approved,,Approved
2001.0596D_9,10/11/2001,Approved,,Approved
2001.0598C,9/6/2001,Approved,,Approved
2001.0601D,8/23/2001,Approved,,Approved
2001.0604C,8/23/2001,Approved,,Approved
2001.0605C,12/20/2001,Approved,,Approved
2001.0610V,9/22/2001,Approved,,Approved
2001.0613C,12/6/2001,Approved,,Approved
2001.0613P,12/6/2001,Approved,,Approved
2001.0618C,12/13/2001,Approved,,Approved
2001.0632C,1/24/2002,Approved,,Approved
2001.0633D,8/2/2001,Approved,,Approved
2001.0633D_3,8/2/2001,Approved,,Approved
2001.0639C,8/23/2001,Approved,16220,Approved
2001.0641C,8/2/2001,Approved,16199,Approved
2001.0642C,10/4/2001,Approved,,Approved
2001.0644C,6/21/2001,Cancelled,,Cancelled
2001.0645D,5/23/2002,Approved,,Approved
2001.0663D,10/25/2001,Approved,,Approved
2001.0665D,8/16/2001,Approved,,Approved
2001.0666D,7/19/2001,Approved,,Approved
2001.0667C,10/18/2001,Approved,,Approved
2001.0669C,7/26/2001,Approved,,Approved
2001.0669X,7/26/2001,Approved,,Approved
2001.0671C,2/7/2002,Approved,16343,Approved
2001.0671D,2/7/2002,Approved,,Approved
2001.0673D,7/12/2001,Approved,,Approved
2001.0674C,8/9/2001,Approved,16205,Approved
2001.0675V,8/22/2001,Approved,,Approved
2001.0676C,4/19/2002,Withdawn,,Withdawn
2001.0680D,12/6/2001,Approved,,Approved
2001.0683A,10/25/2001,Approved,,Approved
2001.0685C,10/17/2001,Approved,,Approved
2001.0688C,12/6/2001,Cancelled,,Cancelled
2001.0688D,12/6/2001,Approved,,Approved
2001.0689B,11/15/2001,Approved,16285,Approved
2001.0692D,10/31/2001,Withdawn,,Withdawn
2001.0692D_3,10/31/2001,Withdawn,,Withdawn
2001.0693D,1/24/2002,Approved,,Approved
2001.0694D,10/18/2001,Approved,,Approved
2001.0695D,2/7/2002,Approved,,Approved
2001.0697C,7/12/2001,Withdawn,,Withdawn
2001.0700C,11/6/2001,Withdawn,,Withdawn
2001.0701V,12/14/2001,Approved,,Approved
2001.0702D,9/6/2001,Approved,,Approved
2001.0703D,10/11/2001,Approved,,Approved
2001.0706A,8/8/2001,Approved,,Approved
2001.0707V,11/14/2001,Approved,,Approved
2001.0708C,10/25/2001,Approved,,Approved
2001.0709D,9/13/2001,Approved,,Approved
2001.0710D,12/20/2001,Withdawn,,Withdawn
2001.0710D_3,12/20/2001,Withdawn,,Withdawn
2001.0710D_5,12/20/2001,Withdawn,,Withdawn
2001.0710D_7,12/20/2001,Withdawn,,Withdawn
2001.0710D_9,12/20/2001,Withdawn,,Withdawn
2001.0711A,9/14/2001,Approved,,Approved
2001.0712D,9/20/2001,Approved,,Approved
2001.0713C,11/26/2001,Approved,,Approved
