RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1997.699A,3/4/1998,Approved,14794,Approved
1997.699C,3/4/1999,Approved,14795,Approved
1997.700C,12/11/1997,Approved,14514,Approved
1997.715D,11/13/1997,Approved,,Approved
1997.716C,2/24/1999,Cancelled,,Cancelled
1997.718C,1/15/1998,Approved,14532,Approved
1997.718C,1/15/1998,Approved,,Approved
1997.729D,12/18/1997,Approved,,Approved
1997.731D,11/20/1997,Approved,,Approved
1997.732D,12/4/1997,Approved,,Approved
1997.733D,1/22/1998,Approved,,Approved
1997.735D,1/22/1998,Approved,,Approved
1997.736D,1/8/1998,Approved,,Approved
1997.747A,12/1/1997,Approved,,Approved
1997.748C,11/20/1997,Withdawn,,Withdawn
1997.749C,2/19/1998,Approved,14546,Approved
1997.750A,12/10/1998,Approved,,Approved
1997.752C,2/26/1998,Withdawn,,Withdawn
1997.753V,12/15/1997,Approved,,Approved
1997.760A,11/17/1997,Approved,,Approved
1997.761C,12/11/1997,Approved,14513,Approved
1997.762D,12/18/1997,Approved,,Approved
1997.765V,12/11/1997,Approved,,Approved
1997.766V,11/19/1997,Approved,,Approved
1997.767V,11/19/1997,Approved,,Approved
1997.771D,5/14/1998,Disapproved,,Disapproved
1997.777D,12/4/1997,Approved,,Approved
1997.778D,1/8/1998,Approved,,Approved
1997.783C,1/22/1998,Approved,,Approved
1997.785D,12/4/1997,Approved,,Approved
1997.787B,1/8/1998,Approved,14520,Approved
1997.788A,1/30/1998,Approved,,Approved
1997.788V,12/19/1997,Approved,,Approved
1997.789V,12/17/1997,Approved,,Approved
1997.790V,3/25/1998,Approved,,Approved
1997.791V,12/23/1997,Disapproved,,Disapproved
1997.793C,12/18/1997,Withdawn,,Withdawn
1997.795V,1/28/1998,Approved,,Approved
1997.796C,12/18/1997,Approved,14518,Approved
1997.796C,12/18/1997,Approved,14518,Approved
1997.797C,2/5/1998,Disapproved,14539,Disapproved
1997.798V,12/17/1997,Approved,,Approved
1997.799V,12/17/1997,Approved,,Approved
1997.814C,12/18/1997,Approved,14519,Approved
1997.822D_3,12/18/1997,Approved,,Approved
1997.823C,6/7/1999,Approved,14818,Approved
1997.824C,12/19/1997,Disapproved,,Disapproved
1997.825V,2/25/1998,Approved,,Approved
1997.826V,12/17/1998,Approved,,Approved
1997.827D,1/15/1998,Approved,,Approved
1997.832A,3/17/1998,Approved,,Approved
1997.832C,2/10/1998,Withdawn,,Withdawn
1997.834A,11/6/1998,Approved,,Approved
1997.834C,11/5/1998,Approved,14725,Approved
1997.834V,11/5/1998,Approved,,Approved
1997.838D,2/19/1998,Approved,,Approved
1997.839D,3/19/1998,Approved,,Approved
1997.845A,1/16/1998,Approved,,Approved
1997.849V,1/21/1998,Approved,,Approved
1997.852V,1/28/1998,Withdawn,,Withdawn
1997.856C,3/25/1999,Approved,,Approved
1997.859D,5/7/1998,Approved,,Approved
1997.860A,3/17/1998,Approved,,Approved
1997.861A,2/9/1998,Approved,,Approved
1997.866V,4/22/1998,Approved,,Approved
1997.869C,2/19/1998,Approved,14547,Approved
1997.869V,2/19/1998,Approved,,Approved
1997.870C,3/5/1998,Approved,14556,Approved
1997.873V,3/12/1998,Approved,,Approved
1997.874V,2/25/1998,Approved,,Approved
1997.877D,2/5/1998,Approved,,Approved
1997.883V,1/28/1998,Approved,,Approved
1997.886V,3/9/1998,Approved,,Approved
1997.888D,9/3/1998,Approved,,Approved
1997.895D,3/12/1998,Disapproved,,Disapproved
1997.895D_3,3/12/1998,Disapproved,,Disapproved
1997.896V,1/30/1998,Approved,,Approved
1998.002V,2/10/1998,Approved,,Approved
1998.004V,1/30/1998,Approved,,Approved
1998.005C,4/2/1998,Approved,14610,Approved
1998.006A,3/17/1998,Approved,,Approved
1998.009C,1/27/1999,Withdawn,,Withdawn
1998.010V,1/28/1998,Approved,,Approved
1998.012V,1/28/1998,Approved,,Approved
1998.015C,3/5/1998,Approved,14555,Approved
1998.022A,3/17/1998,Approved,,Approved
1998.023A,10/28/1998,Approved,,Approved
1998.025C,5/7/1998,Approved,14619,Approved
1998.025X,4/16/1998,Approved,14615,Approved
1998.028V,2/25/1998,Approved,,Approved
1998.029V,2/25/1998,Approved,,Approved
1998.030C,3/26/1998,Withdawn,,Withdawn
1998.033A,5/14/1998,Approved,,Approved
1998.034C,4/9/1998,Approved,,Approved
1998.037C,4/9/1998,Approved,,Approved
1998.038A,4/23/1998,Approved,,Approved
1998.039C,8/6/1998,Approved,14671,Approved
1998.040D,11/19/1998,Approved,,Approved
1998.047V,2/25/1998,Approved,,Approved
1998.049V,2/25/1998,Approved,,Approved
1998.050A,4/23/1998,Approved,,Approved
1998.051V,2/25/1998,Approved,,Approved
1998.053A,10/29/1998,Approved,,Approved
1998.055D,3/19/1998,Approved,,Approved
1998.056A,3/17/1998,Approved,,Approved
1998.066C,4/2/1998,Approved,14609,Approved
1998.067V,2/25/1998,Approved,,Approved
1998.069C,4/23/1998,Withdawn,,Withdawn
1998.071D,4/23/1998,Approved,,Approved
1998.072C,12/3/1998,Approved,,Approved
1998.076D,6/17/1999,Approved,,Approved
1998.078D,4/2/1998,Approved,,Approved
1998.080C,6/25/1998,Approved,14650,Approved
1998.080C,6/25/1998,Approved,,Approved
1998.084X,5/14/1998,Approved,14624,Approved
1998.087C,2/18/2000,Approved,,Approved
1998.088V,3/25/1998,Disapproved,,Disapproved
1998.097C,4/17/1998,Withdawn,,Withdawn
1998.098V,3/26/1998,Disapproved,,Disapproved
1998.100C,4/9/1998,Approved,,Approved
1998.102V,3/25/1998,Approved,,Approved
1998.103C,5/21/1998,Approved,14628,Approved
1998.103C,5/21/1998,Approved,14628,Approved
1998.104V,4/22/1998,Approved,,Approved
1998.105C,6/18/1998,Approved,,Approved
1998.116V,4/10/1998,Approved,,Approved
1998.119D,8/5/1999,Approved,,Approved
1998.121V,3/25/1998,Approved,,Approved
1998.122V,3/25/1998,Approved,,Approved
1998.123V,3/26/1998,Approved,,Approved
1998.124D,9/10/1998,Approved,,Approved
1998.127C,6/4/1998,Approved,14638,Approved
1998.135B,12/17/1999,Approved,14756,Approved
1998.135X,12/17/1999,Approved,14757,Approved
1998.136C,6/4/1998,Approved,,Approved
1998.137V,4/27/1998,Approved,,Approved
1998.139C,5/7/1998,Approved,14620,Approved
1998.140V,10/28/1998,Approved,,Approved
1998.141V,3/25/1998,Approved,,Approved
1998.142V,3/25/1998,Approved,,Approved
1998.145V,3/25/1998,Approved,,Approved
1998.147A,4/3/1998,Approved,,Approved
1998.148A,4/3/1998,Approved,,Approved
1998.151C,5/21/1998,Approved,,Approved
1998.152C,5/7/1998,Approved,14621,Approved
1998.153D,4/15/1999,Approved,,Approved
1998.156C,4/23/1998,Approved,,Approved
1998.159V,4/22/1998,Approved,,Approved
1998.163V,4/22/1998,Approved,,Approved
1998.164C,5/14/1998,Approved,,Approved
1998.166A,4/23/1998,Approved,,Approved
1998.167A,5/13/1998,Approved,,Approved
1998.173D,1/6/2000,Approved,,Approved
1998.178A,7/16/1998,Approved,,Approved
1998.182V,5/4/1998,Approved,,Approved
1998.183D,4/16/1998,Disapproved,,Disapproved
1998.184D,4/16/1998,Approved,,Approved
1998.186C,6/4/1998,Approved,,Approved
1998.189V,5/27/1998,Approved,,Approved
1998.193D,11/19/1998,Approved,,Approved
1998.195C,5/21/1998,Approved,14629,Approved
1998.197C,6/4/1998,Approved,14636,Approved
1998.201V,5/22/1998,Approved,,Approved
1998.202V,4/22/1998,Approved,,Approved
1998.208D_2,5/7/1998,Withdawn,,Withdawn
1998.208D_3,5/7/1998,Withdawn,,Withdawn
1998.213D,8/13/1998,Approved,,Approved
1998.217A,4/23/1998,Approved,,Approved
1998.218D,10/19/2000,Withdawn,,Withdawn
1998.222D,2/25/2000,Approved,,Approved
1998.224A,5/14/1998,Approved,,Approved
1998.226D,6/25/1998,Approved,,Approved
1998.231D,5/21/1998,Approved,,Approved
1998.232D,5/14/1998,Approved,,Approved
1998.233V,4/22/1998,Approved,,Approved
1998.234C,2/1/1999,Cancelled,,Cancelled
1998.235A,7/15/1998,Approved,,Approved
1998.237C,6/25/1998,Approved,14649,Approved
1998.240V,4/22/1998,Approved,,Approved
1998.241V,4/22/1998,Approved,,Approved
1998.243C,2/18/1999,Approved,,Approved
1998.244C,10/14/1999,Approved,,Approved
1998.249A,6/9/1998,Approved,,Approved
1998.250A,5/14/1998,Approved,,Approved
1998.251C,6/11/1998,Approved,14642,Approved
1998.252C,9/10/1998,Disapproved,14694,Disapproved
1998.253V,5/27/1998,Approved,,Approved
1998.255D,8/6/1998,Approved,,Approved
1998.256C,8/20/1998,Approved,,Approved
1998.256C,8/20/1998,Approved,14680,Approved
1998.258A,7/23/1998,Approved,,Approved
1998.266B,1/1/2000,Withdawn,,Withdawn
1998.266C,1/1/2000,Withdawn,,Withdawn
1998.268B,12/10/1998,Approved,14750,Approved
1998.268X,12/10/1998,Approved,14751,Approved
1998.272V,5/7/1998,Withdawn,,Withdawn
1998.273V,5/15/1998,Withdawn,,Withdawn
1998.274C,7/16/1998,Disapproved,14657,Disapproved
1998.277V,5/27/1998,Approved,,Approved
1998.278V,5/27/1998,Approved,,Approved
1998.279X,4/30/1998,Approved,,Approved
1998.281B,4/19/2001,Approved,16143,Approved
1998.281C,4/19/2001,Approved,16144,Approved
1998.282X,5/19/1998,Approved,,Approved
1998.283C,11/19/1998,Disapproved,14731,Disapproved
1998.285C,6/4/1998,Approved,14639,Approved
1998.286C,4/1/1999,Approved,,Approved
1998.287C,7/9/1998,Approved,14655,Approved
1998.288C,9/17/1998,Approved,14704,Approved
1998.292V,5/27/1998,Approved,,Approved
1998.296C,6/25/1998,Approved,14651,Approved
1998.302V,6/24/1998,Approved,,Approved
1998.303C,7/23/1998,Approved,14665,Approved
1998.303V,8/17/1998,Approved,,Approved
1998.305C,8/27/1998,Approved,13969,Approved
1998.305C,8/27/1998,Disapproved,14682,Disapproved
1998.307V,6/30/1998,Withdawn,,Withdawn
1998.310C,9/3/1998,Approved,14692,Approved
1998.310V,9/3/1998,Approved,,Approved
1998.311D,6/11/1998,Approved,,Approved
1998.312V,5/27/1998,Approved,,Approved
1998.313D,6/25/1998,Approved,,Approved
1998.314V,6/24/1998,Approved,,Approved
1998.315X,5/25/1998,Approved,,Approved
1998.317C,6/25/1998,Approved,,Approved
1998.318C,3/25/1999,Approved,,Approved
1998.320V,5/27/1998,Approved,,Approved
1998.321B,10/7/1999,Approved,,Approved
1998.321X,10/7/1999,Approved,,Approved
1998.322C,7/9/1998,Approved,,Approved
1998.323C,12/3/1998,Disapproved,14741,Disapproved
1998.324C,5/25/2000,Approved,,Approved
1998.325V,6/22/1998,Approved,,Approved
1998.328X,6/5/1998,Approved,,Approved
1998.329C,3/11/1999,Approved,14797,Approved
1998.329X,3/11/1999,Approved,14798,Approved
1998.332C,7/9/1998,Approved,14657B,Approved
1998.333C,7/16/1998,Approved,14660,Approved
1998.334D,6/18/1998,Approved,,Approved
1998.335C,6/25/1998,Approved,,Approved
1998.336V,6/24/1998,Approved,,Approved
1998.337V,5/27/1998,Approved,,Approved
1998.338V,8/10/1998,Approved,,Approved
1998.339V,12/2/1999,Withdawn,,Withdawn
1998.345V,6/28/1998,Approved,,Approved
1998.346V,6/24/1998,Approved,,Approved
1998.349V,6/24/1998,Approved,,Approved
1998.351C,9/24/1998,Approved,,Approved
1998.354C,7/23/1998,Approved,14667,Approved
1998.360C,11/12/1998,Withdawn,,Withdawn
1998.361C,10/22/1998,Approved,,Approved
1998.362B,2/18/1999,Approved,14784,Approved
1998.362B,2/18/1999,Approved,,Approved
1998.364C,2/4/1999,Approved,,Approved
1998.365C,8/20/1998,Approved,14679,Approved
1998.365V,8/20/1998,Approved,,Approved
1998.366C,9/9/1999,Approved,,Approved
1998.367V,6/24/1998,Approved,,Approved
1998.369B,1/20/2000,Approved,14971,Approved
1998.387C,1/14/1999,Approved,14770,Approved
1998.388A,7/20/1998,Approved,,Approved
1998.388C,8/20/1998,Approved,14676,Approved
1998.390V,7/22/1998,Approved,,Approved
1998.391C,7/9/1998,Approved,,Approved
1998.392V,6/1/2006,Cancelled,,Cancelled
1998.405C,7/23/1998,Withdawn,,Withdawn
1998.409C,7/23/1998,Approved,,Approved
1998.410D,7/9/1998,Approved,,Approved
1998.410D_3,7/9/1998,Approved,,Approved
1998.413V,6/24/1998,Approved,,Approved
1998.416C,8/13/1998,Approved,14673,Approved
1998.417V,6/24/1998,Approved,,Approved
1998.418V,6/24/1998,Approved,,Approved
1998.425D,7/9/1998,Approved,,Approved
1998.426D,7/16/1998,Approved,,Approved
1998.427A,4/6/1999,Approved,,Approved
1998.428C,9/10/1998,Approved,,Approved
1998.429D,2/25/1999,Approved,,Approved
1998.436V,8/25/1998,Withdawn,,Withdawn
1998.437C,7/16/1998,Approved,,Approved
1998.437C,7/16/1998,Approved,14664,Approved
1998.441V,7/22/1998,Approved,,Approved
1998.447D,9/3/1998,Approved,,Approved
1998.455C,6/17/1999,Approved,14846,Approved
1998.456X,11/13/1998,Approved,,Approved
1998.457V,9/14/1998,Cancelled,,Cancelled
1998.458V,3/24/1999,Approved,,Approved
1998.459D,9/7/2000,Approved,,Approved
1998.468V,7/30/1998,Approved,,Approved
1998.472C,6/3/1999,Approved,14837,Approved
1998.475C,7/16/1998,Disapproved,,Disapproved
1998.476V,7/22/1998,Approved,,Approved
1998.478V,7/22/1998,Approved,,Approved
1998.481A,7/16/1998,Approved,,Approved
1998.486A,7/20/1998,Approved,,Approved
1998.487D,8/27/1998,Approved,,Approved
1998.492A,7/23/1998,Approved,,Approved
1998.494A,7/23/1998,Approved,,Approved
1998.496A,10/28/1999,Approved,,Approved
1998.496A,10/28/1999,Approved,14911,Approved
1998.496C,1/6/2000,Approved,,Approved
1998.497B,8/10/2000,Approved,,Approved
1998.497X,11/4/1999,Approved,,Approved
1998.504C,10/8/1998,Approved,,Approved
1998.504V,10/8/1998,Approved,,Approved
1998.505C,2/2/1999,Withdawn,,Withdawn
1998.509C,8/20/1998,Approved,14675,Approved
1998.510V,7/22/1998,Approved,,Approved
1998.511V,7/22/1998,Approved,,Approved
1998.513V,7/22/1998,Approved,,Approved
1998.523C,5/13/1999,Approved,,Approved
1998.523V,5/13/1999,Approved,,Approved
1998.526C,8/27/1998,Disapproved,,Disapproved
1998.532V,7/22/1998,Disapproved,,Disapproved
1998.535V,8/26/1998,Approved,,Approved
1998.537V,8/26/1998,Approved,,Approved
1998.538C,11/19/1998,Approved,,Approved
1998.539C,6/24/1999,Approved,,Approved
1998.540V,12/16/1998,Approved,,Approved
1998.544C,3/4/1999,Approved,,Approved
1998.547C,10/21/1999,Approved,14905,Approved
1998.549V,8/26/1998,Approved,,Approved
1998.552C,3/31/1999,Withdawn,,Withdawn
1998.554A,8/18/1998,Approved,,Approved
1998.558D,9/23/1999,Approved,,Approved
1998.559D,10/3/2000,Approved,,Approved
1998.567V,10/28/1999,Approved,,Approved
1998.570V,8/26/1998,Approved,,Approved
1998.571V,7/28/1999,Withdawn,,Withdawn
1998.584C,11/12/1998,Approved,,Approved
1998.586D,8/20/1998,Approved,,Approved
1998.587D,1/4/1999,Approved,,Approved
1998.588C,10/15/1998,Approved,,Approved
1998.592C,9/3/1998,Approved,14690,Approved
1998.596C,11/19/1998,Approved,,Approved
1998.603C,11/19/1999,Approved,14737,Approved
1998.604C,6/1/2000,Approved,15079,Approved
1998.605V,5/11/1999,Withdawn,,Withdawn
1998.608V,8/26/1998,Approved,,Approved
1998.612D,8/11/1998,Withdawn,,Withdawn
1998.620C,9/24/1998,Approved,,Approved
1998.621V,9/14/1998,Approved,,Approved
1998.626V,8/26/1998,Approved,,Approved
1998.630V,8/26/1998,Approved,,Approved
1998.631D,4/1/1999,Approved,,Approved
1998.635B,5/4/2005,Approved,15044,Approved
1998.635C,5/4/2000,Approved,15043,Approved
1998.636A,8/26/1998,Approved,,Approved
1998.638A,8/26/1998,Approved,,Approved
1998.643V,8/26/1998,Approved,,Approved
1998.644V,8/26/1998,Approved,,Approved
1998.645C,10/15/1998,Disapproved,14722,Disapproved
1998.647V,8/26/1998,Approved,,Approved
1998.649A,8/26/1998,Approved,,Approved
1998.651V,8/26/1998,Disapproved,,Disapproved
1998.653D,11/13/1998,Withdawn,,Withdawn
1998.653V,8/26/1998,Withdawn,,Withdawn
1998.654C,10/6/1998,Withdawn,,Withdawn
1998.655C,9/24/1998,Approved,14709,Approved
1998.655V,9/24/1998,Approved,,Approved
1998.671A,12/2/1998,Approved,,Approved
1998.676V,10/26/1998,Approved,,Approved
1998.677V,9/23/1998,Approved,,Approved
1998.678V,9/23/1998,Disapproved,,Disapproved
1998.679V,9/23/1998,Approved,,Approved
1998.680V,9/23/1999,Approved,,Approved
1998.687C,12/3/1998,Approved,14743,Approved
1998.688V,10/28/1998,Approved,,Approved
1998.689V,12/30/1998,Approved,,Approved
1998.690C,9/24/1998,Approved,,Approved
1998.698X,7/6/1999,Approved,,Approved
1998.703C,4/6/2000,Approved,15022,Approved
1998.703V,10/28/1999,Approved,,Approved
1998.704C,1/28/1999,Disapproved,14777,Disapproved
1998.705C,10/15/1998,Withdawn,,Withdawn
1998.708V,9/23/1998,Approved,,Approved
1998.709V,9/23/1998,Approved,,Approved
1998.712D,12/9/1999,Approved,,Approved
1998.712V,10/28/1998,Approved,,Approved
1998.713V,9/9/1998,Approved,,Approved
1998.714B,2/12/2000,Approved,14988,Approved
1998.714C,2/17/2000,Approved,14988,Approved
1998.728C,10/15/1998,Approved,14717,Approved
1998.734D,12/3/1998,Approved,,Approved
1998.735V,1/27/1999,Approved,,Approved
1998.737V,9/23/1998,Approved,,Approved
1998.738C,5/6/1999,Approved,14821,Approved
1998.738C,5/6/1999,Approved,,Approved
1998.739V,9/23/1998,Approved,,Approved
1998.747V,10/18/1998,Approved,,Approved
1998.748V,10/28/1998,Approved,,Approved
1998.751C,12/17/1999,Approved,14761,Approved
1998.753V,10/28/1998,Approved,,Approved
1998.754V,10/28/1998,Approved,,Approved
1998.757C,2/25/1999,Withdawn,,Withdawn
1998.760C,12/17/1998,Approved,,Approved
1998.762C,12/10/1998,Approved,14748,Approved
1998.763C,1/28/1999,Approved,14776,Approved
1998.766B,5/10/2000,Approved,,Approved
1998.766X,4/13/2000,Approved,,Approved
1998.772V,5/28/1999,Approved,,Approved
1998.775V,10/28/1998,Approved,,Approved
1998.776C,3/25/1999,Approved,14808,Approved
1998.777C,1/14/1999,Disapproved,,Disapproved
1998.778C,2/25/1999,Approved,14789,Approved
1998.778C,2/25/1999,Disapproved,,Disapproved
1998.782A,4/6/1999,Approved,,Approved
1998.785V,5/26/1999,Disapproved,,Disapproved
1998.787A,10/29/1998,Approved,,Approved
1998.790D,3/18/1999,Approved,,Approved
1998.796V,12/16/1998,Approved,,Approved
1998.797V,10/28/1998,Approved,,Approved
1998.798C,2/18/1999,Disapproved,14788,Disapproved
1998.801V,10/28/1998,Approved,,Approved
1998.802V,11/18/1998,Approved,,Approved
1998.803V,10/28/1998,Approved,,Approved
1998.804C,6/10/1999,Approved,,Approved
1998.809C,1/14/1999,Approved,,Approved
1998.809D,6/3/1999,Approved,,Approved
1998.813X,7/22/1999,Approved,,Approved
1998.815A,10/28/1998,Approved,,Approved
1998.819A,11/13/1998,Approved,,Approved
1998.819C,1/7/1999,Approved,14764,Approved
1998.819V,1/7/1999,Approved,,Approved
1998.822V,11/18/1998,Approved,,Approved
1998.823V,1/20/1999,Withdawn,,Withdawn
1998.824V,11/18/1998,Approved,,Approved
1998.825D,10/22/1998,Approved,,Approved
1998.831D,7/22/1999,Approved,,Approved
1998.832V,10/28/1998,Approved,,Approved
1998.837V,2/24/1999,Approved,,Approved
1998.840C,2/18/1999,Disapproved,14786,Disapproved
1998.843B,3/11/1999,Approved,14801,Approved
1998.843X,3/11/1999,Approved,,Approved
1998.844C,12/17/1998,Approved,14759,Approved
1998.844C,12/17/1998,Approved,,Approved
1998.851V,11/18/1998,Approved,,Approved
1998.852V,11/18/1998,Approved,,Approved
1998.853C,1/7/1999,Approved,14766,Approved
1998.855V,11/18/1998,Approved,,Approved
1998.856C,3/19/1999,Approved,,Approved
1998.858V,12/18/1998,Approved,,Approved
1998.863C,1/27/2000,Approved,,Approved
1998.865A,11/24/1998,Approved,,Approved
1998.866V,11/18/1998,Approved,,Approved
1998.867C,12/10/1998,Disapproved,14753,Disapproved
1998.867D,9/23/1999,Approved,,Approved
1998.868V,11/18/1998,Approved,,Approved
1998.869V,11/18/1998,Approved,,Approved
1998.870C,3/18/1999,Approved,14804,Approved
1998.870C,3/18/1999,Approved,,Approved
1998.871D,10/21/1999,Approved,,Approved
1998.872A,11/19/1998,Approved,,Approved
1998.873A,11/13/1998,Approved,,Approved
1998.874D,1/7/1999,Approved,,Approved
1998.875C,1/14/1999,Approved,,Approved
1998.883C,1/7/1999,Disapproved,14765,Disapproved
1998.885A,5/26/2000,Approved,,Approved
1998.885D,7/10/2000,Approved,,Approved
1998.885V,11/2/2000,Approved,,Approved
1998.887V,11/18/1998,Approved,,Approved
1998.889V,11/18/1998,Approved,,Approved
1998.900C,2/18/1999,Disapproved,14787,Disapproved
1998.901C,1/21/1999,Approved,,Approved
1998.902B,1/11/2001,Approved,16069,Approved
1998.902X,3/2/2000,Approved,,Approved
1998.903C,2/11/1999,Approved,14783,Approved
1998.904V,12/16/1999,Approved,,Approved
1998.906V,2/29/2000,Withdawn,,Withdawn
1998.908A,6/19/2000,Approved,,Approved
1998.908C,2/24/2000,Approved,,Approved
1998.909C,5/6/1999,Approved,,Approved
1998.913D,8/5/1999,Approved,,Approved
1998.922C,4/27/2000,Approved,,Approved
1998.927C,5/10/2001,Disapproved,,Disapproved
1998.927C,5/10/2001,Approved,16159,Approved
1998.929C,12/1/1998,Withdawn,,Withdawn
1998.932V,7/28/1999,Approved,,Approved
1998.940X,8/10/1999,Approved,,Approved
1998.944C,3/4/1999,Approved,14792,Approved
1998.946V,12/16/1998,Approved,,Approved
1998.948V,12/16/1998,Approved,,Approved
1998.951A,3/16/1999,Approved,,Approved
1998.952V,12/16/1998,Approved,,Approved
1998.953C,9/7/2000,Approved,,Approved
1998.965C,7/22/1999,Approved,14859,Approved
1998.967C,4/15/1999,Approved,14810,Approved
1998.968C,2/4/1999,Approved,,Approved
1998.971V,12/16/1998,Approved,,Approved
1998.972A,2/23/1999,Approved,,Approved
1998.975C,1/7/1999,Approved,,Approved
1998.977V,1/27/1999,Approved,,Approved
1998.978V,2/24/1999,Approved,,Approved
1998.981V,1/27/1999,Disapproved,,Disapproved
1998.982V,1/27/1999,Disapproved,,Disapproved
1998.983C,3/11/1999,Approved,,Approved
1998.984V,1/27/1999,Approved,,Approved
1998.985C,2/25/1999,Approved,,Approved
1998.985V,2/25/1999,Approved,,Approved
1998.988D,4/15/1999,Approved,,Approved
1998.989D,12/9/1999,Approved,,Approved
1998.990V,1/27/1999,Approved,,Approved
1998.991A,4/6/1999,Approved,,Approved
1998.993V,2/5/1999,Approved,,Approved
1998.998D,1/25/2001,Approved,,Approved
1998.998V,1/27/1999,Approved,,Approved
1998.999V,8/26/1999,Withdawn,,Withdawn
1999.001V,3/19/1999,Approved,,Approved
1999.008C,10/7/1999,Approved,,Approved
1999.009A,11/7/2000,Approved,,Approved
1999.011V,2/24/1999,Approved,,Approved
1999.012V,2/24/1999,Approved,,Approved
1999.013V,2/24/1999,Approved,,Approved
1999.018D,5/27/1999,Approved,,Approved
1999.021D,2/4/1999,Approved,,Approved
1999.027B,1/13/2000,Approved,14956,Approved
1999.027C,1/13/2000,Approved,14956,Approved
1999.029V,2/24/1999,Approved,,Approved
1999.034C,9/28/1999,Approved,,Approved
1999.035V,10/27/1999,Approved,,Approved
1999.038V,2/24/1999,Approved,,Approved
1999.040C,7/20/2000,Approved,,Approved
1999.044V,4/29/1999,Approved,,Approved
1999.046D,2/25/1999,Approved,,Approved
1999.046D_11,2/25/1999,Approved,,Approved
1999.046D_13,2/25/1999,Approved,,Approved
1999.046D_3,2/25/1999,Approved,,Approved
1999.046D_5,2/25/1999,Approved,,Approved
1999.046D_7,2/25/1999,Approved,,Approved
1999.046D_9,2/25/1999,Approved,,Approved
1999.050C,5/6/1999,Approved,14814,Approved
1999.050V,7/7/1999,Approved,,Approved
1999.051V,10/28/1999,Approved,,Approved
1999.054C,6/3/1999,Approved,14836,Approved
1999.054V,6/13/1999,Adopted,,Approved
1999.056C,4/22/1999,Approved,14811,Approved
1999.057V,8/4/1999,Approved,,Approved
1999.058V,3/24/1999,Approved,,Approved
1999.059C,10/20/2003,Cancelled,,Cancelled
1999.059D,2/10/2000,Approved,,Approved
1999.059V,10/20/2003,Cancelled,,Cancelled
1999.060D,11/18/1999,Approved,,Approved
1999.061D,11/18/1999,Approved,,Approved
1999.067C,8/5/1999,Approved,,Approved
1999.068D,10/16/2014,Withdawn,,Withdawn
1999.069D,3/18/1999,Approved,,Approved
1999.070C,6/3/1999,Approved,,Approved
1999.073A,11/8/1999,Approved,,Approved
1999.074V,2/25/1999,Approved,,Approved
1999.076V,3/24/1999,Approved,,Approved
1999.080V,9/1/1999,Cancelled,,Cancelled
1999.084D,3/25/1999,Withdawn,,Withdawn
1999.086C,8/24/2000,Approved,15965,Approved
1999.087A,2/8/2000,Approved,,Approved
1999.090V,2/11/1999,Approved,,Approved
1999.093C,4/22/1999,Approved,,Approved
1999.094V,4/1/1999,Approved,,Approved
1999.099C,4/22/1999,Approved,14813,Approved
1999.100V,3/24/1999,Approved,,Approved
1999.101C,7/2/1999,Approved,,Approved
1999.102D,4/4/2005,Cancelled,,Cancelled
1999.106A,2/8/2000,Approved,,Approved
1999.106B,10/21/1999,Approved,14907,Approved
1999.106V,10/29/1999,Approved,,Approved
1999.135C,6/17/1999,Approved,14847,Approved
1999.138V,4/28/1999,Approved,,Approved
1999.139V,4/28/1999,Approved,,Approved
1999.140C,5/13/1999,Approved,,Approved
1999.142D,5/13/1999,Approved,,Approved
1999.146D,5/6/1999,Approved,,Approved
1999.149C,9/23/1999,Disapproved,14888,Disapproved
1999.154C,5/18/2003,Cancelled,,Cancelled
1999.155A,8/6/1999,Approved,,Approved
1999.157A,11/3/1999,Approved,,Approved
1999.157V,6/27/2001,Approved,,Approved
1999.167A,11/3/1999,Approved,,Approved
1999.167B,10/7/1999,Approved,14895,Approved
1999.168D,11/4/1999,Approved,,Approved
1999.169V,4/28/1999,Approved,,Approved
1999.170C,7/8/1999,Approved,,Approved
1999.171C,5/27/1999,Approved,,Approved
1999.171C,5/27/1999,Approved,14831,Approved
1999.171V,6/23/1999,Approved,,Approved
1999.173A,5/11/2000,Approved,,Approved
1999.176B,3/2/2000,Approved,,Approved
1999.176X,3/2/2000,Approved,,Approved
1999.194D,10/21/1999,Approved,,Approved
1999.194D_3,11/1/1999,Approved,,Approved
1999.196C,7/27/1999,Withdawn,,Withdawn
1999.197C,8/26/1999,Approved,14872,Approved
1999.199D,6/4/1999,Withdawn,,Withdawn
1999.201C,8/5/1999,Approved,,Approved
1999.206V,5/26/1999,Approved,,Approved
1999.207C,3/23/2000,Approved,15013,Approved
1999.209C,8/3/2000,Approved,,Approved
1999.210C,4/5/2001,Approved,16133,Approved
1999.216C,9/21/2000,Approved,,Approved
1999.217C,1/25/2001,Approved,,Approved
1999.218C,2/24/2000,Approved,,Approved
1999.219C,6/17/1999,Withdawn,,Withdawn
1999.220D,6/24/1999,Approved,,Approved
1999.221D,6/24/1999,Approved,,Approved
1999.223D,7/8/1999,Approved,,Approved
1999.227C,6/14/1999,Cancelled,,Cancelled
1999.228C,6/17/1999,Approved,14848,Approved
1999.229V,5/26/1999,Approved,,Approved
1999.230A,8/6/1999,Approved,,Approved
