RECORD_ID,REGISTER,STR
2017-012250STR,STR-0002403,2403
2017-011685STR,STR-0002404,2404
2017-013041STR,STR-0002405,2405
2017-014851STR,STR-0002406,2406
2017-010620STR,STR-0002407,2407
2017-014711STR,STR-0002408,2408
2017-014904STR,STR-0002409,2409
2017-012252STR,STR-0002410,2410
2017-014744STR,STR-0002411,2411
2017-013920STR,STR-0002412,2412
2017-012202STR,STR-0002413,2413
2017-014897STR,STR-0002414,2414
2017-014518STR,STR-0002415,2415
2017-014883STR,STR-0002416,2416
2017-011525STR,STR-0002417,2417
2017-015152STR,STR-0002418,2418
2017-014712STR,STR-0002419,2419
2017-014804STR,STR-0002420,2420
2017-014785STR,STR-0002421,2421
2017-015297STR,STR-0002422,2422
2017-015176STR,STR-0002423,2423
2017-012093STR,STR-0002424,2424
2017-015468STR,STR-0002425,2425
2017-015188STR,STR-0002426,2426
2017-014784STR,STR-0002427,2427
2017-015189STR,STR-0002428,2428
2017-014258STR,STR-0002429,2429
2017-015520STR,STR-0002430,2430
2017-015212STR,STR-0002431,2431
2017-015214STR,STR-0002432,2432
2017-014520STR,STR-0002433,2433
2017-012476STR,STR-0002434,2434
2017-012245STR,STR-0002435,2435
2017-012205STR,STR-0002436,2436
2017-015434STR,STR-0002437,2437
2017-007762STR,STR-0002438,2438
2017-015377STR,STR-0002439,2439
2017-015549STR,STR-0002440,2440
2017-012210STR,STR-0002441,2441
2017-015937STR,STR-0002442,2442
2017-008452STR,STR-0002443,2443
2017-015624STR,STR-0002444,2444
2017-015992STR,STR-0002445,2445
2017-015999STR,STR-0002446,2446
2017-015886STR,STR-0002447,2447
2017-012337STR,STR-0002448,2448
2017-015892STR,STR-0002449,2449
2017-015897STR,STR-0002450,2450
2017-016002STR,STR-0002451,2451
2017-015905STR,STR-0002452,2452
2017-015903STR,STR-0002453,2453
2017-015185STR,STR-0002454,2454
2017-016058STR,STR-0002455,2455
2017-016067STR,STR-0002456,2456
2017-015245STR,STR-0002457,2457
2017-013381STR,STR-0002458,2458
2017-013645STR,STR-0002459,2459
2017-014182STR,STR-0002460,2460
2017-012561STR,STR-0002461,2461
2017-012583STR,STR-0002462,2462
2017-015013STR,STR-0002463,2463
2017-016194STR,STR-0002464,2464
2017-012767STR,STR-0002465,2465
2017-015571STR,STR-0002466,2466
2017-013070STR,STR-0002467,2467
2017-015455STR,STR-0002468,2468
2017-012644STR,STR-0002469,2469
2017-016240STR,STR-0002470,2470
2017-016289STR,STR-0002471,2471
2017-016250STR,STR-0002472,2472
2017-011883STR,STR-0002473,2473
2017-014052STR,STR-0002474,2474
2017-014812STR,STR-0002475,2475
2017-013390STR,STR-0002476,2476
2017-012936STR,STR-0002477,2477
2017-013834STR,STR-0002478,2478
2017-016412STR,STR-0002479,2479
2017-016061STR,STR-0002480,2480
2017-015734STR,STR-0002481,2481
2017-001575STR,STR-0002482,2482
2017-016537STR,STR-0002483,2483
2017-015906STR,STR-0002484,2484
2017-016610STR,STR-0002485,2485
2017-016243STR,STR-0002486,2486
2017-016631STR,STR-0002487,2487
2017-016516STR,STR-0002488,2488
2017-015884STR,STR-0002489,2489
2017-016518STR,STR-0002490,2490
2017-016533STR,STR-0002491,2491
2017-013866STR,STR-0002492,2492
2017-016406STR,STR-0002493,2493
2017-016062STR,STR-0002494,2494
2018-000003STR,STR-0002495,2495
2018-000005STR,STR-0002496,2496
2018-000006STR,STR-0002497,2497
2017-013031STR,STR-0002498,2498
2017-012650STR,STR-0002499,2499
2017-016246STR,STR-0002500,2500
2017-014277STR,STR-0002501,2501
2017-016571STR,STR-0002502,2502
2017-016217STR,STR-0002503,2503
2017-016535STR,STR-0002504,2504
2018-000168STR,STR-0002505,2505
2017-014279STR,STR-0002506,2506
2018-000128STR,STR-0002507,2507
2018-000188STR,STR-0002508,2508
2018-000091STR,STR-0002509,2509
2017-013032STR,STR-0002510,2510
2017-014706STR,STR-0002511,2511
2017-014519STR,STR-0002512,2512
2017-014710STR,STR-0002513,2513
2017-014099STR,STR-0002514,2514
2017-014715STR,STR-0002515,2515
2017-011678STR,STR-0002516,2516
2018-000159STR,STR-0002517,2517
2017-014753STR,STR-0002518,2518
2018-000369STR,STR-0002519,2519
2018-000583STR,STR-0002520,2520
2018-000433STR,STR-0002521,2521
2017-014798STR,STR-0002522,2522
2017-013052STR,STR-0002523,2523
2017-014992STR,STR-0002524,2524
2017-015058STR,STR-0002525,2525
2018-000587STR,STR-0002526,2526
2018-000111STR,STR-0002527,2527
2018-000194STR,STR-0002528,2528
2018-000588STR,STR-0002529,2529
2017-015190STR,STR-0002530,2530
2018-000591STR,STR-0002531,2531
2018-000592STR,STR-0002532,2532
2017-015936STR,STR-0002533,2533
2017-014184STR,STR-0002534,2534
2017-015355STR,STR-0002535,2535
2017-015062STR,STR-0002536,2536
2017-015555STR,STR-0002537,2537
2017-016547STR,STR-0002538,2538
2018-000112STR,STR-0002539,2539
2017-014806STR,STR-0002540,2540
2018-000116STR,STR-0002541,2541
2017-014787STR,STR-0002542,2542
2018-000853STR,STR-0002543,2543
2017-015012STR,STR-0002544,2544
2017-015433STR,STR-0002545,2545
2018-000939STR,STR-0002546,2546
2017-016130STR,STR-0002547,2547
2018-000987STR,STR-0002548,2548
2018-000988STR,STR-0002549,2549
2018-000187STR,STR-0002550,2550
2018-001040STR,STR-0002551,2551
2018-001016STR,STR-0002552,2552
2017-012323STR,STR-0002553,2553
2018-000210STR,STR-0002554,2554
2017-016169STR,STR-0002555,2555
2018-000917STR,STR-0002556,2556
2017-016292STR,STR-0002557,2557
2017-015461STR,STR-0002558,2558
2018-001084STR,STR-0002559,2559
2018-001044STR,STR-0002560,2560
2017-000772STR,STR-0002561,2561
2018-000211STR,STR-0002562,2562
2018-000163STR,STR-0002563,2563
2018-000300STR,STR-0002564,2564
2018-000095STR,STR-0002565,2565
2018-000071STR,STR-0002566,2566
2018-000256STR,STR-0002567,2567
2018-001021STR,STR-0002568,2568
2017-015663STR,STR-0002569,2569
2018-000249STR,STR-0002570,2570
2017-016524STR,STR-0002571,2571
2018-000229STR,STR-0002572,2572
2018-001291STR,STR-0002573,2573
2017-016527STR,STR-0002574,2574
2017-016534STR,STR-0002575,2575
2018-001397STR,STR-0002576,2576
2018-001350STR,STR-0002577,2577
2018-000223STR,STR-0002578,2578
2018-001426STR,STR-0002579,2579
2018-001362STR,STR-0002580,2580
2018-001570STR,STR-0002581,2581
2018-001183STR,STR-0002582,2582
2018-000054STR,STR-0002583,2583
2018-000746STR,STR-0002584,2584
2016-006317STR,STR-0002585,2585
2017-015179STR,STR-0002586,2586
2018-000108STR,STR-0002587,2587
2018-000230STR,STR-0002588,2588
2017-013607STR,STR-0002589,2589
2018-000218STR,STR-0002590,2590
2018-000205STR,STR-0002591,2591
2018-000398STR,STR-0002592,2592
2017-015053STR,STR-0002593,2593
2018-001767STR,STR-0002594,2594
2018-000093STR,STR-0002595,2595
2018-000378STR,STR-0002596,2596
2018-000383STR,STR-0002597,2597
2017-001553STR,STR-0002598,2598
2018-000251STR,STR-0002599,2599
2018-000236STR,STR-0002600,2600
2018-000237STR,STR-0002601,2601
2018-000381STR,STR-0002602,2602
2018-000385STR,STR-0002603,2603
2018-001374STR,STR-0002604,2604
2018-000242STR,STR-0002605,2605
2018-000362STR,STR-0002606,2606
2018-000221STR,STR-0002607,2607
2018-002038STR,STR-0002608,2608
2018-001963STR,STR-0002609,2609
2018-000245STR,STR-0002610,2610
2018-002056STR,STR-0002611,2611
2018-000209STR,STR-0002612,2612
2018-000246STR,STR-0002613,2613
2018-000141STR,STR-0002614,2614
2018-002100STR,STR-0002615,2615
2018-000052STR,STR-0002616,2616
2018-000364STR,STR-0002617,2617
2018-000134STR,STR-0002618,2618
2018-000271STR,STR-0002619,2619
2018-000274STR,STR-0002620,2620
2017-015564STR,STR-0002621,2621
2017-014060STR,STR-0002622,2622
2018-002234STR,STR-0002623,2623
2018-002235STR,STR-0002624,2624
2018-002239STR,STR-0002625,2625
2018-000350STR,STR-0002626,2626
2018-002247STR,STR-0002627,2627
2017-014571STR,STR-0002628,2628
2018-000064STR,STR-0002629,2629
2018-000240STR,STR-0002630,2630
2018-000280STR,STR-0002631,2631
2018-000276STR,STR-0002632,2632
2017-014903STR,STR-0002633,2633
2017-015593STR,STR-0002634,2634
2018-000199STR,STR-0002635,2635
2018-000272STR,STR-0002636,2636
2018-000267STR,STR-0002637,2637
2018-000427STR,STR-0002638,2638
2017-015659STR,STR-0002639,2639
2018-000314STR,STR-0002640,2640
2018-002515STR,STR-0002641,2641
2017-013989STR,STR-0002642,2642
2018-002529STR,STR-0002643,2643
2018-002541STR,STR-0002644,2644
2018-002543STR,STR-0002645,2645
2018-002545STR,STR-0002646,2646
2018-002547STR,STR-0002647,2647
2018-000431STR,STR-0002648,2648
2017-014809STR,STR-0002649,2649
2018-002556STR,STR-0002650,2650
2017-014430STR,STR-0002651,2651
2018-000302STR,STR-0002652,2652
2017-015399STR,STR-0002653,2653
2017-015439STR,STR-0002654,2654
2018-000085STR,STR-0002655,2655
2017-011826STR,STR-0002656,2656
2018-002850STR,STR-0002657,2657
2018-002851STR,STR-0002658,2658
2017-015154STR,STR-0002659,2659
2017-014495STR,STR-0002660,2660
2018-000216STR,STR-0002661,2661
2018-002912STR,STR-0002662,2662
2018-000396STR,STR-0002663,2663
2018-000286STR,STR-0002664,2664
2018-000290STR,STR-0002665,2665
2018-000257STR,STR-0002666,2666
2018-000284STR,STR-0002667,2667
2018-000121STR,STR-0002668,2668
2018-003041STR,STR-0002669,2669
2018-002997STR,STR-0002670,2670
2018-003056STR,STR-0002671,2671
2018-000183STR,STR-0002672,2672
2018-003102STR,STR-0002673,2673
2018-003112STR,STR-0002674,2674
2018-003099STR,STR-0002675,2675
2018-000432STR,STR-0002676,2676
2017-015890STR,STR-0002677,2677
2018-000288STR,STR-0002678,2678
2018-001392STR,STR-0002679,2679
2017-008742STR,STR-0002680,2680
2018-000377STR,STR-0002681,2681
2017-011001STR,STR-0002682,2682
2017-014251STR,STR-0002683,2683
2018-000077STR,STR-0002684,2684
2018-000182STR,STR-0002685,2685
2018-000150STR,STR-0002686,2686
2018-000129STR,STR-0002687,2687
2018-003376STR,STR-0002688,2688
2018-003377STR,STR-0002689,2689
2018-003372STR,STR-0002690,2690
2018-003329STR,STR-0002691,2691
2018-000347STR,STR-0002692,2692
2018-003495STR,STR-0002693,2693
2018-003556STR,STR-0002694,2694
2018-000409STR,STR-0002695,2695
2018-003617STR,STR-0002696,2696
2018-003644STR,STR-0002697,2697
2018-003609STR,STR-0002698,2698
2018-003640STR,STR-0002699,2699
2018-003632STR,STR-0002700,2700
2018-000416STR,STR-0002701,2701
2018-003708STR,STR-0002702,2702
2018-003728STR,STR-0002703,2703
2018-003769STR,STR-0002704,2704
2018-003778STR,STR-0002705,2705
2018-003788STR,STR-0002706,2706
2017-012679STR,STR-0002707,2707
2018-003791STR,STR-0002708,2708
2018-000372STR,STR-0002709,2709
2018-000294STR,STR-0002710,2710
2018-000107STR,STR-0002711,2711
2018-003891STR,STR-0002712,2712
2017-002379STR,STR-0002713,2713
2018-000593STR,STR-0002714,2714
2017-013739STR,STR-0002715,2715
2017-015557STR,STR-0002716,2716
2018-003958STR,STR-0002717,2717
2018-000346STR,STR-0002718,2718
2018-000308STR,STR-0002719,2719
2018-003977STR,STR-0002720,2720
2018-003998STR,STR-0002721,2721
2018-003945STR,STR-0002722,2722
2018-003992STR,STR-0002723,2723
2018-003950STR,STR-0002724,2724
2018-003965STR,STR-0002725,2725
2017-013400STR,STR-0002726,2726
2017-012782STR,STR-0002727,2727
2018-004059STR,STR-0002728,2728
2018-000360STR,STR-0002729,2729
2018-000296STR,STR-0002730,2730
2018-004101STR,STR-0002731,2731
2018-004095STR,STR-0002732,2732
2018-000080STR,STR-0002733,2733
2018-004102STR,STR-0002734,2734
2018-000359STR,STR-0002735,2735
2018-004115STR,STR-0002736,2736
2017-015634STR,STR-0002737,2737
2018-000045STR,STR-0002738,2738
2018-000341STR,STR-0002739,2739
2018-000325STR,STR-0002740,2740
2018-004234STR,STR-0002741,2741
2018-004273STR,STR-0002742,2742
2018-004324STR,STR-0002743,2743
2018-000367STR,STR-0002744,2744
2018-004347STR,STR-0002745,2745
2017-011934STR,STR-0002746,2746
2018-000145STR,STR-0002747,2747
2018-004452STR,STR-0002748,2748
2018-004343STR,STR-0002749,2749
2018-004373STR,STR-0002750,2750
2018-000065STR,STR-0002751,2751
2018-004354STR,STR-0002752,2752
2018-000101STR,STR-0002753,2753
2018-001022STR,STR-0002754,2754
2017-012175STR,STR-0002755,2755
2018-000401STR,STR-0002756,2756
2018-000244STR,STR-0002757,2757
2018-000166STR,STR-0002758,2758
2018-004615STR,STR-0002759,2759
2018-000120STR,STR-0002760,2760
2018-000233STR,STR-0002761,2761
2017-015203STR,STR-0002762,2762
2018-000278STR,STR-0002763,2763
2018-000324STR,STR-0002764,2764
2018-000197STR,STR-0002765,2765
2018-000306STR,STR-0002766,2766
2018-000321STR,STR-0002767,2767
2018-000305STR,STR-0002768,2768
2018-000235STR,STR-0002769,2769
2018-000060STR,STR-0002770,2770
2018-000207STR,STR-0002771,2771
2018-004934STR,STR-0002772,2772
2018-000332STR,STR-0002773,2773
2018-005370STR,STR-0002774,2774
2018-000374STR,STR-0002775,2775
2018-000429STR,STR-0002776,2776
2018-000287STR,STR-0002777,2777
2018-004809STR,STR-0002778,2778
2018-005163STR,STR-0002779,2779
2017-015848STR,STR-0002780,2780
2018-000338STR,STR-0002781,2781
2018-000348STR,STR-0002782,2782
2017-016001STR,STR-0002783,2783
2018-000061STR,STR-0002784,2784
2018-005212STR,STR-0002785,2785
2018-005213STR,STR-0002786,2786
2018-005068STR,STR-0002787,2787
2017-014407STR,STR-0002788,2788
2018-005621STR,STR-0002789,2789
2018-005620STR,STR-0002790,2790
2018-004654STR,STR-0002791,2791
2018-000399STR,STR-0002792,2792
2018-004318STR,STR-0002793,2793
2018-001995STR,STR-0002794,2794
2018-000217STR,STR-0002795,2795
2017-014720STR,STR-0002796,2796
2018-000214STR,STR-0002797,2797
2018-005194STR,STR-0002798,2798
2018-005262STR,STR-0002799,2799
2018-000317STR,STR-0002800,2800
2018-000331STR,STR-0002801,2801
2018-000340STR,STR-0002802,2802
2018-000076STR,STR-0002803,2803
2018-000349STR,STR-0002804,2804
2018-000068STR,STR-0002805,2805
2017-013759STR,STR-0002806,2806
2018-005290STR,STR-0002807,2807
2018-005230STR,STR-0002808,2808
2018-004811STR,STR-0002809,2809
2018-005208STR,STR-0002810,2810
2018-004831STR,STR-0002811,2811
2018-000333STR,STR-0002812,2812
2018-005209STR,STR-0002813,2813
2018-005206STR,STR-0002814,2814
2018-005035STR,STR-0002815,2815
2018-000225STR,STR-0002816,2816
2018-005631STR,STR-0002817,2817
2018-005168STR,STR-0002818,2818
2018-005159STR,STR-0002819,2819
2018-005198STR,STR-0002820,2820
2018-005191STR,STR-0002821,2821
2018-005222STR,STR-0002822,2822
2018-005171STR,STR-0002823,2823
2018-005225STR,STR-0002824,2824
2018-000067STR,STR-0002825,2825
2018-004974STR,STR-0002826,2826
2018-005166STR,STR-0002827,2827
2018-006189STR,STR-0002828,2828
2018-005146STR,STR-0002829,2829
2018-000291STR,STR-0002830,2830
2018-006262STR,STR-0002831,2831
2018-005183STR,STR-0002832,2832
2018-005199STR,STR-0002833,2833
2018-005172STR,STR-0002834,2834
2018-000418STR,STR-0002835,2835
2018-005188STR,STR-0002836,2836
2018-004846STR,STR-0002837,2837
2018-000142STR,STR-0002838,2838
2018-005216STR,STR-0002839,2839
2018-005185STR,STR-0002840,2840
2018-005196STR,STR-0002841,2841
2018-004980STR,STR-0002842,2842
2018-000334STR,STR-0002843,2843
2018-002686STR,STR-0002844,2844
2018-005001STR,STR-0002845,2845
2018-004894STR,STR-0002846,2846
2018-005042STR,STR-0002847,2847
2018-004999STR,STR-0002848,2848
2018-005261STR,STR-0002849,2849
2018-005075STR,STR-0002850,2850
2018-006463STR,STR-0002851,2851
2018-005016STR,STR-0002852,2852
2018-005040STR,STR-0002853,2853
2018-005015STR,STR-0002854,2854
2018-005267STR,STR-0002855,2855
2018-005039STR,STR-0002856,2856
2018-005026STR,STR-0002857,2857
2018-005013STR,STR-0002858,2858
2018-000852STR,STR-0002859,2859
2018-006721STR,STR-0002860,2860
2018-005024STR,STR-0002861,2861
2017-015338STR,STR-0002862,2862
2018-004991STR,STR-0002863,2863
2017-013565STR,STR-0002864,2864
2018-005280STR,STR-0002865,2865
2017-015628STR,STR-0002866,2866
2018-005201STR,STR-0002867,2867
2018-006021STR,STR-0002868,2868
2018-005149STR,STR-0002869,2869
2018-005148STR,STR-0002870,2870
2018-005175STR,STR-0002871,2871
2018-005202STR,STR-0002872,2872
2018-005157STR,STR-0002873,2873
2018-004383STR,STR-0002874,2874
2018-006851STR,STR-0002875,2875
2017-015594STR,STR-0002876,2876
2018-005077STR,STR-0002877,2877
2018-004799STR,STR-0002878,2878
2018-005116STR,STR-0002879,2879
2017-013890STR,STR-0002880,2880
2018-005189STR,STR-0002881,2881
2018-004833STR,STR-0002882,2882
2018-005186STR,STR-0002883,2883
2018-004857STR,STR-0002884,2884
2018-005176STR,STR-0002885,2885
2018-005223STR,STR-0002886,2886
2018-004859STR,STR-0002887,2887
2018-004843STR,STR-0002888,2888
2018-004865STR,STR-0002889,2889
2018-000265STR,STR-0002890,2890
2018-000171STR,STR-0002891,2891
2018-006978STR,STR-0002892,2892
2018-004839STR,STR-0002893,2893
2018-007163STR,STR-0002894,2894
2018-004897STR,STR-0002895,2895
2018-006579STR,STR-0002896,2896
2018-004893STR,STR-0002897,2897
2018-004973STR,STR-0002898,2898
2018-005031STR,STR-0002899,2899
2018-007179STR,STR-0002900,2900
2018-005009STR,STR-0002901,2901
2018-005055STR,STR-0002902,2902
2018-005037STR,STR-0002903,2903
2018-007199STR,STR-0002904,2904
2018-000313STR,STR-0002905,2905
2018-007278STR,STR-0002906,2906
2018-005084STR,STR-0002907,2907
2018-005079STR,STR-0002908,2908
2018-004778STR,STR-0002909,2909
2018-005095STR,STR-0002910,2910
2018-005066STR,STR-0002911,2911
2018-005125STR,STR-0002912,2912
2018-005057STR,STR-0002913,2913
2018-004972STR,STR-0002914,2914
2018-007356STR,STR-0002915,2915
2018-005141STR,STR-0002916,2916
2018-005059STR,STR-0002917,2917
2018-005056STR,STR-0002918,2918
2018-005064STR,STR-0002919,2919
2018-002790STR,STR-0002920,2920
2018-005053STR,STR-0002921,2921
2018-005082STR,STR-0002922,2922
2018-005211STR,STR-0002923,2923
2018-005221STR,STR-0002924,2924
2018-004935STR,STR-0002925,2925
2018-003838STR,STR-0002926,2926
2018-004487STR,STR-0002927,2927
2018-000389STR,STR-0002928,2928
2018-005112STR,STR-0002929,2929
2018-005220STR,STR-0002930,2930
2018-002996STR,STR-0002931,2931
2018-004983STR,STR-0002932,2932
2018-008239STR,STR-0002933,2933
2018-004979STR,STR-0002934,2934
2018-004161STR,STR-0002935,2935
2018-005006STR,STR-0002936,2936
2018-005073STR,STR-0002937,2937
2018-004920STR,STR-0002938,2938
2018-005122STR,STR-0002939,2939
2018-005065STR,STR-0002940,2940
2018-005101STR,STR-0002941,2941
2018-004856STR,STR-0002942,2942
2018-005070STR,STR-0002943,2943
2018-005092STR,STR-0002944,2944
2018-005105STR,STR-0002945,2945
2018-005091STR,STR-0002946,2946
2018-005129STR,STR-0002947,2947
2018-005130STR,STR-0002948,2948
2018-004930STR,STR-0002949,2949
2018-004932STR,STR-0002950,2950
2018-004938STR,STR-0002951,2951
2018-008524STR,STR-0002952,2952
2018-005132STR,STR-0002953,2953
2018-005110STR,STR-0002954,2954
2018-005113STR,STR-0002955,2955
2018-005138STR,STR-0002956,2956
2018-005140STR,STR-0002957,2957
2018-004790STR,STR-0002958,2958
2018-005108STR,STR-0002959,2959
2018-004928STR,STR-0002960,2960
2018-004936STR,STR-0002961,2961
2018-008755STR,STR-0002962,2962
2018-005288STR,STR-0002963,2963
2017-003571STR,STR-0002964,2964
2018-008835STR,STR-0002965,2965
2018-005253STR,STR-0002966,2966
2018-008882STR,STR-0002967,2967
2018-004961STR,STR-0002968,2968
2018-005286STR,STR-0002969,2969
2018-009019STR,STR-0002970,2970
2018-009051STR,STR-0002971,2971
2018-004963STR,STR-0002972,2972
2018-009027STR,STR-0002973,2973
2018-006348STR,STR-0002974,2974
2018-009052STR,STR-0002975,2975
2018-004798STR,STR-0002976,2976
2018-009169STR,STR-0002977,2977
2018-004786STR,STR-0002978,2978
2018-009189STR,STR-0002979,2979
2018-004860STR,STR-0002980,2980
2018-000114STR,STR-0002981,2981
2018-005058STR,STR-0002982,2982
2018-009258STR,STR-0002983,2983
2018-009273STR,STR-0002984,2984
2018-009294STR,STR-0002985,2985
2018-005103STR,STR-0002986,2986
2018-009382STR,STR-0002987,2987
2018-000198STR,STR-0002988,2988
2018-000055STR,STR-0002989,2989
2018-004992STR,STR-0002990,2990
2018-005003STR,STR-0002991,2991
2018-005139STR,STR-0002992,2992
2018-005251STR,STR-0002993,2993
2018-009530STR,STR-0002994,2994
2018-004931STR,STR-0002995,2995
2018-005260STR,STR-0002996,2996
2018-005292STR,STR-0002997,2997
2018-005233STR,STR-0002998,2998
2018-005268STR,STR-0002999,2999
2018-005263STR,STR-0003000,3000
2018-005285STR,STR-0003001,3001
2018-004874STR,STR-0003002,3002
2018-004918STR,STR-0003003,3003
2018-000335STR,STR-0003004,3004
2018-004922STR,STR-0003005,3005
2018-004954STR,STR-0003006,3006
2018-004953STR,STR-0003007,3007
2018-004967STR,STR-0003008,3008
2018-009786STR,STR-0003009,3009
2018-009807STR,STR-0003010,3010
2018-009837STR,STR-0003011,3011
2018-009840STR,STR-0003012,3012
2018-009875STR,STR-0003013,3013
2018-005115STR,STR-0003014,3014
2018-005278STR,STR-0003015,3015
2018-009876STR,STR-0003016,3016
2018-009868STR,STR-0003017,3017
2018-004939STR,STR-0003018,3018
2018-004792STR,STR-0003019,3019
2018-009978STR,STR-0003020,3020
2018-004787STR,STR-0003021,3021
2018-010038STR,STR-0003022,3022
2018-010039STR,STR-0003023,3023
2018-010138STR,STR-0003024,3024
2017-013940STR,STR-0003025,3025
2018-010220STR,STR-0003026,3026
2018-010210STR,STR-0003027,3027
2018-010254STR,STR-0003028,3028
2018-010256STR,STR-0003029,3029
2018-005145STR,STR-0003030,3030
2018-010308STR,STR-0003031,3031
2018-010333STR,STR-0003032,3032
2018-010334STR,STR-0003033,3033
2018-010360STR,STR-0003034,3034
2018-010407STR,STR-0003035,3035
2018-010412STR,STR-0003036,3036
2018-010420STR,STR-0003037,3037
2018-010422STR,STR-0003038,3038
2018-010437STR,STR-0003039,3039
2018-010457STR,STR-0003040,3040
2018-010478STR,STR-0003041,3041
2018-010484STR,STR-0003042,3042
2018-010495STR,STR-0003043,3043
2018-010503STR,STR-0003044,3044
2018-010512STR,STR-0003045,3045
2018-010518STR,STR-0003046,3046
2018-004912STR,STR-0003047,3047
2018-004110STR,STR-0003048,3048
2018-000414STR,STR-0003049,3049
2018-010584STR,STR-0003050,3050
2018-005234STR,STR-0003051,3051
2018-010522STR,STR-0003052,3052
2018-010523STR,STR-0003053,3053
2018-005002STR,STR-0003054,3054
2018-005293STR,STR-0003055,3055
2018-005291STR,STR-0003056,3056
2018-005120STR,STR-0003057,3057
2018-003866STR,STR-0003058,3058
2018-010554STR,STR-0003059,3059
2018-005252STR,STR-0003060,3060
2018-004827STR,STR-0003061,3061
2018-010733STR,STR-0003062,3062
2018-010745STR,STR-0003063,3063
2018-010754STR,STR-0003064,3064
2018-004871STR,STR-0003065,3065
2018-010767STR,STR-0003066,3066
2018-010774STR,STR-0003067,3067
2018-010795STR,STR-0003068,3068
2018-010796STR,STR-0003069,3069
2018-010833STR,STR-0003070,3070
2018-010837STR,STR-0003071,3071
2018-010842STR,STR-0003072,3072
2018-010872STR,STR-0003073,3073
2018-004826STR,STR-0003074,3074
2018-005014STR,STR-0003075,3075
2018-005264STR,STR-0003076,3076
2018-005051STR,STR-0003077,3077
2018-004863STR,STR-0003078,3078
2018-005271STR,STR-0003079,3079
2018-000391STR,STR-0003080,3080
2018-004850STR,STR-0003081,3081
2017-014073STR,STR-0003082,3082
2018-005200STR,STR-0003083,3083
2018-005190STR,STR-0003084,3084
2018-005038STR,STR-0003085,3085
2017-015773STR,STR-0003086,3086
2018-004919STR,STR-0003087,3087
2018-004925STR,STR-0003088,3088
2018-004916STR,STR-0003089,3089
2018-011093STR,STR-0003090,3090
2018-005272STR,STR-0003091,3091
2018-011108STR,STR-0003092,3092
2017-016532STR,STR-0003093,3093
2017-012334STR,STR-0003094,3094
2018-011129STR,STR-0003095,3095
2018-011154STR,STR-0003096,3096
2017-013030STR,STR-0003097,3097
2018-000189STR,STR-0003098,3098
2018-005117STR,STR-0003099,3099
2018-005244STR,STR-0003100,3100
2018-011264STR,STR-0003101,3101
2018-007999STR,STR-0003102,3102
2018-005000STR,STR-0003103,3103
2018-005203STR,STR-0003104,3104
2018-005248STR,STR-0003105,3105
2018-004996STR,STR-0003106,3106
2018-011259STR,STR-0003107,3107
2018-005235STR,STR-0003108,3108
2018-005193STR,STR-0003109,3109
2017-015467STR,STR-0003110,3110
2018-004781STR,STR-0003111,3111
2017-014086STR,STR-0003112,3112
2018-005270STR,STR-0003113,3113
2018-004985STR,STR-0003114,3114
2018-007417STR,STR-0003115,3115
2018-000139STR,STR-0003116,3116
2018-007881STR,STR-0003117,3117
2018-005240STR,STR-0003118,3118
2018-010676STR,STR-0003119,3119
2018-011491STR,STR-0003120,3120
2017-012825STR,STR-0003121,3121
2018-000148STR,STR-0003122,3122
2018-004982STR,STR-0003123,3123
2018-004976STR,STR-0003124,3124
2018-011532STR,STR-0003125,3125
2018-005046STR,STR-0003126,3126
2018-011524STR,STR-0003127,3127
2018-011527STR,STR-0003128,3128
2018-004977STR,STR-0003129,3129
2018-011513STR,STR-0003130,3130
2017-015660STR,STR-0003131,3131
2018-004451STR,STR-0003132,3132
2018-005029STR,STR-0003133,3133
2018-011675STR,STR-0003134,3134
2018-011694STR,STR-0003135,3135
2018-011719STR,STR-0003136,3136
2018-011741STR,STR-0003137,3137
2018-005152STR,STR-0003138,3138
2018-011764STR,STR-0003139,3139
2018-011778STR,STR-0003140,3140
2018-011779STR,STR-0003141,3141
2018-011780STR,STR-0003142,3142
2018-011781STR,STR-0003143,3143
2018-011784STR,STR-0003144,3144
2018-011863STR,STR-0003145,3145
2018-011833STR,STR-0003146,3146
2018-011874STR,STR-0003147,3147
2018-011840STR,STR-0003148,3148
2018-011848STR,STR-0003149,3149
2018-011880STR,STR-0003150,3150
2018-011852STR,STR-0003151,3151
2018-011945STR,STR-0003152,3152
2018-011953STR,STR-0003153,3153
2017-012668STR,STR-0003154,3154
2018-011971STR,STR-0003155,3155
2018-012004STR,STR-0003156,3156
2018-012057STR,STR-0003157,3157
2017-013482STR,STR-0003158,3158
2018-006237STR,STR-0003159,3159
2018-005177STR,STR-0003160,3160
2018-005069STR,STR-0003161,3161
2018-001685STR,STR-0003162,3162
2018-012115STR,STR-0003163,3163
2018-012117STR,STR-0003164,3164
2018-012163STR,STR-0003165,3165
2018-012225STR,STR-0003166,3166
2018-012234STR,STR-0003167,3167
2018-012242STR,STR-0003168,3168
2018-012244STR,STR-0003169,3169
2018-012245STR,STR-0003170,3170
2018-005226STR,STR-0003171,3171
2018-008678STR,STR-0003172,3172
2018-012271STR,STR-0003173,3173
2018-012272STR,STR-0003174,3174
2018-012279STR,STR-0003175,3175
2018-012298STR,STR-0003176,3176
2018-011261STR,STR-0003177,3177
2018-012334STR,STR-0003178,3178
