"RECORD ID","DATE STATUS","DATE CLOSED","RECORD STATUS DATE","RECORD STATUS"
"2015-015194STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-015200STR","12/17/2015","12/17/2015","12/17/2015","Closed - Complete"
"2015-015283STR","6/8/2016","12/8/2015","6/8/2016","Closed - Complete"
"2015-015289STR","6/8/2016","12/11/2015","6/8/2016","Closed - Complete"
"2015-015296STR","6/8/2016","12/8/2015","6/8/2016","Closed - Complete"
"2015-015298STR","6/8/2016","12/11/2015","6/8/2016","Closed - Complete"
"2015-015305STR","12/22/2015","12/22/2015","12/22/2015","Closed - Complete"
"2015-015308STR","6/8/2016","12/11/2015","6/8/2016","Closed - Complete"
"2015-015312STR","6/20/2016","6/20/2016","6/20/2016","Closed - Complete"
"2015-015328STR","1/7/2016","1/7/2016","1/7/2016","Closed - Complete"
"2015-015420STR","1/4/2017","1/4/2017","1/4/2017","Closed - Complete"
"2015-015466STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-015470STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-015472STR","2/7/2018","2/7/2018","2/7/2018","Closed - Complete"
"2015-015474STR","12/15/2015","12/15/2015","12/15/2015","Closed - Complete"
"2015-015488STR","6/8/2016","6/3/2016","6/8/2016","Closed - Complete"
"2015-015510STR","12/29/2015","12/29/2015","12/29/2015","Closed - Complete"
"2015-015518STR","6/8/2016","5/13/2016","6/8/2016","Closed - Complete"
"2015-015523STR","6/8/2016","11/25/2015","6/8/2016","Closed - Complete"
"2015-015524STR","6/8/2016","1/4/2016","6/8/2016","Closed - Complete"
"2015-015550STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-015556STR","6/8/2016","12/28/2015","6/8/2016","Closed - Complete"
"2015-015558STR","6/8/2016","12/15/2015","6/8/2016","Closed - Complete"
"2015-015562STR","12/16/2015","12/16/2015","12/16/2015","Closed - Complete"
"2015-015563STR","6/8/2016","12/16/2015","6/8/2016","Closed - Complete"
"2015-015619STR","6/8/2016","1/21/2016","6/8/2016","Closed - Complete"
"2015-015625STR","6/8/2016","12/28/2015","6/8/2016","Closed - Complete"
"2015-015629STR","6/8/2016","12/24/2015","6/8/2016","Closed - Complete"
"2015-015631STR","6/8/2016","12/24/2015","6/8/2016","Closed - Complete"
"2015-015661STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-015663STR","6/8/2016","2/17/2016","6/8/2016","Closed - Complete"
"2015-015686STR","6/8/2016","12/17/2015","6/8/2016","Closed - Complete"
"2015-015716STR","6/8/2016","2/23/2016","6/8/2016","Closed - Complete"
"2015-015776STR","6/8/2016","12/28/2015","6/8/2016","Closed - Complete"
"2015-015783STR","6/8/2016","1/8/2016","6/8/2016","Closed - Complete"
"2015-015787STR","6/8/2016","1/4/2016","6/8/2016","Closed - Complete"
"2015-015788STR","7/19/2016","7/19/2016","7/19/2016","Closed - Complete"
"2015-015792STR","6/15/2016","6/15/2016","6/15/2016","Closed - Complete"
"2015-015794STR","3/7/2018","3/7/2018","3/7/2018","Closed - Complete"
"2015-015812STR","6/8/2016","12/30/2015","6/8/2016","Closed - Complete"
"2015-015830STR","6/8/2016","12/29/2015","6/8/2016","Closed - Complete"
"2015-015837STR","6/8/2016","1/21/2016","6/8/2016","Closed - Complete"
"2015-015894STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-015910STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-015914STR","6/8/2016","12/30/2015","6/8/2016","Closed - Complete"
"2015-015921STR","6/8/2016","12/30/2015","6/8/2016","Closed - Complete"
"2015-015941STR","6/8/2016","1/20/2016","6/8/2016","Closed - Complete"
"2015-015944STR","6/15/2016","6/15/2016","6/15/2016","Closed - Complete"
"2015-015973STR","6/8/2016","1/11/2016","6/8/2016","Closed - Complete"
"2015-016052STR","6/8/2016","1/22/2016","6/8/2016","Closed - Complete"
"2015-016059STR","6/20/2018","6/20/2018","6/20/2018","Closed - Complete"
"2015-016063STR","3/1/2016","3/1/2016","3/1/2016","Closed - Complete"
"2015-016145STR","6/8/2016","12/31/2015","6/8/2016","Closed - Complete"
"2015-016158STR","6/8/2016","1/4/2016","6/8/2016","Closed - Complete"
"2015-016183STR","6/8/2016","1/20/2016","6/8/2016","Closed - Complete"
"2015-016198STR","6/8/2016","1/21/2016","6/8/2016","Closed - Complete"
"2015-016203STR","3/22/2017","3/22/2017","3/22/2017","Closed - Complete"
"2015-016220STR","6/8/2016","4/1/2016","6/8/2016","Closed - Complete"
"2015-016223STR","8/8/2016","8/8/2016","8/8/2016","Closed - Complete"
"2015-016231STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-016321STR","6/8/2016","3/11/2016","6/8/2016","Closed - Complete"
"2015-016324STR","6/8/2016","1/28/2016","6/8/2016","Closed - Complete"
"2015-016325STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-016332STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2015-016377STR","7/31/2019","7/31/2019","7/31/2019","Closed - Complete"
"2015-016430STR","8/1/2019","8/1/2019","8/1/2019","Closed - Complete"
"2015-016465STR","2/15/2017","2/15/2017","2/15/2017","Closed - Complete"
"2015-016473STR","6/8/2016","3/4/2016","6/8/2016","Closed - Complete"
"2015-016478STR","6/8/2016","3/8/2016","6/8/2016","Closed - Complete"
"2015-016483STR","6/8/2016","3/9/2016","6/8/2016","Closed - Complete"
"2015-016510STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-016521STR","6/8/2016","4/7/2016","6/8/2016","Closed - Complete"
"2015-016618STR","6/8/2016","2/23/2016","6/8/2016","Closed - Complete"
"2015-016625STR","11/3/2016","11/3/2016","11/3/2016","Closed - Complete"
"2015-016638STR","6/22/2016","6/22/2016","6/22/2016","Closed - Complete"
"2015-017992STR","10/2/2019","10/2/2019","10/2/2019","Closed - Complete"
"2015-017995STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018011STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018021STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-018024STR","6/8/2016","6/8/2016","6/8/2016","Closed - Complete"
"2015-018031STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018081STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-018084STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-018093STR","6/8/2016","1/29/2016","6/8/2016","Closed - Complete"
"2015-018159STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018160STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018165STR","6/8/2016","2/17/2016","6/8/2016","Closed - Complete"
"2015-018167STR","6/8/2016","1/27/2016","6/8/2016","Closed - Complete"
"2015-018172STR","6/8/2016","1/26/2016","6/8/2016","Closed - Complete"
"2015-018198STR","6/8/2016","2/3/2016","6/8/2016","Closed - Complete"
"2015-018203STR","4/18/2018","4/18/2018","4/18/2018","Closed - Complete"
"2015-018207STR","6/8/2016","2/3/2016","6/8/2016","Closed - Complete"
"2015-018216STR","6/8/2016","2/8/2016","6/8/2016","Closed - Complete"
"2015-018226STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2015-018234STR","6/8/2016","3/7/2016","6/8/2016","Closed - Complete"
"2015-018239STR","6/8/2016","2/16/2016","6/8/2016","Closed - Complete"
"2015-018250STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2015-018369STR","6/15/2016","6/15/2016","6/15/2016","Closed - Complete"
"2015-018391STR","6/8/2016","2/23/2016","6/8/2016","Closed - Complete"
"2015-018406STR","6/8/2016","2/18/2016","6/8/2016","Closed - Complete"
"2015-018423STR","6/8/2016","3/9/2016","6/8/2016","Closed - Complete"
"2015-018426STR","6/8/2016","2/18/2016","6/8/2016","Closed - Complete"
"2015-018483STR","6/8/2016","2/18/2016","6/8/2016","Closed - Complete"
"2015-018555STR","6/8/2016","3/18/2016","6/8/2016","Closed - Complete"
"2015-018559STR","6/17/2016","6/17/2016","6/17/2016","Closed - Complete"
"2015-018562STR","6/8/2016","3/15/2016","6/8/2016","Closed - Complete"
"2015-018567STR","6/8/2016","3/7/2016","6/8/2016","Closed - Complete"
"2016-000083STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-000106STR","6/8/2016","2/29/2016","6/8/2016","Closed - Complete"
"2016-000141STR","6/8/2016","3/28/2016","6/8/2016","Closed - Complete"
"2016-000168STR","6/8/2016","3/28/2016","6/8/2016","Closed - Complete"
"2016-000246STR","6/8/2016","3/14/2016","6/8/2016","Closed - Complete"
"2016-000259STR","6/8/2016","3/24/2016","6/8/2016","Closed - Complete"
"2016-000292STR","6/8/2016","3/14/2016","6/8/2016","Closed - Complete"
"2016-000299STR","6/8/2016","2/22/2016","6/8/2016","Closed - Complete"
"2016-000311STR","6/8/2016","3/15/2016","6/8/2016","Closed - Complete"
"2016-000319STR","7/27/2016","7/27/2016","7/27/2016","Closed - Complete"
"2016-000321STR","6/8/2016","3/7/2016","6/8/2016","Closed - Complete"
"2016-000331STR","6/8/2016","3/11/2016","6/8/2016","Closed - Complete"
"2016-000350STR","9/12/2017","9/12/2017","9/12/2017","Closed - Complete"
"2016-000411STR","10/7/2019","10/7/2019","10/7/2019","Closed - Complete"
"2016-000494STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-000553STR","6/8/2016","3/30/2016","6/8/2016","Closed - Complete"
"2016-000579STR","6/8/2016","3/25/2016","6/8/2016","Closed - Complete"
"2016-000591STR","6/8/2016","2/29/2016","6/8/2016","Closed - Complete"
"2016-000599STR","6/8/2016","1/20/2016","6/8/2016","Closed - Complete"
"2016-000634STR","6/8/2016","3/30/2016","6/8/2016","Closed - Complete"
"2016-000657STR","6/8/2016","3/22/2016","6/8/2016","Closed - Complete"
"2016-000699STR","6/8/2016","3/7/2016","6/8/2016","Closed - Complete"
"2016-000755STR","6/8/2016","3/24/2016","6/8/2016","Closed - Complete"
"2016-000762STR","6/8/2016","3/24/2016","6/8/2016","Closed - Complete"
"2016-000780STR","6/8/2016","3/28/2016","6/8/2016","Closed - Complete"
"2016-000795STR","6/7/2016","6/7/2016","6/7/2016","Closed - Complete"
"2016-000807STR","6/8/2016","3/30/2016","6/8/2016","Closed - Complete"
"2016-000810STR","6/8/2016","4/5/2016","6/8/2016","Closed - Complete"
"2016-000820STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-000838STR","6/8/2016","4/1/2016","6/8/2016","Closed - Complete"
"2016-000844STR","6/8/2016","3/30/2016","6/8/2016","Closed - Complete"
"2016-000907STR","6/8/2016","3/29/2016","6/8/2016","Closed - Complete"
"2016-000943STR","6/16/2016","6/16/2016","6/16/2016","Closed - Complete"
"2016-001063STR","6/8/2016","3/11/2016","6/8/2016","Closed - Complete"
"2016-001069STR","6/8/2016","3/31/2016","6/8/2016","Closed - Complete"
"2016-001102STR","6/8/2016","3/24/2016","6/8/2016","Closed - Complete"
"2016-001146STR","7/12/2016","7/12/2016","7/12/2016","Closed - Complete"
"2016-001158STR","6/8/2016","4/4/2016","6/8/2016","Closed - Complete"
"2016-001165STR","6/8/2016","3/23/2016","6/8/2016","Closed - Complete"
"2016-001192STR","6/8/2016","3/25/2016","6/8/2016","Closed - Complete"
"2016-001203STR","6/8/2016","4/20/2016","6/8/2016","Closed - Complete"
"2016-001226STR","6/8/2016","3/24/2016","6/8/2016","Closed - Complete"
"2016-001310STR","5/12/2016","5/12/2016","5/12/2016","Closed - Complete"
"2016-001311STR","2/29/2016","2/29/2016","2/29/2016","Closed - Complete"
"2016-001343STR","5/12/2016","5/12/2016","5/12/2016","Closed - Complete"
"2016-001346STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-001348STR","6/8/2016","3/18/2016","6/8/2016","Closed - Complete"
"2016-001354STR","6/8/2016","4/7/2016","6/8/2016","Closed - Complete"
"2016-001358STR","8/10/2016","8/10/2016","8/10/2016","Closed - Complete"
"2016-001363STR","5/24/2016","5/24/2016","5/24/2016","Closed - Complete"
"2016-001379STR","5/9/2016","5/9/2016","5/9/2016","Closed - Complete"
"2016-001386STR","5/8/2018","5/8/2018","5/8/2018","Closed - Complete"
"2016-001391STR","5/25/2016","5/25/2016","5/25/2016","Closed - Complete"
"2016-001418STR","6/8/2016","2/18/2016","6/8/2016","Closed - Complete"
"2016-001485STR","6/8/2016","2/16/2016","6/8/2016","Closed - Complete"
"2016-001489STR","6/8/2016","2/17/2016","6/8/2016","Closed - Complete"
"2016-001535STR","6/8/2016","4/7/2016","6/8/2016","Closed - Complete"
"2016-001556STR","6/8/2016","3/7/2016","6/8/2016","Closed - Complete"
"2016-001570STR","6/8/2016","3/8/2016","6/8/2016","Closed - Complete"
"2016-001621STR","6/8/2016","3/21/2016","6/8/2016","Closed - Complete"
"2016-001670STR","6/8/2016","4/29/2016","6/8/2016","Closed - Complete"
"2016-001675STR","6/8/2016","4/28/2016","6/8/2016","Closed - Complete"
"2016-001679STR","7/25/2016","7/25/2016","7/25/2016","Closed - Complete"
"2016-001690STR","1/9/2017","1/9/2017","1/9/2017","Closed - Complete"
"2016-001750STR","6/8/2016","4/28/2016","6/8/2016","Closed - Complete"
"2016-001888STR","8/6/2019","8/6/2019","8/6/2019","Closed - Complete"
"2016-002036STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-002066STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-002116STR","6/8/2016","4/26/2016","6/8/2016","Closed - Complete"
"2016-002137STR","6/8/2016","4/20/2016","6/8/2016","Closed - Complete"
"2016-002152STR","6/8/2016","4/20/2016","6/8/2016","Closed - Complete"
"2016-002184STR","6/8/2016","2/23/2016","6/8/2016","Closed - Complete"
"2016-002297STR","6/8/2016","3/18/2016","6/8/2016","Closed - Complete"
"2016-002312STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2016-002382STR","6/8/2016","5/4/2016","6/8/2016","Closed - Complete"
"2016-002390STR","6/8/2016","5/4/2016","6/8/2016","Closed - Complete"
"2016-002396STR","4/29/2016","4/29/2016","4/29/2016","Closed - Complete"
"2016-002448STR","6/8/2016","3/4/2016","6/8/2016","Closed - Complete"
"2016-002504STR","6/8/2016","3/10/2016","6/8/2016","Closed - Complete"
"2016-002662STR","6/8/2016","4/20/2016","6/8/2016","Closed - Complete"
"2016-002723STR","6/17/2016","6/17/2016","6/17/2016","Closed - Complete"
"2016-002790STR","6/15/2016","6/15/2016","6/15/2016","Closed - Complete"
"2016-002960STR","6/9/2016","6/9/2016","6/9/2016","Closed - Complete"
"2016-002981STR","6/8/2016","4/20/2016","6/8/2016","Closed - Complete"
"2016-002984STR","7/12/2016","7/12/2016","7/12/2016","Closed - Complete"
"2016-003310STR","8/21/2017","8/21/2017","8/21/2017","Closed - Complete"
"2016-003541STR","6/15/2016","6/15/2016","6/15/2016","Closed - Complete"
"2016-003543STR","6/8/2016","3/18/2016","6/8/2016","Closed - Complete"
"2016-003582STR","6/17/2016","6/17/2016","6/17/2016","Closed - Complete"
"2016-003711STR","9/30/2016","9/30/2016","9/30/2016","Closed - Complete"
"2016-003809STR","5/24/2016","5/24/2016","5/24/2016","Closed - Complete"
"2016-003906STR","5/9/2018","5/9/2018","5/9/2018","Closed - Complete"
"2016-003949STR","4/24/2017","4/24/2017","4/24/2017","Closed - Complete"
"2016-004213STR","5/24/2016","5/24/2016","5/24/2016","Closed - Complete"
"2016-004630STR","6/2/2016","6/2/2016","6/2/2016","Closed - Complete"
"2016-004677STR","6/2/2016","6/2/2016","6/2/2016","Closed - Complete"
"2016-004682STR","6/2/2016","6/2/2016","6/2/2016","Closed - Complete"
"2016-004690STR","6/8/2016","4/14/2016","6/8/2016","Closed - Complete"
"2016-004726STR","5/18/2016","5/18/2016","5/18/2016","Closed - Complete"
"2016-004783STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-004943STR","6/7/2016","6/7/2016","6/7/2016","Closed - Complete"
"2016-005043STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-005179STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-005286STR","7/25/2016","7/25/2016","7/25/2016","Closed - Complete"
"2016-005368STR","5/9/2018","5/9/2018","5/9/2018","Closed - Complete"
"2016-005381STR","6/28/2016","6/28/2016","6/28/2016","Closed - Complete"
"2016-005426STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-005553STR","6/16/2016","6/16/2016","6/16/2016","Closed - Complete"
"2016-005589STR","6/17/2016","6/17/2016","6/17/2016","Closed - Complete"
"2016-005677STR","1/9/2017","1/9/2017","1/9/2017","Closed - Complete"
"2016-005687STR","10/24/2016","10/24/2016","10/24/2016","Closed - Complete"
"2016-005725STR","7/21/2016","7/21/2016","7/21/2016","Closed - Complete"
"2016-005726STR","4/5/2017","4/5/2017","4/5/2017","Closed - Complete"
"2016-005894STR","6/21/2016","6/21/2016","6/21/2016","Closed - Complete"
"2016-005932STR","7/15/2016","7/15/2016","7/15/2016","Closed - Complete"
"2016-005944STR","7/31/2019","7/31/2019","7/31/2019","Closed - Complete"
"2016-006000STR","6/22/2016","6/22/2016","6/22/2016","Closed - Complete"
"2016-006081STR","6/17/2016","6/17/2016","6/17/2016","Closed - Complete"
"2016-006247STR","6/22/2016","6/22/2016","6/22/2016","Closed - Complete"
"2016-006301STR","6/22/2016","6/22/2016","6/22/2016","Closed - Complete"
"2016-006304STR","10/26/2016","10/26/2016","10/26/2016","Closed - Complete"
"2016-006317STR","1/30/2018","1/30/2018","1/30/2018","Closed - Complete"
"2016-006354STR","6/7/2016","6/7/2016","6/7/2016","Closed - Complete"
"2016-006481STR","6/29/2016","6/29/2016","6/29/2016","Closed - Complete"
"2016-006560STR","6/29/2016","6/29/2016","6/29/2016","Closed - Complete"
"2016-006692STR","7/7/2016","7/7/2016","7/7/2016","Closed - Complete"
"2016-006731STR","7/1/2016","7/1/2016","7/1/2016","Closed - Complete"
"2016-006748STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-006847STR","6/29/2016","6/29/2016","6/29/2016","Closed - Complete"
"2016-007014STR","8/30/2016","8/30/2016","8/30/2016","Closed - Complete"
"2016-007151STR","7/6/2016","7/6/2016","7/6/2016","Closed - Complete"
"2016-007304STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-007361STR","3/11/2019","3/11/2019","3/11/2019","Closed - Complete"
"2016-007378STR","6/14/2019","6/14/2019","6/14/2019","Closed - Complete"
"2016-007403STR","7/15/2016","7/15/2016","7/15/2016","Closed - Complete"
"2016-007571STR","6/30/2016","6/30/2016","6/30/2016","Closed - Complete"
"2016-007714STR","7/5/2016","7/5/2016","7/5/2016","Closed - Complete"
"2016-007775STR","10/19/2016","10/19/2016","10/19/2016","Closed - Complete"
"2016-007779STR","7/31/2019","7/31/2019","7/31/2019","Closed - Complete"
"2016-007842STR","7/28/2016","7/28/2016","7/28/2016","Closed - Complete"
"2016-007888STR","7/7/2016","7/7/2016","7/7/2016","Closed - Complete"
"2016-008171STR","11/16/2016","11/16/2016","11/16/2016","Closed - Complete"
"2016-008253STR","8/12/2016","8/12/2016","8/12/2016","Closed - Complete"
"2016-008258STR","7/1/2016","7/1/2016","7/1/2016","Closed - Complete"
"2016-008262STR","7/7/2016","7/7/2016","7/7/2016","Closed - Complete"
"2016-008268STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2016-008342STR","7/8/2016","7/8/2016","7/8/2016","Closed - Complete"
"2016-008382STR","9/14/2016","9/14/2016","9/14/2016","Closed - Complete"
"2016-008458STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-008484STR","8/1/2016","8/1/2016","8/1/2016","Closed - Complete"
"2016-008488STR","7/12/2016","7/12/2016","7/12/2016","Closed - Complete"
"2016-008489STR","7/21/2016","7/21/2016","7/21/2016","Closed - Complete"
"2016-008490STR","7/28/2016","7/28/2016","7/28/2016","Closed - Complete"
"2016-008531STR","8/19/2016","8/19/2016","8/19/2016","Closed - Complete"
"2016-008597STR","10/28/2016","10/28/2016","10/28/2016","Closed - Complete"
"2016-008629STR","7/27/2016","7/27/2016","7/27/2016","Closed - Complete"
"2016-008695STR","8/1/2016","8/1/2016","8/1/2016","Closed - Complete"
"2016-008844STR","8/3/2016","8/3/2016","8/3/2016","Closed - Complete"
"2016-009034STR","8/10/2016","8/10/2016","8/10/2016","Closed - Complete"
"2016-009175STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2016-009199STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2016-009231STR","9/30/2016","9/30/2016","9/30/2016","Closed - Complete"
"2016-009232STR","8/8/2016","8/8/2016","8/8/2016","Closed - Complete"
"2016-009241STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2016-009251STR","8/15/2016","8/15/2016","8/15/2016","Closed - Complete"
"2016-009259STR","9/22/2016","9/22/2016","9/22/2016","Closed - Complete"
"2016-009314STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-009377STR","11/27/2018","11/27/2018","11/27/2018","Closed - Complete"
"2016-009390STR","6/14/2017","6/14/2017","6/14/2017","Closed - Complete"
"2016-009458STR","9/30/2016","9/30/2016","9/30/2016","Closed - Complete"
"2016-009466STR","8/29/2016","8/29/2016","8/29/2016","Closed - Complete"
"2016-009531STR","8/4/2016","8/4/2016","8/4/2016","Closed - Complete"
"2016-009579STR","9/2/2016","9/2/2016","9/2/2016","Closed - Complete"
"2016-009580STR","8/18/2016","8/18/2016","8/18/2016","Closed - Complete"
"2016-009607STR","8/15/2016","8/15/2016","8/15/2016","Closed - Complete"
"2016-009672STR","1/10/2017","1/10/2017","1/10/2017","Closed - Complete"
"2016-009676STR","8/15/2016","8/15/2016","8/15/2016","Closed - Complete"
"2016-009750STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-009754STR","10/19/2016","10/19/2016","10/19/2016","Closed - Complete"
"2016-009789STR","8/29/2016","8/29/2016","8/29/2016","Closed - Complete"
"2016-009902STR","8/30/2016","8/30/2016","8/30/2016","Closed - Complete"
"2016-010063STR","8/29/2016","8/29/2016","8/29/2016","Closed - Complete"
"2016-010136STR","8/23/2016","8/23/2016","8/23/2016","Closed - Complete"
"2016-010187STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-010199STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2016-010204STR","8/12/2016","8/12/2016","8/12/2016","Closed - Complete"
"2016-010245STR","8/22/2016","8/22/2016","8/22/2016","Closed - Complete"
"2016-010303STR","8/29/2016","8/29/2016","8/29/2016","Closed - Complete"
"2016-010443STR","8/24/2016","8/24/2016","8/24/2016","Closed - Complete"
"2016-010478STR","9/12/2016","9/12/2016","9/12/2016","Closed - Complete"
"2016-010730STR","8/26/2016","8/26/2016","8/26/2016","Closed - Complete"
"2016-010899STR","9/26/2016","9/26/2016","9/26/2016","Closed - Complete"
"2016-011030STR","9/6/2016","9/6/2016","9/6/2016","Closed - Complete"
"2016-011604STR","10/11/2016","10/11/2016","10/11/2016","Closed - Complete"
"2016-011731STR","9/30/2016","9/30/2016","9/30/2016","Closed - Complete"
"2016-011831STR","9/16/2016","9/16/2016","9/16/2016","Closed - Complete"
"2016-011862STR","10/7/2016","10/7/2016","10/7/2016","Closed - Complete"
"2016-011869STR","10/21/2016","10/21/2016","10/21/2016","Closed - Complete"
"2016-011871STR","10/13/2016","10/13/2016","10/13/2016","Closed - Complete"
"2016-011944STR","9/27/2016","9/27/2016","9/27/2016","Closed - Complete"
"2016-011955STR","10/7/2016","10/7/2016","10/7/2016","Closed - Complete"
"2016-012007STR","9/30/2016","9/30/2016","9/30/2016","Closed - Complete"
"2016-012129STR","10/12/2016","10/12/2016","10/12/2016","Closed - Complete"
"2016-012178STR","10/6/2016","10/6/2016","10/6/2016","Closed - Complete"
"2016-012203STR","11/17/2016","11/17/2016","11/17/2016","Closed - Complete"
"2016-012298STR","12/9/2016","12/9/2016","12/9/2016","Closed - Complete"
"2016-012304STR","12/1/2016","12/1/2016","12/1/2016","Closed - Complete"
"2016-012314STR","11/10/2016","11/10/2016","11/10/2016","Closed - Complete"
"2016-012318STR","6/24/2019","6/24/2019","6/24/2019","Closed - Complete"
"2016-012345STR","10/13/2016","10/13/2016","10/13/2016","Closed - Complete"
"2016-012484STR","6/21/2019","6/21/2019","6/21/2019","Closed - Complete"
"2016-012513STR","10/31/2016","10/31/2016","10/31/2016","Closed - Complete"
"2016-012524STR","12/9/2016","12/9/2016","12/9/2016","Closed - Complete"
"2016-012531STR","10/24/2016","10/24/2016","10/24/2016","Closed - Complete"
"2016-012666STR","12/5/2016","12/5/2016","12/5/2016","Closed - Complete"
"2016-012866STR","10/26/2016","10/26/2016","10/26/2016","Closed - Complete"
"2016-012901STR","10/21/2016","10/21/2016","10/21/2016","Closed - Complete"
"2016-012993STR","12/5/2016","12/5/2016","12/5/2016","Closed - Complete"
"2016-013001STR","9/13/2017","9/13/2017","9/13/2017","Closed - Complete"
"2016-013008STR","6/19/2019","6/19/2019","6/19/2019","Closed - Complete"
"2016-013108STR","11/8/2016","11/8/2016","11/8/2016","Closed - Complete"
"2016-013135STR","11/9/2016","11/9/2016","11/9/2016","Closed - Complete"
"2016-013355STR","7/31/2019","7/31/2019","7/31/2019","Closed - Complete"
"2016-013362STR","11/8/2016","11/8/2016","11/8/2016","Closed - Complete"
"2016-013364STR","12/5/2016","12/5/2016","12/5/2016","Closed - Complete"
"2016-013468STR","1/9/2017","1/9/2017","1/9/2017","Closed - Complete"
"2016-013471STR","11/14/2016","11/14/2016","11/14/2016","Closed - Complete"
"2016-013547STR","11/14/2016","11/14/2016","11/14/2016","Closed - Complete"
"2016-013559STR","12/5/2016","12/5/2016","12/5/2016","Closed - Complete"
"2016-013670STR","11/15/2016","11/15/2016","11/15/2016","Closed - Complete"
"2016-013675STR","10/24/2016","10/24/2016","10/24/2016","Closed - Complete"
"2016-013878STR","1/9/2017","1/9/2017","1/9/2017","Closed - Complete"
"2016-013897STR","11/3/2016","11/3/2016","11/3/2016","Closed - Complete"
"2016-013954STR","11/21/2016","11/21/2016","11/21/2016","Closed - Complete"
"2016-014003STR","1/13/2017","1/13/2017","1/13/2017","Closed - Complete"
"2016-014064STR","12/9/2016","12/9/2016","12/9/2016","Closed - Complete"
"2016-014128STR","11/22/2016","11/22/2016","11/22/2016","Closed - Complete"
"2016-014234STR","11/21/2016","11/21/2016","11/21/2016","Closed - Complete"
"2016-014265STR","5/5/2017","5/5/2017","5/5/2017","Closed - Complete"
"2016-014270STR","11/18/2016","11/18/2016","11/18/2016","Closed - Complete"
"2016-014278STR","12/20/2016","12/20/2016","12/20/2016","Closed - Complete"
"2016-014330STR","11/18/2016","11/18/2016","11/18/2016","Closed - Complete"
"2016-014337STR","11/18/2016","11/18/2016","11/18/2016","Closed - Complete"
"2016-014355STR","11/18/2016","11/18/2016","11/18/2016","Closed - Complete"
"2016-014445STR","11/18/2016","11/18/2016","11/18/2016","Closed - Complete"
"2016-014451STR","11/21/2016","11/21/2016","11/21/2016","Closed - Complete"
"2016-014457STR","11/23/2016","11/23/2016","11/23/2016","Closed - Complete"
"2016-014470STR","5/11/2017","5/11/2017","5/11/2017","Closed - Complete"
"2016-014471STR","12/20/2016","12/20/2016","12/20/2016","Closed - Complete"
"2016-014473STR","11/22/2016","11/22/2016","11/22/2016","Closed - Complete"
