"RECORD ID","DATE STATUS","DATE CLOSED","RECORD STATUS DATE","RECORD STATUS"
"2019-017751STR","10/3/2019","10/3/2019","10/3/2019","Closed - Complete"
"2019-017752STR","10/4/2019","10/4/2019","10/4/2019","Closed - Complete"
"2019-017982STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-017997STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-018026STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-018066STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-018720STR","10/24/2019","10/24/2019","10/24/2019","Closed - Complete"
"2019-018936STR","10/24/2019","10/24/2019","10/24/2019","Closed - Complete"
"2019-019016STR","10/22/2019","10/22/2019","10/22/2019","Closed - Complete"
"2019-019017STR","10/25/2019","10/25/2019","10/25/2019","Closed - Complete"
"2019-019199STR","10/24/2019","10/24/2019","10/24/2019","Closed - Complete"
"2019-019348STR","10/22/2019","10/22/2019","10/22/2019","Closed - Complete"
"2019-019404STR","10/11/2019","10/11/2019","10/11/2019","Closed - Complete"
"2019-019446STR","10/16/2019","10/16/2019","10/16/2019","Closed - Complete"
"2019-019461STR","10/15/2019","10/15/2019","10/15/2019","Closed - Complete"
"2019-019470STR","10/15/2019","10/15/2019","10/15/2019","Closed - Complete"
"2019-019474STR","10/15/2019","10/15/2019","10/15/2019","Closed - Complete"
"2019-019528STR","10/24/2019","10/24/2019","10/24/2019","Closed - Complete"
"2019-019748STR","10/18/2019","10/18/2019","10/18/2019","Closed - Complete"
"2019-019754STR","10/18/2019","10/18/2019","10/18/2019","Closed - Complete"
"2019-019758STR","10/18/2019","10/18/2019","10/18/2019","Closed - Complete"
"2019-019804STR","10/23/2019","10/23/2019","10/23/2019","Closed - Complete"
"2019-019820STR","10/21/2019","10/21/2019","10/21/2019","Closed - Complete"
"2019-019825STR","10/21/2019","10/21/2019","10/21/2019","Closed - Complete"
"2019-019881STR","10/22/2019","10/22/2019","10/22/2019","Closed - Complete"
"2019-019895STR","10/22/2019","10/22/2019","10/22/2019","Closed - Complete"
"2019-020089STR","10/25/2019","10/25/2019","10/25/2019","Closed - Complete"
"2019-020096STR","10/25/2019","10/25/2019","10/25/2019","Closed - Complete"
"2019-020100STR","10/25/2019","10/25/2019","10/25/2019","Closed - Complete"
"2019-020146STR","10/28/2019","10/28/2019","10/28/2019","Closed - Complete"
"2020-000594STR","4/28/2020","4/28/2020","4/28/2020","Closed - Complete"
"2020-000632STR","5/29/2020","5/29/2020","5/29/2020","Closed - Complete"
"2020-000633STR","5/29/2020","5/29/2020","5/29/2020","Closed - Complete"
