b1_alt_id,EXISTING_GPROC_SD_STP_NUM,EXISTING_GPROC_SD_PRO_DES,NEW_SPROC_SD_PRO_ID1,EXISTING_GPROC_SD_PROD_ID1,NEW_SPROC_SD_NXT_ID1,EXISTING_GPROC_SD_NXT_ID1,SD_PRO_DES,SD_APP_DES,RELATION_SEQ_ID
2019-012784ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013208ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013208ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013208ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013347ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-013347ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013347ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-013354ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-013354ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013354ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-013357ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013357ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013357ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013358ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-013358ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013358ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013362ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-013362ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-013362ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013366ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013366ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013366ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013373ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013373ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013373ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013380ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013380ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013380ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013381ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013381ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013381ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013385ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013385ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013385ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013389ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-013389ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013389ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-013517ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013517ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013517ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013652ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013652ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013652ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013661ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013661ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013661ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013666ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-013666ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013666ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-013677ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013677ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013677ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013720ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013720ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013720ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013826ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-013826ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013826ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-013841ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013841ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013841ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-013842ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-013842ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-013842ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014202ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-014202ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014202ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014219ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-014219ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014219ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014247ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-014247ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014247ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014380ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-014380ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014380ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014454ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-014454ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014454ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-014657ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-014657ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014657ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-014721ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-014721ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014721ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-014822ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-014822ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-014822ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015029ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-015029ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015029ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015186ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-015186ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015186ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015254ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete - Violation Abated,13316
2019-015254ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015254ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015326ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-015326ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015326ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-015384ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-015384ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015384ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-015423ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-015423ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015423ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-015592ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-015592ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015592ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015604ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-015604ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015604ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015646ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-015646ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015646ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015765ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-015765ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015765ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-015851ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-015851ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015851ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-015894ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete - Violation Abated,13316
2019-015894ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-015894ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-015947ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-015947ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-015947ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-016176ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-016176ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-016176ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-016185ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-016185ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016185ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-016432ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-016432ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016432ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-016473ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-016473ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-016473ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-016478ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-016478ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016478ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-016541ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-016541ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016541ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-016589ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-016589ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016589ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-016612ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-016612ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-016612ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-017097ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-017097ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017097ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-017385ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017385ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017385ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017386ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017386ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017386ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017391ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017391ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,New Information,13316
2019-017391ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017450ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-017450ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017450ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-017589ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-017589ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017589ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-017619ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-017619ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,New Information,13316
2019-017619ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-017633ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017633ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017633ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017634ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017634ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017634ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017731ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017731ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017731ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017732ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-017732ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017732ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-017862ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-017862ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-017862ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-017863ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017863ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017863ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017865ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-017865ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017865ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-017937ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-017937ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-017937ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-018120ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-018120ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-018120ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-019492ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-019492ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-019492ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-019760ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-019760ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-019760ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-019869ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-019869ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-019869ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-019901ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-019901ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-019901ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020031ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-020031ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020031ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-020076ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-020076ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020076ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-020083ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-020083ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020083ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020085ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-020085ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020085ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020092ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2019-020092ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-020092ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2019-020611ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-020611ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020611ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-020614ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-020614ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020614ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020616ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2019-020616ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020616ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2019-020619ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-020619ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020619ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020621ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-020621ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2019-020621ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020622ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2019-020622ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020622ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-020933ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-020933ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-020933ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-021000ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-021000ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-021000ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-021020ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2019-021020ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2019-021020ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2019-021066ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
