RECORD_NO,LISTING_ID,HOST_ID,web,Service,what
2015-015812STR,982298,5380962,https://www.airbnb.com/rooms/982298,Airbnb,254
2015-015837STR,4517932,8470040,https://www.airbnb.com/rooms/4517932,Airbnb,255
2015-016059STR,2119773,2501567,https://www.airbnb.com/rooms/2119773,Airbnb,256
2015-016158STR,4122671,21387911,https://www.airbnb.com/rooms/4122671,Airbnb,257
2015-016183STR,45742381,,https://www.airbnb.com/rooms/45742381,Airbnb,258
2015-016203STR,379349,1901233,https://www.airbnb.com/rooms/379349,Airbnb,259
2015-016223STR,487019,2410550,https://www.airbnb.com/rooms/487019,Airbnb,260
2015-016332STR,7884875,23071835,https://www.airbnb.com/rooms/7884875,Airbnb,261
2015-016618STR,4549485,23587810,https://www.airbnb.com/rooms/4549485,Airbnb,262
2015-016638STR,1407244,7578793,https://www.airbnb.com/rooms/1407244,Airbnb,263
2015-018159STR,71645,367464,https://www.airbnb.com/rooms/71645,Airbnb,264
2015-018165STR,10347570,8541411,https://www.airbnb.com/rooms/10347570,Airbnb,265
2015-018207STR,9730358,3814414,https://www.airbnb.com/rooms/9730358,Airbnb,266
2015-018216STR,4956697,17815428,https://www.airbnb.com/rooms/4956697,Airbnb,267
2015-018226STR,10747219,53307355,https://www.airbnb.com/rooms/10747219,Airbnb,268
2015-018239STR,11442567,38836,https://www.airbnb.com/rooms/11442567,Airbnb,269
2015-018369STR,6973383,22402,https://www.airbnb.com/rooms/6973383,Airbnb,270
2015-018423STR,4533652,16884266,https://www.airbnb.com/rooms/4533652,Airbnb,271
2015-018426STR,10455995,1031577,https://www.airbnb.com/rooms/10455995,Airbnb,272
2015-018483STR,829185,4346130,https://www.airbnb.com/rooms/829185,Airbnb,273
2015-018555STR,8209055,107051,https://www.airbnb.com/rooms/8209055,Airbnb,274
2015-018562STR,3081560,15680647,https://www.airbnb.com/rooms/3081560,Airbnb,275
2016-000141STR,379255,1904628,https://www.airbnb.com/rooms/379255,Airbnb,276
2016-000168STR,5242394,11997544,https://www.airbnb.com/rooms/5242394,Airbnb,277
2016-000246STR,10661953,17536951,https://www.airbnb.com/rooms/10661953,Airbnb,278
2016-000292STR,342420,1737796,https://www.airbnb.com/rooms/342420,Airbnb,279
2016-000299STR,10930490,4123854,https://www.airbnb.com/rooms/10930490,Airbnb,280
2016-000311STR,8184928,4221614,https://www.airbnb.com/rooms/8184928,Airbnb,281
2016-000350STR,9695480,21199285,https://www.airbnb.com/rooms/9695480,Airbnb,282
2016-000479STR,7701360,22098219,https://www.airbnb.com/rooms/7701360,Airbnb,283
2016-000579STR,10273567,52830865,https://www.airbnb.com/rooms/10273567,Airbnb,284
2016-000591STR,3015450,10374153,https://www.airbnb.com/rooms/3015450,Airbnb,285
2016-000599STR,8524982,28784940,https://www.airbnb.com/rooms/8524982,Airbnb,286
2016-000780STR,8275596,23621923,https://www.airbnb.com/rooms/8275596,Airbnb,287
2016-000795STR,1807012,1574663,https://www.airbnb.com/rooms/1807012,Airbnb,288
2016-000820STR,997382,1032643,https://www.airbnb.com/rooms/997382,Airbnb,289
2016-000838STR,14488234,5161705,https://www.airbnb.com/rooms/14488234,Airbnb,290
2016-000844STR,6006768,26870698,https://www.airbnb.com/rooms/6006768,Airbnb,291
2016-000905STR,9477823,44679401,https://www.airbnb.com/rooms/9477823,Airbnb,292
2016-000907STR,2130640,,https://www.airbnb.com/rooms/2130640,Airbnb,293
2016-000943STR,1125079,5565510,https://www.airbnb.com/rooms/1125079,Airbnb,294
2016-001063STR,10749747,1563282,https://www.airbnb.com/rooms/10749747,Airbnb,295
2016-001069STR,4525604,1937186,https://www.airbnb.com/rooms/4525604,Airbnb,296
2016-001146STR,663623,119920,https://www.airbnb.com/rooms/663623,Airbnb,297
2016-001339STR,4252808,3059177,https://www.airbnb.com/rooms/4252808,Airbnb,298
2016-001346STR,9051149,47224934,https://www.airbnb.com/rooms/9051149,Airbnb,299
2016-001348STR,12835527,570963,https://www.airbnb.com/rooms/12835527,Airbnb,300
2016-001354STR,13669721,69670960,https://www.airbnb.com/rooms/13669721,Airbnb,301
2016-001379STR,1605483,1125797,https://www.airbnb.com/rooms/1605483,Airbnb,302
2016-001489STR,7222704,30610362,https://www.airbnb.com/rooms/7222704,Airbnb,303
2016-001526STR,44380001,559810,https://www.airbnb.com/rooms/44380001,Airbnb,304
2016-001690STR,2723005,9878850,https://www.airbnb.com/rooms/2723005,Airbnb,305
2016-001750STR,11191951,26700255,https://www.airbnb.com/rooms/11191951,Airbnb,306
2016-002066STR,11225011,23309181,https://www.airbnb.com/rooms/11225011,Airbnb,307
2016-002116STR,1944564,812141,https://www.airbnb.com/rooms/1944564,Airbnb,308
2016-002184STR,17120944,14003785,https://www.airbnb.com/rooms/17120944,Airbnb,309
2016-002387STR,691023,3531780,https://www.airbnb.com/rooms/691023,Airbnb,310
2016-002396STR,3123536,183023205,https://www.airbnb.com/rooms/3123536,Airbnb,311
2016-002448STR,11345707,59406195,https://www.airbnb.com/rooms/11345707,Airbnb,312
2016-002662STR,10437411,4413556,https://www.airbnb.com/rooms/10437411,Airbnb,313
2016-002790STR,35843505,12150667,https://www.airbnb.com/rooms/35843505,Airbnb,314
2016-003365STR,62651,185923,https://www.airbnb.com/rooms/62651,Airbnb,315
2016-003428STR,18777830,,https://www.airbnb.com/rooms/18777830,Airbnb,316
2016-003541STR,29557,126036,https://www.airbnb.com/rooms/29557,Airbnb,317
2016-003541STR,29557,126036,https://www.airbnb.com/rooms/29557,Airbnb,318
2016-003582STR,1098003,6034365,https://www.airbnb.com/rooms/1098003,Airbnb,319
2016-003650STR,33528893,4349750,https://www.airbnb.com/rooms/33528893,Airbnb,320
2016-003708STR,16348139,7610972,https://www.airbnb.com/rooms/16348139,Airbnb,321
2016-003713STR,32746725,1984693,https://www.airbnb.com/rooms/32746725,Airbnb,322
2016-004213STR,4135201,1635200,https://www.airbnb.com/rooms/4135201,Airbnb,323
2016-004630STR,1103797,6062220,https://www.airbnb.com/rooms/1103797,Airbnb,324
2016-004677STR,13585679,78443561,https://www.airbnb.com/rooms/13585679,Airbnb,325
2016-004682STR,12212013,12715408,https://www.airbnb.com/rooms/12212013,Airbnb,326
2016-004726STR,11241173,237659,https://www.airbnb.com/rooms/11241173,Airbnb,327
2016-004783STR,21165478,758670,https://www.airbnb.com/rooms/21165478,Airbnb,328
2016-005286STR,28139208,,https://www.airbnb.com/rooms/28139208,Airbnb,329
2016-005677STR,10684058,55193130,https://www.airbnb.com/rooms/10684058,Airbnb,330
2016-005726STR,7558236,194540,https://www.airbnb.com/rooms/7558236,Airbnb,331
2016-005944STR,10648093,54983982,https://www.airbnb.com/rooms/10648093,Airbnb,332
2016-005996STR,12175415,56076559,https://www.airbnb.com/rooms/12175415,Airbnb,333
2016-006081STR,582335,2867852,https://www.airbnb.com/rooms/582335,Airbnb,334
2016-006354STR,4358868,2335941,https://www.airbnb.com/rooms/4358868,Airbnb,335
2016-006560STR,30817227,3617002,https://www.airbnb.com/rooms/30817227,Airbnb,336
2016-006847STR,4359626,22630933,https://www.airbnb.com/rooms/4359626,Airbnb,337
2016-006861STR,13066842,775473,https://www.airbnb.com/rooms/13066842,Airbnb,338
2016-007024STR,14651109,90982770,https://www.airbnb.com/rooms/14651109,Airbnb,339
2016-007151STR,11163409,57898551,https://www.airbnb.com/rooms/11163409,Airbnb,340
2016-007361STR,32643853,198038138,https://www.airbnb.com/rooms/32643853,Airbnb,341
2016-007378STR,752607,3958328,https://www.airbnb.com/rooms/752607,Airbnb,342
2016-007399STR,32871760,2919348,https://www.airbnb.com/rooms/32871760,Airbnb,343
2016-007403STR,14265180,41182469,https://www.airbnb.com/rooms/14265180,Airbnb,344
2016-007656STR,34018349,41094308,https://www.airbnb.com/rooms/34018349,Airbnb,345
2016-007714STR,23709477,169165019,https://www.airbnb.com/rooms/23709477,Airbnb,346
2016-007888STR,9471413,3964836,https://www.airbnb.com/rooms/9471413,Airbnb,347
2016-008008STR,4121114,18151037,https://www.airbnb.com/rooms/4121114,Airbnb,348
2016-008258STR,20424404,2666465,https://www.airbnb.com/rooms/20424404,Airbnb,349
2016-008342STR,12679234,10226011,https://www.airbnb.com/rooms/12679234,Airbnb,350
2016-008458STR,13220623,16010762,https://www.airbnb.com/rooms/13220623,Airbnb,351
2016-008488STR,12172311,,https://www.airbnb.com/rooms/12172311,Airbnb,352
2016-008489STR,7921739,7408876,https://www.airbnb.com/rooms/7921739,Airbnb,353
2016-008531STR,15051965,56666480,https://www.airbnb.com/rooms/15051965,Airbnb,354
2016-008597STR,39580721,23195770,https://www.airbnb.com/rooms/39580721,Airbnb,355
2016-008695STR,3257979,16476062,https://www.airbnb.com/rooms/3257979,Airbnb,356
2016-009034STR,13815533,10460597,https://www.airbnb.com/rooms/13815533,Airbnb,357
2016-009182STR,10280573,50292803,https://www.airbnb.com/rooms/10280573,Airbnb,358
2016-009199STR,8030646,7231087,https://www.airbnb.com/rooms/8030646,Airbnb,359
2016-009314STR,2062696,4843181,https://www.airbnb.com/rooms/2062696,Airbnb,360
2016-009377STR,20257125,133894957,https://www.airbnb.com/rooms/20257125,Airbnb,361
2016-009458STR,15567704,100278291,https://www.airbnb.com/rooms/15567704,Airbnb,362
2016-009459STR,10227655,52558265,https://www.airbnb.com/rooms/10227655,Airbnb,363
2016-009531STR,15929798,103370502,https://www.airbnb.com/rooms/15929798,Airbnb,364
2016-009580STR,13563865,78172368,https://www.airbnb.com/rooms/13563865,Airbnb,365
2016-009906STR,109883,566147,https://www.airbnb.com/rooms/109883,Airbnb,366
2016-010187STR,7596529,9233155,https://www.airbnb.com/rooms/7596529,Airbnb,367
2016-010204STR,2221057,11331176,https://www.airbnb.com/rooms/2221057,Airbnb,368
2016-010730STR,31494299,237694205,https://www.airbnb.com/rooms/31494299,Airbnb,369
2016-011054STR,10089183,11887055,https://www.airbnb.com/rooms/10089183,Airbnb,370
2016-011831STR,14763705,92075817,https://www.airbnb.com/rooms/14763705,Airbnb,371
2016-011871STR,9346814,42922912,https://www.airbnb.com/rooms/9346814,Airbnb,372
2016-011944STR,1356129,13709338,https://www.airbnb.com/rooms/1356129,Airbnb,373
2016-012178STR,13574259,30789097,https://www.airbnb.com/rooms/13574259,Airbnb,374
2016-012203STR,15060615,95220454,https://www.airbnb.com/rooms/15060615,Airbnb,375
2016-012314STR,13219968,25719685,https://www.airbnb.com/rooms/13219968,Airbnb,376
2016-012318STR,15132855,53614586,https://www.airbnb.com/rooms/15132855,Airbnb,377
2016-012484STR,16305055,106687468,https://www.airbnb.com/rooms/16305055,Airbnb,378
2016-012524STR,19365066,26860112,https://www.airbnb.com/rooms/19365066,Airbnb,379
2016-012531STR,21045694,30506212,https://www.airbnb.com/rooms/21045694,Airbnb,380
2016-012666STR,10832099,12780961,https://www.airbnb.com/rooms/10832099,Airbnb,381
2016-012830STR,16706877,110690066,https://www.airbnb.com/rooms/16706877,Airbnb,382
2016-012901STR,15179182,861262,https://www.airbnb.com/rooms/15179182,Airbnb,383
2016-012993STR,7009654,34268088,https://www.airbnb.com/rooms/7009654,Airbnb,384
2016-013008STR,15920878,103297299,https://www.airbnb.com/rooms/15920878,Airbnb,385
2016-013108STR,16173016,105578739,https://www.airbnb.com/rooms/16173016,Airbnb,386
2016-013200STR,10088395,42138725,https://www.airbnb.com/rooms/10088395,Airbnb,387
2016-013362STR,12853235,15449058,https://www.airbnb.com/rooms/12853235,Airbnb,388
2016-013364STR,14619235,5043788,https://www.airbnb.com/rooms/14619235,Airbnb,389
2016-013471STR,41980745,,https://www.airbnb.com/rooms/41980745,Airbnb,390
2016-013547STR,20169868,12394710,https://www.airbnb.com/rooms/20169868,Airbnb,391
2016-013559STR,14341440,5400272,https://www.airbnb.com/rooms/14341440,Airbnb,392
2016-013675STR,6326133,,https://www.airbnb.com/rooms/6326133,Airbnb,393
2016-013878STR,26832092,1889323,https://www.airbnb.com/rooms/26832092,Airbnb,394
2016-013897STR,5068486,26173051,https://www.airbnb.com/rooms/5068486,Airbnb,395
2016-013956STR,21022837,151399600,https://www.airbnb.com/rooms/21022837,Airbnb,396
2016-014003STR,14268636,24091826,https://www.airbnb.com/rooms/14268636,Airbnb,397
2016-014064STR,16068425,10784845,https://www.airbnb.com/rooms/16068425,Airbnb,398
2016-014079STR,14802586,78451071,https://www.airbnb.com/rooms/14802586,Airbnb,399
2016-014128STR,15641829,5117637,https://www.airbnb.com/rooms/15641829,Airbnb,400
2016-014234STR,648086,3250518,https://www.airbnb.com/rooms/648086,Airbnb,401
2016-014278STR,4993804,4195316,https://www.airbnb.com/rooms/4993804,Airbnb,402
2016-014330STR,14745298,909879,https://www.airbnb.com/rooms/14745298,Airbnb,403
2016-014337STR,15512995,1865162,https://www.airbnb.com/rooms/15512995,Airbnb,404
2016-014445STR,15621583,41578318,https://www.airbnb.com/rooms/15621583,Airbnb,405
2016-014451STR,7038488,36905321,https://www.airbnb.com/rooms/7038488,Airbnb,406
2016-014457STR,15662917,775963,https://www.airbnb.com/rooms/15662917,Airbnb,407
2016-014471STR,17254515,14692056,https://www.airbnb.com/rooms/17254515,Airbnb,408
2016-014473STR,15220043,64579077,https://www.airbnb.com/rooms/15220043,Airbnb,409
2016-014771STR,13685131,79700074,https://www.airbnb.com/rooms/13685131,Airbnb,410
2016-014800STR,9295965,48261523,https://www.airbnb.com/rooms/9295965,Airbnb,411
2016-014816STR,7676566,28311107,https://www.airbnb.com/rooms/7676566,Airbnb,412
2016-014823STR,18639196,128943312,https://www.airbnb.com/rooms/18639196,Airbnb,413
2016-014833STR,1511076,2403646,https://www.airbnb.com/rooms/1511076,Airbnb,414
2016-014844STR,14043110,84154713,https://www.airbnb.com/rooms/14043110,Airbnb,415
2016-014907STR,17159806,115416158,https://www.airbnb.com/rooms/17159806,Airbnb,416
2016-015011STR,19185162,234409,https://www.airbnb.com/rooms/19185162,Airbnb,417
2016-015070STR,15069107,62907992,https://www.airbnb.com/rooms/15069107,Airbnb,418
2016-015133STR,7341076,4249288,https://www.airbnb.com/rooms/7341076,Airbnb,419
2016-015176STR,16052484,55971219,https://www.airbnb.com/rooms/16052484,Airbnb,420
2016-015212STR,2950592,243725,https://www.airbnb.com/rooms/2950592,Airbnb,421
2016-015662STR,7808104,41102404,https://www.airbnb.com/rooms/7808104,Airbnb,422
2016-015944STR,14029901,2048437,https://www.airbnb.com/rooms/14029901,Airbnb,423
2016-015948STR,15075530,1787588,https://www.airbnb.com/rooms/15075530,Airbnb,424
2016-015949STR,18037180,80544181,https://www.airbnb.com/rooms/18037180,Airbnb,425
2016-015990STR,30531625,21945886,https://www.airbnb.com/rooms/30531625,Airbnb,426
2016-016346STR,16335125,7076264,https://www.airbnb.com/rooms/16335125,Airbnb,427
2016-016381STR,21011508,45411465,https://www.airbnb.com/rooms/21011508,Airbnb,428
2016-016577STR,16516337,3377789,https://www.airbnb.com/rooms/16516337,Airbnb,429
2016-016591STR,16519220,5805679,https://www.airbnb.com/rooms/16519220,Airbnb,430
2016-016620STR,1738415,3273603,https://www.airbnb.com/rooms/1738415,Airbnb,431
2017-000191STR,16178751,3470491,https://www.airbnb.com/rooms/16178751,Airbnb,432
2017-000194STR,19304903,8952012,https://www.airbnb.com/rooms/19304903,Airbnb,433
2017-000203STR,18077642,863433,https://www.airbnb.com/rooms/18077642,Airbnb,434
2017-000350STR,14705126,91464797,https://www.airbnb.com/rooms/14705126,Airbnb,435
2017-000407STR,16330378,106895777,https://www.airbnb.com/rooms/16330378,Airbnb,436
2017-000449STR,17157954,1281984,https://www.airbnb.com/rooms/17157954,Airbnb,437
2017-000456STR,10517693,38351936,https://www.airbnb.com/rooms/10517693,Airbnb,438
2017-000670STR,16649876,48785800,https://www.airbnb.com/rooms/16649876,Airbnb,439
2017-000721STR,13600947,35102608,https://www.airbnb.com/rooms/13600947,Airbnb,440
2017-000811STR,7715542,40534191,https://www.airbnb.com/rooms/7715542,Airbnb,441
2017-000829STR,16653287,30747858,https://www.airbnb.com/rooms/16653287,Airbnb,442
2017-000955STR,17753503,71333862,https://www.airbnb.com/rooms/17753503,Airbnb,443
2017-001020STR,13687255,32534976,https://www.airbnb.com/rooms/13687255,Airbnb,444
2017-001079STR,20281663,123931387,https://www.airbnb.com/rooms/20281663,Airbnb,445
2017-001132STR,14266916,36287559,https://www.airbnb.com/rooms/14266916,Airbnb,446
2017-001140STR,17408793,45156079,https://www.airbnb.com/rooms/17408793,Airbnb,447
2017-001324STR,39901695,40966464,https://www.airbnb.com/rooms/39901695,Airbnb,448
2017-001345STR,14913657,83483852,https://www.airbnb.com/rooms/14913657,Airbnb,449
2017-001472STR,16244433,6703252,https://www.airbnb.com/rooms/16244433,Airbnb,450
2017-001559STR,11190379,4152724,https://www.airbnb.com/rooms/11190379,Airbnb,451
2017-001562STR,8904047,46574267,https://www.airbnb.com/rooms/8904047,Airbnb,452
2017-001574STR,17424816,147099,https://www.airbnb.com/rooms/17424816,Airbnb,453
2017-001575STR,18314694,123485258,https://www.airbnb.com/rooms/18314694,Airbnb,454
2017-001610STR,17973795,9151990,https://www.airbnb.com/rooms/17973795,Airbnb,455
2017-001636STR,40707679,33867526,https://www.airbnb.com/rooms/40707679,Airbnb,456
2017-001806STR,2502543,12437454,https://www.airbnb.com/rooms/2502543,Airbnb,457
2017-001912STR,15860973,6136360,https://www.airbnb.com/rooms/15860973,Airbnb,458
2017-002145STR,713877,3675617,https://www.airbnb.com/rooms/713877,Airbnb,459
2017-002367STR,14804950,24949158,https://www.airbnb.com/rooms/14804950,Airbnb,460
2017-002429STR,442397,2198311,https://www.airbnb.com/rooms/442397,Airbnb,461
2017-002481STR,11939561,1401824,https://www.airbnb.com/rooms/11939561,Airbnb,462
2017-002569STR,3402610,71182743,https://www.airbnb.com/rooms/3402610,Airbnb,463
2017-002575STR,18669935,17136474,https://www.airbnb.com/rooms/18669935,Airbnb,464
2017-002781STR,17811571,15029266,https://www.airbnb.com/rooms/17811571,Airbnb,465
2017-002817STR,8152867,10394065,https://www.airbnb.com/rooms/8152867,Airbnb,466
2017-002819STR,29192965,40297300,https://www.airbnb.com/rooms/29192965,Airbnb,467
2017-002837STR,7220035,37797558,https://www.airbnb.com/rooms/7220035,Airbnb,468
2017-002856STR,15911270,103224738,https://www.airbnb.com/rooms/15911270,Airbnb,469
2017-002918STR,18753198,130467604,https://www.airbnb.com/rooms/18753198,Airbnb,470
2017-003028STR,45866598,,https://www.airbnb.com/rooms/45866598,Airbnb,471
2017-003032STR,21170799,,https://www.airbnb.com/rooms/21170799,Airbnb,472
2017-003085STR,38554836,119492097,https://www.airbnb.com/rooms/38554836,Airbnb,473
2017-003168STR,17809833,3076837,https://www.airbnb.com/rooms/17809833,Airbnb,474
2017-003292STR,7331464,32687481,https://www.airbnb.com/rooms/7331464,Airbnb,475
2017-003486STR,11437138,,https://www.airbnb.com/rooms/11437138,Airbnb,476
2017-003571STR,12999869,3617002,https://www.airbnb.com/rooms/12999869,Airbnb,477
2017-003598STR,17626598,1782540,https://www.airbnb.com/rooms/17626598,Airbnb,478
2017-003667STR,38317894,383029,https://www.airbnb.com/rooms/38317894,Airbnb,479
2017-003820STR,23358468,5913788,https://www.airbnb.com/rooms/23358468,Airbnb,480
2017-003870STR,17430696,117919835,https://www.airbnb.com/rooms/17430696,Airbnb,481
2017-003948STR,12905538,70717919,https://www.airbnb.com/rooms/12905538,Airbnb,482
2017-004122STR,18184143,13103932,https://www.airbnb.com/rooms/18184143,Airbnb,483
2017-004255STR,15822076,68747156,https://www.airbnb.com/rooms/15822076,Airbnb,484
2017-004794STR,17345722,,https://www.airbnb.com/rooms/17345722,Airbnb,485
2017-004896STR,28055711,155250,https://www.airbnb.com/rooms/28055711,Airbnb,486
2017-004957STR,20328358,,https://www.airbnb.com/rooms/20328358,Airbnb,487
2017-005004STR,18567743,71570278,https://www.airbnb.com/rooms/18567743,Airbnb,488
2017-005183STR,21730409,157074592,https://www.airbnb.com/rooms/21730409,Airbnb,489
2017-005224STR,142177,656263,https://www.airbnb.com/rooms/142177,Airbnb,490
2017-005359STR,19588004,988375,https://www.airbnb.com/rooms/19588004,Airbnb,491
2017-005449STR,18548006,51078965,https://www.airbnb.com/rooms/18548006,Airbnb,492
2017-005462STR,19478755,131502074,https://www.airbnb.com/rooms/19478755,Airbnb,493
2017-005496STR,2026910,7096906,https://www.airbnb.com/rooms/2026910,Airbnb,494
2017-005634STR,2063077,9797614,https://www.airbnb.com/rooms/2063077,Airbnb,495
2017-005636STR,18810290,129618781,https://www.airbnb.com/rooms/18810290,Airbnb,496
2017-005722STR,17642091,6641931,https://www.airbnb.com/rooms/17642091,Airbnb,497
2017-005737STR,18212346,125735523,https://www.airbnb.com/rooms/18212346,Airbnb,498
2017-005770STR,616204,2806033,https://www.airbnb.com/rooms/616204,Airbnb,499
2017-005779STR,16336782,106951010,https://www.airbnb.com/rooms/16336782,Airbnb,500
2017-005945STR,9150171,167143,https://www.airbnb.com/rooms/9150171,Airbnb,501
2017-006017STR,334339,879042,https://www.airbnb.com/rooms/334339,Airbnb,502
2017-006037STR,21028247,28932312,https://www.airbnb.com/rooms/21028247,Airbnb,503
2017-006045STR,18602265,795382,https://www.airbnb.com/rooms/18602265,Airbnb,504
2017-006096STR,16435615,1624329,https://www.airbnb.com/rooms/16435615,Airbnb,505
2017-006117STR,15835438,4256843,https://www.airbnb.com/rooms/15835438,Airbnb,506
2017-006128STR,1003756,3347282,https://www.airbnb.com/rooms/1003756,Airbnb,507
2017-006136STR,17982304,10263963,https://www.airbnb.com/rooms/17982304,Airbnb,508
2017-006167STR,7226841,872803,https://www.airbnb.com/rooms/7226841,Airbnb,509
2017-006361STR,18464444,7012008,https://www.airbnb.com/rooms/18464444,Airbnb,510
2017-006582STR,18754189,128940936,https://www.airbnb.com/rooms/18754189,Airbnb,511
2017-006734STR,34024828,136792470,https://www.airbnb.com/rooms/34024828,Airbnb,512
2017-006752STR,41276735,222741453,https://www.airbnb.com/rooms/41276735,Airbnb,513
2017-006879STR,37220176,,https://www.airbnb.com/rooms/37220176,Airbnb,514
2017-006981STR,9108108,30865412,https://www.airbnb.com/rooms/9108108,Airbnb,515
2017-006986STR,21313591,2566492,https://www.airbnb.com/rooms/21313591,Airbnb,516
2017-007073STR,18737830,130349538,https://www.airbnb.com/rooms/18737830,Airbnb,517
2017-007085STR,20762414,108691284,https://www.airbnb.com/rooms/20762414,Airbnb,518
2017-007263STR,7972067,8290313,https://www.airbnb.com/rooms/7972067,Airbnb,519
2017-007318STR,15005046,94659320,https://www.airbnb.com/rooms/15005046,Airbnb,520
2017-007432STR,20573374,15028456,https://www.airbnb.com/rooms/20573374,Airbnb,521
2017-007624STR,19140351,3773599,https://www.airbnb.com/rooms/19140351,Airbnb,522
2017-007698STR,17723975,1934331,https://www.airbnb.com/rooms/17723975,Airbnb,523
2017-007756STR,18757990,9956229,https://www.airbnb.com/rooms/18757990,Airbnb,524
2017-007762STR,468751,2326926,https://www.airbnb.com/rooms/468751,Airbnb,525
2017-007769STR,18916029,33242464,https://www.airbnb.com/rooms/18916029,Airbnb,526
2017-007858STR,21370662,115841608,https://www.airbnb.com/rooms/21370662,Airbnb,527
2017-008316STR,1925206,9971829,https://www.airbnb.com/rooms/1925206,Airbnb,528
2017-008452STR,18776764,,https://www.airbnb.com/rooms/18776764,Airbnb,529
2017-008479STR,20852099,149498560,https://www.airbnb.com/rooms/20852099,Airbnb,530
2017-008739STR,10925833,56637099,https://www.airbnb.com/rooms/10925833,Airbnb,531
2017-008742STR,43836717,225170592,https://www.airbnb.com/rooms/43836717,Airbnb,532
2017-008820STR,19949380,141391572,https://www.airbnb.com/rooms/19949380,Airbnb,533
2017-008853STR,17097361,114734955,https://www.airbnb.com/rooms/17097361,Airbnb,534
2017-009257STR,1076743,887032,https://www.airbnb.com/rooms/1076743,Airbnb,535
2017-009411STR,20847212,126644773,https://www.airbnb.com/rooms/20847212,Airbnb,536
2017-009506STR,5632452,20497687,https://www.airbnb.com/rooms/5632452,Airbnb,537
2017-009733STR,19331975,135420210,https://www.airbnb.com/rooms/19331975,Airbnb,538
2017-009860STR,28550959,129961318,https://www.airbnb.com/rooms/28550959,Airbnb,539
2017-009944STR,24916302,22923465,https://www.airbnb.com/rooms/24916302,Airbnb,540
2017-009953STR,14691164,31069921,https://www.airbnb.com/rooms/14691164,Airbnb,541
2017-010041STR,17444964,34675376,https://www.airbnb.com/rooms/17444964,Airbnb,542
2017-010173STR,27610705,566306,https://www.airbnb.com/rooms/27610705,Airbnb,543
2017-010297STR,23577552,128169944,https://www.airbnb.com/rooms/23577552,Airbnb,544
2017-010457STR,19407153,30713030,https://www.airbnb.com/rooms/19407153,Airbnb,545
2017-010531STR,20149972,1364450,https://www.airbnb.com/rooms/20149972,Airbnb,546
2017-010585STR,20195883,7934590,https://www.airbnb.com/rooms/20195883,Airbnb,547
2017-011001STR,32473990,1469393,https://www.airbnb.com/rooms/32473990,Airbnb,548
2017-011005STR,18567266,,https://www.airbnb.com/rooms/18567266,Airbnb,549
2017-011010STR,27634232,19338074,https://www.airbnb.com/rooms/27634232,Airbnb,550
2017-011133STR,20620600,44927,https://www.airbnb.com/rooms/20620600,Airbnb,551
2017-011141STR,20873957,10622144,https://www.airbnb.com/rooms/20873957,Airbnb,552
2017-011427STR,20696918,26700102,https://www.airbnb.com/rooms/20696918,Airbnb,553
2017-011435STR,3442439,17349647,https://www.airbnb.com/rooms/3442439,Airbnb,554
2017-011447STR,34626588,178494555,https://www.airbnb.com/rooms/34626588,Airbnb,555
2017-011525STR,21327347,90139010,https://www.airbnb.com/rooms/21327347,Airbnb,556
2017-011615STR,20967325,52830865,https://www.airbnb.com/rooms/20967325,Airbnb,557
2017-011800STR,5933430,1808969,https://www.airbnb.com/rooms/5933430,Airbnb,558
2017-012063STR,21280829,10234050,https://www.airbnb.com/rooms/21280829,Airbnb,559
2017-012109STR,21694548,,https://www.airbnb.com/rooms/21694548,Airbnb,560
2017-012202STR,20543892,3344835,https://www.airbnb.com/rooms/20543892,Airbnb,561
2017-012203STR,1328186,7208147,https://www.airbnb.com/rooms/1328186,Airbnb,562
2017-012205STR,10385321,40993599,https://www.airbnb.com/rooms/10385321,Airbnb,563
2017-012245STR,99094,522225,https://www.airbnb.com/rooms/99094,Airbnb,564
2017-012252STR,12607119,68425495,https://www.airbnb.com/rooms/12607119,Airbnb,565
2017-012476STR,7726184,4097204,https://www.airbnb.com/rooms/7726184,Airbnb,566
2017-012561STR,11122531,3697779,https://www.airbnb.com/rooms/11122531,Airbnb,567
2017-012587STR,27225440,252927,https://www.airbnb.com/rooms/27225440,Airbnb,568
2017-012648STR,8276309,2113363,https://www.airbnb.com/rooms/8276309,Airbnb,569
2017-012782STR,20269251,76784332,https://www.airbnb.com/rooms/20269251,Airbnb,570
2017-012904STR,29130046,9578079,https://www.airbnb.com/rooms/29130046,Airbnb,571
2017-012911STR,1683892,8903768,https://www.airbnb.com/rooms/1683892,Airbnb,572
2017-012936STR,20424542,5009045,https://www.airbnb.com/rooms/20424542,Airbnb,573
2017-013032STR,19954872,,https://www.airbnb.com/rooms/19954872,Airbnb,574
2017-013041STR,20799337,,https://www.airbnb.com/rooms/20799337,Airbnb,575
2017-013381STR,15759935,5466655,https://www.airbnb.com/rooms/15759935,Airbnb,576
2017-013390STR,22396902,72308207,https://www.airbnb.com/rooms/22396902,Airbnb,577
2017-013482STR,20393341,337960,https://www.airbnb.com/rooms/20393341,Airbnb,578
2017-013607STR,21191232,153041033,https://www.airbnb.com/rooms/21191232,Airbnb,579
2017-013758STR,21125429,149725836,https://www.airbnb.com/rooms/21125429,Airbnb,580
2017-013834STR,4429527,7813710,https://www.airbnb.com/rooms/4429527,Airbnb,581
