quarter,PPTS record ID,Expiration date,checked_in,checked_out,type,post_date,Registration number,platforms,other_platforms,Month,Period,Year,Platform,Platform_lkup,Other_Platforms
2/1/2015,2015-004092STR,,5/22/2015,5/25/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,5/25/2015,5/26/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,5/29/2015,5/31/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,6/5/2015,6/8/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,6/12/2015,6/14/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,6/25/2015,6/28/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,7/5/2015,7/6/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,8/29/2015,8/31/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,9/18/2015,9/20/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,9/3/2015,9/8/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,12/16/2015,12/18/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,12/18/2015,12/20/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,12/20/2015,12/21/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-004092STR,,12/21/2015,12/27/2015,Unhosted,1/28/2016,305,Airbnb,,2,January-March,2015,Airbnb.com,,
1/1/2016,2015-004092STR,,1/1/2016,1/3/2016,Unhosted,4/19/2016,305,Airbnb,,1,January-March,2016,Airbnb.com,,
1/1/2016,2015-004092STR,,1/15/2016,1/18/2016,Unhosted,4/19/2016,305,Airbnb,,1,January-March,2016,Airbnb.com,,
1/1/2016,2015-004092STR,,2/11/2016,2/16/2016,Unhosted,4/19/2016,305,Airbnb,,1,January-March,2016,Airbnb.com,,
1/1/2016,2015-004092STR,,3/4/2016,3/6/2016,Unhosted,4/19/2016,305,Airbnb,,1,January-March,2016,Airbnb.com,,
4/1/2016,2015-004092STR,,4/21/2016,4/24/2016,Unhosted,7/30/2016,305,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-004092STR,,6/2/2016,6/5/2016,Unhosted,7/30/2016,305,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-004092STR,,6/17/2016,6/19/2016,Unhosted,7/30/2016,305,Airbnb,,4,April-June,2016,Airbnb.com,,
7/1/2016,2015-004092STR,,7/3/2016,7/5/2016,Unhosted,10/30/2016,305,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-004092STR,,7/16/2016,7/18/2016,Unhosted,10/30/2016,305,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-004092STR,,7/29/2016,8/1/2016,Unhosted,10/30/2016,305,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-004092STR,,9/10/2016,9/11/2016,Unhosted,10/30/2016,305,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-004092STR,,9/17/2016,9/19/2016,Unhosted,10/30/2016,305,Airbnb,,7,July-September,2016,Airbnb.com,,
10/1/2016,2015-004092STR,,10/21/2016,10/23/2016,Unhosted,1/30/2017,305,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2015-004092STR,,12/29/2016,12/31/2016,Unhosted,1/30/2017,305,Airbnb,,10,October-December,2016,Airbnb.com,,
4/1/2017,2015-004092STR,,4/22/2017,4/23/2017,Unhosted,7/31/2017,305,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-004092STR,,5/27/2017,5/29/2017,Unhosted,7/31/2017,305,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-004092STR,,6/8/2017,6/11/2017,Unhosted,7/31/2017,305,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-004092STR,,6/22/2017,6/26/2017,Unhosted,7/31/2017,305,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-004092STR,,6/27/2017,6/30/2017,Unhosted,7/31/2017,305,Airbnb,,4,April-June,2017,Airbnb.com,,
7/1/2017,2015-004092STR,,8/4/2017,8/6/2017,Unhosted,10/31/2017,305,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2015-004092STR,,8/24/2017,8/26/2017,Unhosted,10/31/2017,305,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2015-004092STR,,9/16/2017,9/17/2017,Unhosted,10/31/2017,305,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2015-004092STR,,9/23/2017,9/24/2017,Unhosted,10/31/2017,305,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2015-004092STR,,10/13/2017,10/16/2017,Unhosted,1/29/2018,305,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2015-004092STR,,10/28/2017,10/29/2017,Unhosted,1/29/2018,305,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2015-004092STR,,11/22/2017,11/25/2017,Unhosted,1/29/2018,305,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2015-004092STR,,11/29/2017,12/3/2017,Unhosted,1/29/2018,305,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2015-004092STR,,12/27/2017,12/31/2017,Unhosted,1/29/2018,305,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2018,2015-004092STR,,3/24/2018,3/25/2018,Unhosted,4/30/2018,305,Airbnb,,1,January-March,2018,Airbnb.com,,
10/1/2018,2015-004092STR,,10/11/2018,10/20/2018,Unhosted,1/29/2019,305,Airbnb,,10,October-December,2018,Airbnb.com,,
10/1/2018,2015-004092STR,,10/22/2018,10/25/2018,Unhosted,1/29/2019,305,Airbnb,,10,October-December,2018,Airbnb.com,,
10/1/2018,2015-004092STR,,10/25/2018,10/27/2018,Unhosted,1/29/2019,305,Airbnb,,10,October-December,2018,Airbnb.com,,
7/1/2019,2015-004092STR,,7/12/2019,7/15/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,7/17/2019,7/20/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,7/21/2019,7/26/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,7/26/2019,7/28/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,7/29/2019,7/31/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,8/2/2019,8/5/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,8/6/2019,8/8/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,8/8/2019,8/16/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,8/16/2019,8/18/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2015-004092STR,,8/18/2019,8/22/2019,Unhosted,10/30/2019,305,Airbnb,,7,July-September,2019,Airbnb.com,,
10/1/2016,2016-014064STR,12/11/2020,12/26/2016,12/28/2016,Unhosted,1/31/2017,1886,Airbnb,,10,October-December,2016,Airbnb.com,,
1/1/2017,2016-014064STR,12/11/2020,3/7/2017,3/14/2017,Unhosted,4/30/2017,1886,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-014064STR,12/11/2020,1/1/2017,1/2/2017,Unhosted,4/30/2017,1886,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-014064STR,12/11/2020,1/28/2017,1/31/2017,Unhosted,4/30/2017,1886,Airbnb,,1,January-March,2017,Airbnb.com,,
7/1/2017,2016-014064STR,12/11/2020,7/6/2017,7/13/2017,Unhosted,10/10/2017,1886,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-014064STR,12/11/2020,7/15/2017,7/21/2017,Unhosted,10/10/2017,1886,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-014064STR,12/11/2020,7/22/2017,7/25/2017,Unhosted,10/10/2017,1886,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-014064STR,12/11/2020,7/13/2017,7/20/2017,Unhosted,10/10/2017,1886,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2016-014064STR,12/11/2020,12/27/2017,12/31/2017,Unhosted,1/21/2018,1886,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2018,2016-014064STR,12/11/2020,2/9/2018,2/11/2018,Unhosted,4/30/2018,1886,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-014064STR,12/11/2020,3/11/2018,3/18/2018,Unhosted,4/30/2018,1886,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-014064STR,12/11/2020,3/24/2018,3/31/2018,Unhosted,4/30/2018,1886,Airbnb,,1,January-March,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,4/20/2018,4/23/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,5/10/2018,5/13/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,5/20/2018,6/4/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,6/6/2018,6/13/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,6/14/2018,6/19/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,6/19/2018,6/24/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,6/25/2018,6/30/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-014064STR,12/11/2020,4/1/2018,4/5/2018,Unhosted,7/31/2018,1886,Airbnb,,4,April-June,2018,Airbnb.com,,
1/1/2019,2016-014064STR,12/11/2020,2/22/2019,2/26/2019,Unhosted,3/30/2019,1886,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2016-014064STR,12/11/2020,7/4/2019,7/7/2019,Unhosted,10/30/2019,1886,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2016-014064STR,12/11/2020,8/31/2019,9/2/2019,Unhosted,10/30/2019,1886,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2016-014064STR,12/11/2020,8/14/2019,8/17/2019,Unhosted,10/30/2019,1886,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2017,2017-007245STR,,7/1/2017,7/3/2017,Unhosted,10/29/2017,2227,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007245STR,,7/3/2017,7/7/2017,Unhosted,10/29/2017,2227,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007245STR,,7/7/2017,7/12/2017,Unhosted,10/29/2017,2227,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007245STR,,7/12/2017,7/15/2017,Unhosted,10/29/2017,2227,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007245STR,,8/11/2017,8/14/2017,Unhosted,10/29/2017,2227,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2017-007245STR,,11/23/2017,11/29/2017,Unhosted,1/30/2018,2227,Airbnb,,10,October-December,2017,Airbnb.com,,
7/1/2019,2017-007245STR,,8/19/2019,8/21/2019,Unhosted,10/30/2019,2227,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-007245STR,,8/21/2019,8/24/2019,Unhosted,10/30/2019,2227,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-007245STR,,8/30/2019,9/2/2019,Unhosted,10/30/2019,2227,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
4/1/2017,2017-006145STR,,6/24/2017,7/1/2017,Unhosted,7/28/2017,2180,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2018,2017-006145STR,,5/11/2018,5/22/2018,Unhosted,7/19/2018,2180,Airbnb,,4,April-June,2018,Airbnb.com,,
7/1/2017,2017-010441STR,,9/17/2017,9/30/2017,Unhosted,10/15/2017,2325,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2017-010441STR,,10/1/2017,10/21/2017,Unhosted,1/5/2018,2325,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-010441STR,,11/3/2017,11/12/2017,Unhosted,1/5/2018,2325,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-010441STR,,11/14/2017,11/22/2017,Unhosted,1/5/2018,2325,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2018,2017-010441STR,,1/31/2018,2/2/2018,Unhosted,4/4/2018,2325,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2017-010441STR,,2/16/2018,2/19/2018,Unhosted,4/4/2018,2325,Airbnb,,1,January-March,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,4/8/2018,4/10/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,5/24/2018,5/27/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,6/14/2018,6/17/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,6/17/2018,6/22/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,6/22/2018,6/23/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,6/23/2018,6/24/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2017-010441STR,,6/26/2018,6/30/2018,Unhosted,7/5/2018,2325,Airbnb,,4,April-June,2018,Airbnb.com,,
7/1/2018,2017-010441STR,,7/2/2018,7/4/2018,Unhosted,10/8/2018,2325,Airbnb,,7,July-September,2018,Airbnb.com,,
7/1/2018,2017-010441STR,,7/14/2018,7/25/2018,Unhosted,10/8/2018,2325,Airbnb,,7,July-September,2018,Airbnb.com,,
7/1/2018,2017-010441STR,,8/3/2018,8/24/2018,Unhosted,10/8/2018,2325,Airbnb,,7,July-September,2018,Airbnb.com,,
7/1/2018,2017-010441STR,,9/17/2018,9/26/2018,Unhosted,10/8/2018,2325,Airbnb,,7,July-September,2018,Airbnb.com,,
1/1/2019,2017-010441STR,,1/9/2019,1/11/2019,Unhosted,4/24/2019,2325,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2017-010441STR,,1/13/2019,1/14/2019,Unhosted,4/24/2019,2325,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2017-010441STR,,3/6/2019,3/7/2019,Unhosted,4/24/2019,2325,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2017-010441STR,,3/14/2019,3/22/2019,Unhosted,4/24/2019,2325,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2017-010441STR,,3/23/2019,3/30/2019,Unhosted,4/24/2019,2325,Airbnb,,1,January-March,2019,Airbnb.com,,
4/1/2019,2017-010441STR,,5/9/2019,5/11/2019,Unhosted,7/26/2019,2325,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
7/1/2017,2017-006128STR,,7/21/2017,7/29/2017,Unhosted,10/12/2017,2165,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-006128STR,,8/7/2017,8/11/2017,Unhosted,10/12/2017,2165,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-006128STR,,9/17/2017,9/21/2017,Unhosted,10/12/2017,2165,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2017-006128STR,,10/3/2017,10/7/2017,Unhosted,1/31/2018,2165,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-006128STR,,11/5/2017,11/10/2017,Unhosted,1/31/2018,2165,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2016,2016-008454STR,,10/6/2016,10/9/2016,Unhosted,1/4/2017,1782,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-008454STR,,10/21/2016,10/24/2016,Unhosted,1/4/2017,1782,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-008454STR,,11/3/2016,11/6/2016,Unhosted,1/4/2017,1782,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-008454STR,,11/17/2016,11/19/2016,Unhosted,1/4/2017,1782,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-008454STR,,12/1/2016,12/4/2016,Unhosted,1/4/2017,1782,Airbnb,,10,October-December,2016,Airbnb.com,,
1/1/2017,2016-008454STR,,2/24/2017,2/26/2017,Unhosted,4/5/2017,1782,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-008454STR,,3/3/2017,3/5/2017,Unhosted,4/5/2017,1782,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-008454STR,,3/23/2017,3/26/2017,Unhosted,4/5/2017,1782,Airbnb,,1,January-March,2017,Airbnb.com,,
4/1/2017,2016-008454STR,,5/5/2017,5/8/2017,Unhosted,7/11/2017,1782,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-008454STR,,5/19/2017,5/22/2017,Unhosted,7/11/2017,1782,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-008454STR,,6/13/2017,6/16/2017,Unhosted,7/11/2017,1782,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-008454STR,,6/17/2017,6/23/2017,Unhosted,7/11/2017,1782,Airbnb,,4,April-June,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/2/2017,7/6/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/6/2017,7/10/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/10/2017,7/13/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/16/2017,7/21/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/23/2017,7/26/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,7/30/2017,8/2/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,8/3/2017,8/6/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,8/7/2017,8/10/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,8/10/2017,8/14/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,8/15/2017,8/17/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,8/25/2017,8/28/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-008454STR,,9/8/2017,9/11/2017,Unhosted,10/17/2017,1782,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2016-008454STR,,10/6/2017,10/9/2017,Unhosted,1/30/2018,1782,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2016-008454STR,,10/19/2017,10/23/2017,Unhosted,1/30/2018,1782,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2016-008454STR,,11/3/2017,11/6/2017,Unhosted,1/30/2018,1782,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2016-008454STR,,12/29/2017,12/31/2017,Unhosted,1/30/2018,1782,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2018,2016-008454STR,,1/11/2018,1/14/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-008454STR,,1/25/2018,1/28/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-008454STR,,3/15/2018,3/18/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-008454STR,,3/18/2018,3/21/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-008454STR,,3/22/2018,3/24/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
1/1/2018,2016-008454STR,,3/27/2018,3/30/2018,Unhosted,4/16/2018,1782,Airbnb,,1,January-March,2018,Airbnb.com,,
4/1/2018,2016-008454STR,,4/26/2018,4/29/2018,Unhosted,7/31/2018,1782,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-008454STR,,5/18/2018,5/21/2018,Unhosted,7/31/2018,1782,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-008454STR,,6/7/2018,6/10/2018,Unhosted,7/31/2018,1782,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-008454STR,,6/19/2018,6/25/2018,Unhosted,7/31/2018,1782,Airbnb,,4,April-June,2018,Airbnb.com,,
10/1/2018,2016-008454STR,,10/5/2018,10/8/2018,Unhosted,1/30/2019,1782,"None, Airbnb",,10,October-December,2018,,"None, Airbnb","None, Airbnb"
10/1/2018,2016-008454STR,,10/18/2018,10/22/2018,Unhosted,1/30/2019,1782,"None, Airbnb",,10,October-December,2018,,"None, Airbnb","None, Airbnb"
7/1/2017,2017-009172STR,,7/16/2017,7/17/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-009172STR,,8/1/2017,8/2/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-009172STR,,8/28/2017,8/29/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-009172STR,,9/14/2017,9/15/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-009172STR,,9/19/2017,9/20/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-009172STR,,9/24/2017,9/25/2017,Unhosted,10/1/2017,2262,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,10/10/2017,10/12/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,10/15/2017,10/18/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,10/23/2017,11/17/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,11/21/2017,12/2/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,12/11/2017,12/15/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,12/18/2017,12/21/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2017,2017-009172STR,,12/25/2017,12/26/2017,Unhosted,1/30/2018,2262,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2019,2017-009172STR,,1/1/2019,1/5/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,1/11/2019,1/13/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,1/19/2019,1/20/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,2/8/2019,2/9/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,2/18/2019,2/20/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,3/10/2019,3/15/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
1/1/2019,2017-009172STR,,3/26/2019,3/27/2019,Unhosted,4/10/2019,2262,"None, Airbnb",,1,January-March,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2018-004912STR,,8/7/2019,8/14/2019,Unhosted,10/31/2019,3047,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2018-004912STR,,7/1/2019,7/31/2019,Unhosted,10/31/2019,3047,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2017,2017-007570STR,,8/11/2017,8/13/2017,Unhosted,10/2/2017,2211,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007570STR,,8/25/2017,8/28/2017,Unhosted,10/2/2017,2211,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-007570STR,,9/1/2017,9/4/2017,Unhosted,10/2/2017,2211,Airbnb,,7,July-September,2017,Airbnb.com,,
1/1/2017,2015-015565STR,,1/1/2017,1/3/2017,Unhosted,4/29/2017,851,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-015565STR,,2/3/2017,2/6/2017,Unhosted,4/29/2017,851,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-015565STR,,3/31/2017,4/1/2017,Unhosted,4/29/2017,851,Airbnb,,1,January-March,2017,Airbnb.com,,
10/1/2017,2015-015565STR,,10/3/2017,10/5/2017,Unhosted,1/10/2018,851,"Airbnb, Other",booking.com,10,October-December,2017,,"Airbnb, Other","Airbnb, Other, booking.com"
