RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1982.383V,10/15/1982,Approved,,Approved
1982.385V,10/15/1982,Approved,,Approved
1982.393C,10/21/1982,Disapproved,9542,Disapproved
1982.395C,5/19/1983,Approved,9698,Approved
1982.396V,10/15/1982,Disapproved,,Disapproved
1982.400C,9/23/1982,Approved,9516,Approved
1982.401C,11/18/1982,Approved,9556,Approved
1982.404V,10/28/1982,Approved,,Approved
1982.405V,11/30/1982,Disapproved,,Disapproved
1982.406V,9/8/1983,Disapproved,,Disapproved
1982.411C,6/9/1983,Disapproved,9715,Disapproved
1982.412V,12/16/1982,Approved,,Approved
1982.414V,10/15/1982,Approved,,Approved
1982.415C,10/7/1982,Approved,9529,Approved
1982.416V,12/6/1982,Approved,,Approved
1982.418V,9/19/1985,Approved,,Approved
1982.436V,11/12/1982,Approved,,Approved
1982.443V,10/28/1982,Approved,,Approved
1982.444C,11/4/1982,Approved,9548,Approved
1982.446V,10/28/1983,Approved,,Approved
1982.448V,10/28/1982,Approved,,Approved
1982.449C,11/18/1982,Approved,9559,Approved
1982.450C,12/9/1982,Approved,9577,Approved
1982.451V,1/31/1983,Disapproved,,Disapproved
1982.453V,11/1/1982,Disapproved,,Disapproved
1982.455C,11/4/1982,Approved,9549,Approved
1982.456V,10/28/1982,Approved,,Approved
1982.457V,11/15/1982,Approved,,Approved
1982.458V,11/12/1982,Approved,,Approved
1982.459V,11/23/1982,Approved,,Approved
1982.460V,11/30/1982,Approved,,Approved
1982.462V,11/22/1982,Disapproved,,Disapproved
1982.463C,6/28/1984,Approved,10050,Approved
1982.463D,6/28/1984,Approved,10049,Approved
1982.464V,11/12/1982,Approved,,Approved
1982.474V,12/2/1982,Approved,,Approved
1982.476V,3/7/1983,Disapproved,,Disapproved
1982.479C,1/6/1983,Approved,9587,Approved
1982.490C,2/3/1983,Approved,9623,Approved
1982.491C,12/2/1982,Approved,9572,Approved
1982.492C,11/4/1982,Approved,9550,Approved
1982.494C,5/19/1983,Approved,9700,Approved
1982.497V,1/18/1983,Approved,,Approved
1982.498V,12/16/1982,Approved,,Approved
1982.499C,3/10/1983,Approved,9367,Approved
1982.500C,12/2/1982,Approved,9573,Approved
1982.514V,1/6/1983,Disapproved,,Disapproved
1982.516C,12/2/1982,Approved,9570,Approved
1982.517C,1/14/1983,Withdawn,,Withdawn
1982.518C,4/5/1982,Disapproved,,Disapproved
1982.524V,12/2/1982,Approved,,Approved
1982.531C,1/20/1983,Approved,,Approved
1982.535C,3/24/1983,Approved,9653,Approved
1982.535C,3/8/1984,Withdawn,,Withdawn
1982.546C,12/2/1982,Approved,9569,Approved
1982.547C,4/21/1983,Approved,9666,Approved
1982.549C,1/13/1983,Approved,,Approved
1982.559V,3/18/1982,Approved,,Approved
1982.561V,1/14/1983,Approved,,Approved
1982.570C,1/20/1983,Approved,9609,Approved
1982.571V,2/3/1983,Approved,,Approved
1982.578C,6/30/1983,Approved,,Approved
1982.580V,1/18/1983,Disapproved,,Disapproved
1982.582V,3/10/1982,Approved,,Approved
1982.584C,4/21/1983,Approved,9559,Approved
1982.585V,1/25/1983,Approved,,Approved
1982.591C,1/12/1984,Approved,,Approved
1982.598V,5/6/1983,Approved,,Approved
1982.599V,2/28/1983,Approved,,Approved
1982.600V,1/18/1983,Disapproved,,Disapproved
1982.612V,6/10/1983,Disapproved,,Disapproved
1982.616C,2/3/1982,Approved,9616,Approved
1982.618V,5/15/1983,Approved,,Approved
1982.619V,3/10/1983,Approved,,Approved
1982.630C,2/3/1983,Approved,9618,Approved
1982.638V,5/27/1983,Disapproved,,Disapproved
1982.639V,3/4/1983,Disapproved,,Disapproved
1982.646V,3/18/1983,Approved,,Approved
1982.663C,2/3/1983,Approved,9617,Approved
1982.664V,3/4/1983,Approved,,Approved
1983.014V,5/12/1983,Disapproved,,Disapproved
1983.016V,6/10/1983,Approved,,Approved
1983.021C,5/17/1984,Approved,10014,Approved
1983.021V,5/17/1984,Approved,,Approved
1983.029V,4/15/1983,Approved,,Approved
1983.030V,9/14/1983,Disapproved,,Disapproved
1983.031C,11/10/1983,Approved,9864,Approved
1983.033V,6/17/1983,Approved,,Approved
1983.034V,3/21/1983,Approved,,Approved
1983.035V,4/12/1983,Approved,,Approved
1983.036C,2/28/1985,Disapproved,10249,Disapproved
1983.039V,5/4/1983,Approved,,Approved
1983.043V,5/27/1984,Disapproved,,Disapproved
1983.045V,4/18/1983,Approved,,Approved
1983.047V,4/25/1983,Disapproved,,Disapproved
1983.048V,4/25/1983,Approved,,Approved
1983.053C,7/7/1983,Approved,9740,Approved
1983.057V,6/10/1983,Approved,,Approved
1983.061V,5/4/1983,Approved,,Approved
1983.065V,4/27/1983,Approved,,Approved
1983.066V,4/15/1983,Approved,,Approved
1983.067V,5/4/1983,Approved,,Approved
1983.068V,5/4/1983,Disapproved,,Disapproved
1983.069V,5/18/1983,Approved,,Approved
1983.070C,7/7/1983,Disapproved,9745,Disapproved
1983.072C,5/5/1983,Approved,,Approved
1983.076V,5/17/1983,Approved,,Approved
1983.079C,4/7/1983,Approved,9657,Approved
1983.080C,6/9/1983,Approved,9716,Approved
1983.094V,7/12/1983,Approved,,Approved
1983.095C,5/12/1983,Approved,9693,Approved
1983.098C,6/4/1987,Approved,10773,Approved
1983.098C,8/7/1986,Approved,10774,Approved
1983.099C,5/19/1983,Approved,9697,Approved
1983.100C,5/5/1983,Approved,9684,Approved
1983.102V,4/25/1983,Disapproved,,Disapproved
1983.103V,2/28/1984,Disapproved,,Disapproved
1983.104V,6/14/1983,Approved,,Approved
1983.105C,5/12/1983,Approved,9688,Approved
1983.108V,6/17/1983,Disapproved,,Disapproved
1983.109V,6/8/1983,Approved,,Approved
1983.110V,4/18/1983,Approved,,Approved
1983.115C,7/28/1983,Approved,,Approved
1983.115C_2,9/15/1983,Approved,,Approved
1983.115C_3,4/5/1984,Approved,,Approved
1983.116C,5/5/1983,Approved,9686,Approved
1983.117C,5/19/1983,Approved,9699,Approved
1983.119V,11/21/1983,Approved,,Approved
1983.130C,6/2/1983,Approved,9709,Approved
1983.131C,7/28/1983,Approved,9774,Approved
1983.139V,8/16/1983,Approved,,Approved
1983.141V,7/27/1983,Approved,,Approved
1983.145V,8/22/1983,Approved,,Approved
1983.148C,6/27/1984,Approved,,Approved
1983.148D,6/28/1984,Approved,10048,Approved
1983.151C,6/2/1983,Approved,9710,Approved
1983.159V,6/30/1983,Disapproved,,Disapproved
1983.164V,6/30/1983,Disapproved,,Disapproved
1983.165V,6/27/1983,Disapproved,,Disapproved
1983.166V,6/30/1983,Approved,,Approved
1983.167V,9/10/1983,Approved,,Approved
1983.168C,5/10/1984,Approved,10002,Approved
1983.171V,9/16/1983,Disapproved,,Disapproved
1983.173V,8/18/1983,Approved,,Approved
1983.174V,11/9/1983,Approved,,Approved
1983.175V,10/5/1983,Disapproved,,Disapproved
1983.176V,10/12/1983,Disapproved,,Disapproved
1983.177V,7/30/1984,Approved,,Approved
1983.178C,6/23/1983,Approved,9725,Approved
1983.179V,8/4/1983,Disapproved,,Disapproved
1983.187C,8/11/1983,Approved,,Approved
1983.193C,5/22/1986,Approved,10698,Approved
1983.198C,7/7/1983,Approved,9746,Approved
1983.202V,8/22/1983,Approved,,Approved
1983.208C,7/21/1983,Approved,9757,Approved
1983.209V,5/1/1985,Approved,,Approved
1983.212C,3/15/1984,Approved,9968,Approved
1983.212V,4/12/1984,Approved,,Approved
1983.213C,5/23/1985,Approved,10316,Approved
1983.213C,5/23/1985,Approved,10317,Approved
1983.213V,5/23/1985,Approved,10316,Approved
1983.214V,8/18/1983,Approved,,Approved
1983.217C,7/7/1983,Approved,9747,Approved
1983.218V,9/29/1983,Approved,,Approved
1983.219V,5/16/1984,Disapproved,,Disapproved
1983.221V,2/23/1983,Approved,,Approved
1983.222C,5/16/1983,Approved,10314,Approved
1983.225V,4/13/1984,Approved,,Approved
1983.229C,8/20/1983,Approved,9845,Approved
1983.230V,2/16/1984,Approved,,Approved
1983.234V,10/19/1983,Disapproved,,Disapproved
1983.238V,8/18/1983,Approved,,Approved
1983.239C,7/7/1983,Approved,9748,Approved
1983.241C,7/7/1983,Approved,9743,Approved
1983.242V,11/2/1983,Approved,,Approved
1983.243C,8/4/1983,Approved,9779,Approved
1983.249C,8/18/1983,Approved,9794,Approved
1983.255V,8/18/1983,Approved,,Approved
1983.256V,10/3/1983,Approved,,Approved
1983.257C,8/4/1983,Approved,9780,Approved
1983.259C,8/11/1983,Disapproved,9784,Disapproved
1983.262C,8/4/1983,Approved,9781,Approved
1983.264C,8/18/1983,Approved,9795,Approved
1983.266V,2/29/1984,Disapproved,,Disapproved
1983.272V,3/5/1984,Disapproved,,Disapproved
1983.273V,9/29/1983,Approved,,Approved
1983.276C,5/3/1984,Disapproved,9999,Disapproved
1983.280C,1/5/1983,Disapproved,9904,Disapproved
1983.281V,4/5/1984,Approved,,Approved
1983.283C,8/18/1983,Approved,9793,Approved
1983.284V,8/16/1983,Approved,,Approved
1983.288V,9/8/1983,Approved,,Approved
1983.289C,9/22/1983,Approved,,Approved
1983.290V,9/14/1983,Disapproved,,Disapproved
1983.298V,10/24/1983,Approved,,Approved
1983.300V,4/11/1984,Approved,,Approved
1983.301C,9/1/1983,Approved,9802,Approved
1983.301V,10/19/1983,Approved,,Approved
1983.309C,9/1/1983,Approved,9803,Approved
1983.311X,5/22/1986,Disapproved,10697,Disapproved
1983.314C,11/1/1984,Approved,10139,Approved
1983.316V,9/8/1983,Approved,,Approved
1983.317V,10/24/1983,Approved,,Approved
1983.319C,10/6/1983,Approved,9826,Approved
1983.320V,10/12/1983,Approved,,Approved
1983.322V,4/25/1984,Disapproved,,Disapproved
1983.323V,12/2/1988,Approved,,Approved
1983.323V_2,10/19/1983,Approved,,Approved
1983.327B,7/9/1987,Approved,11089,Approved
1983.327C,7/8/1987,Approved,11069,Approved
1983.333V,12/21/1984,Approved,,Approved
1983.340V,10/26/1983,Disapproved,,Disapproved
1983.352C,5/16/1985,Approved,,Approved
1983.361C,9/1/1983,Approved,9804,Approved
1983.364V,10/26/1983,Disapproved,,Disapproved
1983.365V,10/26/1983,Approved,,Approved
1983.366V,10/12/1983,Approved,,Approved
1983.367V,4/5/1984,Approved,,Approved
1983.368C,1/19/1984,Approved,9924,Approved
1983.368V,4/26/1985,Approved,,Approved
1983.369V,12/9/1983,Approved,,Approved
1983.377V,4/20/1984,Disapproved,,Disapproved
1983.379C,12/1/1983,Approved,9887,Approved
1983.382C,10/6/1983,Approved,9827,Approved
1983.383C,12/8/1983,Approved,9894,Approved
1983.386V,4/18/1984,Approved,,Approved
1983.411C,1/19/1984,Approved,9828,Approved
1983.412C,5/9/1985,Approved,10306,Approved
1983.412C,5/9/1985,Approved,10307,Approved
1983.423V,11/4/1983,Approved,,Approved
1983.424C,10/6/1983,Approved,9828,Approved
1983.426C,1/12/1984,Disapproved,9919,Disapproved
1983.427V,11/4/1983,Disapproved,,Disapproved
1983.428V,11/9/1983,Approved,,Approved
1983.440V,11/9/1983,Approved,,Approved
1983.441V,11/18/1983,Approved,,Approved
1983.442V,12/19/1983,Approved,,Approved
1983.444C,11/3/1983,Approved,9859,Approved
1983.445V,11/9/1983,Approved,,Approved
1983.446V,12/9/1983,Approved,,Approved
1983.447V,7/21/1986,Approved,,Approved
1983.449V,1/24/1984,Approved,,Approved
1983.452V,1/30/1984,Approved,,Approved
1983.453C,10/6/1983,Approved,9825,Approved
1983.456C,11/3/1983,Approved,9858,Approved
1983.457C,11/3/1983,Approved,9860,Approved
1983.458C,11/3/1983,Approved,9857,Approved
1983.459V,4/13/1984,Approved,,Approved
1983.462A,4/18/1990,Approved,,Approved
1983.462C,9/13/1990,Approved,12022,Approved
1983.462C_2,9/13/1990,Approved,12022,Approved
1983.462C_3,9/13/1990,Approved,12022,Approved
1983.462C_4,12/14/1989,Approved,11829,Approved
1983.463V,3/5/1984,Disapproved,,Disapproved
1983.464C,4/2/1987,Disapproved,10975,Disapproved
1983.464V,1/25/1983,Disapproved,,Disapproved
1983.465C,12/1/1983,Approved,9888,Approved
1983.469C,8/22/1985,Approved,10407,Approved
1983.470V,1/26/1983,Approved,,Approved
1983.471C,1/12/1984,Disapproved,9912,Disapproved
1983.472V,2/14/1984,Approved,,Approved
1983.476V,4/6/1984,Approved,,Approved
1983.477C,11/17/1983,Approved,9872,Approved
1983.478C,11/17/1983,Approved,,Approved
1983.479C,11/3/1983,Approved,9856,Approved
1983.483C,11/3/1983,Approved,9861,Approved
1983.485C,12/1/1983,Approved,9885,Approved
1983.487V,1/25/1984,Approved,,Approved
1983.494C,12/1/1983,Approved,9889,Approved
1983.496V,1/25/1984,Approved,,Approved
1983.497V,4/17/1984,Disapproved,,Disapproved
1983.498V,4/13/1984,Approved,,Approved
1983.500C,11/17/1983,Approved,9874,Approved
1983.501V,1/25/1984,Approved,,Approved
1983.504C,1/5/1984,Approved,9905,Approved
1983.507V,3/12/1984,Approved,,Approved
1983.508V,11/21/1983,Approved,,Approved
1983.509V,5/1/1984,Approved,,Approved
1983.515V,12/15/1983,Approved,,Approved
1983.524V,2/23/1984,Approved,,Approved
1983.526V,1/27/1984,Approved,,Approved
1983.527V,1/27/1984,Approved,,Approved
1983.529V,7/2/1984,Approved,,Approved
1983.531V,3/21/1984,Approved,,Approved
1983.536C,10/4/1984,Approved,10114,Approved
1983.538V,3/8/1985,Approved,,Approved
1983.540V,3/2/1984,Approved,,Approved
1983.545V,6/4/1984,Approved,,Approved
1983.546V,5/25/1984,Approved,,Approved
1983.549C,2/2/1984,Approved,9937,Approved
1983.550C,12/1/1983,Approved,9886,Approved
1983.557C,1/5/1984,Approved,9900,Approved
1983.564C,4/12/1983,Approved,9988,Approved
1983.565V,3/20/1984,Disapproved,,Disapproved
1983.566C,2/2/1984,Approved,9936,Approved
1983.566V,5/4/1984,Approved,,Approved
1983.567V,5/16/1984,Disapproved,,Disapproved
1983.570V,2/28/1984,Approved,,Approved
1983.573V,5/30/1984,Approved,,Approved
1983.576V,11/16/1984,Approved,,Approved
1983.579V,5/30/1984,Approved,,Approved
1983.583V,3/20/1984,Approved,,Approved
1983.586V,3/16/1984,Approved,,Approved
1983.587V,1/27/1984,Approved,,Approved
1983.589V,4/5/1984,Approved,,Approved
1983.594V,10/2/1984,Disapproved,,Disapproved
1983.595V,5/29/1984,Disapproved,,Disapproved
1983.605V,4/9/1984,Approved,,Approved
1983.606V,5/25/1984,Disapproved,,Disapproved
1983.607V,4/5/1984,Disapproved,,Disapproved
1983.609C,1/5/1984,Approved,9901,Approved
1983.616V,4/25/1984,Approved,,Approved
1983.618V,1/22/1986,Approved,,Approved
1983.619V,2/29/1984,Approved,,Approved
1983.622V,5/7/1984,Disapproved,,Disapproved
1983.628V,6/5/1984,Approved,,Approved
1983.630V,5/30/1984,Approved,,Approved
1983.631V,5/16/1984,Approved,,Approved
1983.633V,5/8/1984,Approved,,Approved
1983.635V,1/17/1985,Approved,,Approved
1983.640V,5/6/1985,Approved,,Approved
1983.641V,7/3/1984,Approved,,Approved
1983.644V,6/7/1984,Disapproved,,Disapproved
1984.005V,6/12/1984,Approved,,Approved
1984.006V,11/26/1984,Approved,,Approved
1984.008C,2/2/1984,Approved,9935,Approved
1984.009V,6/7/1984,Disapproved,,Disapproved
1984.013V,6/12/1984,Approved,,Approved
1984.014C,3/1/1984,Approved,9957,Approved
1984.018C,3/1/1984,Disapproved,9956,Disapproved
1984.020V,4/6/1984,Approved,,Approved
1984.021V,6/12/1984,Approved,,Approved
1984.025V,3/25/1985,Approved,,Approved
1984.031V,6/12/1984,Disapproved,,Disapproved
1984.038C,3/29/1984,Approved,9976,Approved
1984.038C,4/5/1984,Approved,,Approved
1984.041A,11/14/1985,Approved,10500,Approved
1984.041C,4/12/1990,Approved,11911,Approved
1984.041C_2,11/14/1985,Approved,10501,Approved
1984.048V,6/12/1984,Approved,,Approved
1984.050V,9/4/1984,Disapproved,,Disapproved
1984.053V,6/14/1984,Approved,,Approved
1984.058V,5/8/1984,Approved,,Approved
1984.059C,6/14/1984,Approved,,Approved
1984.060C,6/14/1984,Approved,,Approved
1984.061V,6/14/1984,Approved,,Approved
1984.063C,7/26/1984,Approved,10066,Approved
1984.064V,10/3/1985,Disapproved,,Disapproved
1984.066V,8/1/1984,Disapproved,,Disapproved
1984.070C,3/15/1984,Approved,9966,Approved
1984.076V,9/3/1986,Disapproved,,Disapproved
1984.078C,4/19/1984,Approved,9990,Approved
1984.093V,6/14/1984,Approved,,Approved
1984.094C,5/10/1984,Approved,10004,Approved
1984.096V,7/12/1984,Approved,,Approved
1984.097C,7/12/1984,Disapproved,10052,Disapproved
1984.098C,4/5/1984,Cancelled,,Cancelled
1984.106V,5/14/1984,Approved,,Approved
1984.107C,5/10/1984,Approved,10005,Approved
1984.108V,5/1/1985,Approved,,Approved
1984.109V,4/8/1986,Approved,,Approved
1984.111C,5/10/1984,Approved,10003,Approved
1984.112C,8/2/1984,Approved,10077,Approved
1984.113V,6/14/1984,Approved,,Approved
1984.122V,8/7/1984,Disapproved,,Disapproved
1984.123C,5/17/1984,Approved,10010,Approved
1984.126C,5/17/1984,Approved,10011,Approved
1984.135V,10/29/1984,Approved,,Approved
1984.142C,5/31/1984,Approved,10025,Approved
1984.143V,7/3/1984,Approved,,Approved
1984.146C,6/28/1984,Approved,10043,Approved
1984.152V,10/16/1984,Disapproved,,Disapproved
1984.157V,9/24/1984,Approved,,Approved
1984.160C,5/24/1984,Disapproved,10020,Disapproved
1984.162V,2/5/1985,Approved,,Approved
1984.172V,7/10/1984,Approved,,Approved
1984.173V,7/10/1984,Approved,,Approved
1984.177V,7/30/1984,Approved,,Approved
1984.178C,6/7/1984,Approved,10027,Approved
1984.184V,7/24/1984,Disapproved,,Disapproved
1984.185V,7/12/1984,Disapproved,,Disapproved
1984.186V,12/24/1984,Approved,,Approved
1984.187V,7/18/1984,Approved,,Approved
1984.188V,11/6/1984,Approved,,Approved
1984.189C,7/12/1984,Approved,10060,Approved
1984.191V,1/28/1985,Approved,,Approved
1984.193C,6/21/1984,Approved,10036,Approved
1984.194V,8/8/1984,Disapproved,,Disapproved
1984.195V,7/3/1984,Approved,,Approved
1984.199B,6/15/1989,Approved,11683,Approved
1984.199B_3,6/15/1989,Approved,11683,Approved
1984.199X,4/11/1986,Withdawn,,Withdawn
1984.199X_2,6/15/1989,Approved,11682,Approved
1984.203C,6/7/1984,Approved,10029,Approved
1984.206V,8/14/1984,Approved,,Approved
1984.209C,3/21/1985,Approved,01265,Approved
1984.209C,3/21/1985,Approved,10265,Approved
1984.211V,9/20/1984,Approved,,Approved
1984.213V,2/19/1985,Disapproved,,Disapproved
1984.214V,8/14/1984,Approved,,Approved
1984.222C,9/13/1984,Disapproved,10099,Disapproved
1984.225C,7/12/1984,Approved,10053,Approved
1984.227V,10/22/1984,Disapproved,,Disapproved
1984.230C,5/30/1985,Approved,10326,Approved
1984.231C,7/12/1984,Approved,10057,Approved
1984.232C,7/12/1984,Disapproved,10054,Disapproved
1984.237C,8/2/1984,Approved,,Approved
1984.241V,9/13/1984,Approved,,Approved
1984.243V,10/5/1984,Disapproved,,Disapproved
1984.244C,7/12/1984,Approved,10055,Approved
1984.251C,7/12/1984,Disapproved,10061,Disapproved
1984.252C,8/2/1984,Approved,10073,Approved
1984.256V,1/7/1985,Approved,,Approved
1984.259C,7/12/1984,Approved,10059,Approved
1984.261V,3/8/1984,Approved,,Approved
1984.263C,7/19/1984,Approved,10063,Approved
1984.264V,12/3/1984,Approved,,Approved
1984.265C,9/14/1984,Approved,,Approved
1984.266V,9/24/1984,Approved,,Approved
1984.267V,11/5/1984,Approved,,Approved
1984.269C,7/12/1984,Approved,10058,Approved
1984.270V,12/3/1984,Approved,,Approved
1984.276V,11/6/1984,Approved,,Approved
1984.277V,10/16/1984,Disapproved,,Disapproved
1984.282V,7/3/1984,Approved,,Approved
1984.283V,11/9/1984,Disapproved,,Disapproved
1984.286C,5/7/1987,Approved,11010,Approved
1984.290V,5/13/1985,Approved,,Approved
1984.291C,8/30/1984,Approved,10673,Approved
1984.291C,8/30/1984,Approved,10096,Approved
1984.292C,5/1/1986,Approved,10673,Approved
1984.294V,2/1/1985,Approved,,Approved
1984.295V,1/5/1985,Approved,,Approved
1984.296V,1/5/1985,Approved,,Approved
1984.297V,1/5/1985,Approved,,Approved
1984.298V,11/21/1984,Approved,,Approved
1984.299C,5/4/1989,Approved,11645,Approved
1984.299C_2,5/5/1988,Approved,11348,Approved
1984.299C_3,5/4/1989,Approved,11645,Approved
1984.302C,8/9/1984,Approved,10087,Approved
1984.303C,7/12/1984,Approved,10062,Approved
1984.304C,2/28/1985,Approved,10248,Approved
1984.306C,8/2/1984,Approved,10075,Approved
1984.307C,8/23/1984,Approved,10090,Approved
1984.307C,8/23/1984,Approved,10092,Approved
1984.308C,5/15/1986,Approved,10702,Approved
1984.312V,3/12/1985,Approved,,Approved
1984.313V,1/7/1985,Approved,,Approved
1984.315C,8/2/1984,Approved,10074,Approved
1984.317V,10/5/1984,Approved,,Approved
1984.324V,12/3/1984,Approved,,Approved
1984.326V,11/16/1984,Disapproved,,Disapproved
1984.332C,8/23/1984,Approved,10093,Approved
1984.337V,11/6/1984,Disapproved,,Disapproved
1984.343V,10/29/1984,Approved,,Approved
1984.344V,10/24/1984,Approved,,Approved
1984.351C,2/6/1986,Approved,10587,Approved
1984.353V,11/21/1984,Approved,,Approved
1984.354V,11/21/1984,Approved,,Approved
1984.356V,12/17/1984,Approved,,Approved
1984.359C,9/1/1988,Approved,11452,Approved
1984.359V,9/1/1988,Approved,,Approved
1984.359V,9/1/1988,Approved,11452,Approved
1984.359V_2,9/30/1985,Approved,,Approved
1984.361V,12/21/1984,Approved,,Approved
1984.367C,8/30/1984,Disapproved,10094,Disapproved
1984.373C,9/20/1984,Approved,10221,Approved
1984.376V,12/21/1984,Approved,,Approved
1984.377V,1/5/1985,Approved,,Approved
1984.378V,12/17/1984,Approved,,Approved
1984.380C,2/7/1985,Approved,10221,Approved
1984.381C,2/7/1985,Approved,10222,Approved
1984.384C,10/4/1984,Approved,10111,Approved
1984.384V,8/16/1983,Approved,,Approved
1984.386C,4/4/1985,Approved,10279,Approved
1984.386C,4/4/1985,Approved,10280,Approved
1984.388V,12/6/1984,Approved,,Approved
1984.389V,2/25/1985,Approved,,Approved
1984.390C,10/4/1984,Approved,10116,Approved
1984.391A,9/1/1988,Approved,11449,Approved
1984.391C,9/1/1988,Approved,11450,Approved
1984.391V,9/14/1988,Approved,,Approved
1984.391X,9/1/1988,Approved,11450,Approved
1984.392C,10/4/1984,Approved,10117,Approved
1984.397C,4/20/1989,Approved,11635,Approved
1984.398C,10/4/1984,Approved,10115,Approved
1984.404V,9/26/1985,Approved,,Approved
1984.406V,1/20/1989,Approved,,Approved
1984.406V_2,10/13/1985,Approved,,Approved
1984.407V,3/11/1985,Approved,,Approved
1984.408V,10/1/1985,Approved,,Approved
1984.415V,2/5/1985,Approved,,Approved
1984.419V,10/29/1984,Approved,,Approved
1984.421V,3/4/1985,Approved,,Approved
1984.432B,7/9/1987,Approved,11075,Approved
1984.432X,7/8/1987,Approved,11071,Approved
1984.434C,11/15/1984,Cancelled,,Cancelled
1984.436V,1/7/1985,Approved,,Approved
1984.441V,3/8/1985,Disapproved,,Disapproved
1984.442V,2/5/1985,Approved,,Approved
1984.447V,3/8/1985,Approved,,Approved
1984.451V,3/11/1984,Approved,,Approved
1984.456C,11/15/1984,Approved,10150,Approved
1984.460V,1/5/1985,Approved,,Approved
1984.461C,11/15/1984,Approved,10151,Approved
1984.462V,2/7/1985,Approved,,Approved
1984.464V,2/11/1985,Approved,,Approved
1984.465V,1/29/1985,Disapproved,,Disapproved
1984.470C,5/2/1985,Approved,10297,Approved
1984.470V,6/17/1985,Approved,,Approved
1984.471V,2/5/1985,Disapproved,,Disapproved
1984.475V,2/13/1985,Approved,,Approved
1984.478V,3/19/1985,Disapproved,,Disapproved
1984.483V,3/22/1985,Approved,,Approved
1984.484C,12/6/1984,Approved,10175,Approved
1984.484V,2/11/1985,Approved,,Approved
1984.486V,11/6/1984,Approved,,Approved
1984.492C,12/6/1984,Approved,10174,Approved
1984.494C,5/16/1985,Approved,,Approved
1984.495V,9/4/1985,Disapproved,,Disapproved
1984.502V,2/5/1985,Approved,,Approved
1984.505V,5/13/1985,Disapproved,,Disapproved
1984.507V,3/12/1985,Disapproved,,Disapproved
1984.517V,9/19/1985,Approved,,Approved
1984.524V,3/7/1985,Approved,,Approved
1984.526V,2/6/1985,Approved,,Approved
1984.530C,5/15/1986,Disapproved,10685,Disapproved
1984.532C,3/7/1985,Approved,10259,Approved
1984.532V,5/20/1986,Approved,,Approved
1984.538V,9/11/1985,Approved,,Approved
1984.540C,1/23/1986,Approved,10562,Approved
1984.542C,2/7/1985,Approved,10225,Approved
1984.543C,12/6/1984,Approved,10177,Approved
1984.552V,9/5/1984,Approved,,Approved
1984.555V,12/24/1984,Approved,,Approved
1984.559C,4/18/1985,Approved,10284,Approved
1984.559C_2,10/20/1988,Approved,11491,Approved
1984.566V,4/3/1985,Approved,,Approved
1984.568V,7/23/1985,Approved,,Approved
1984.570C,3/7/1985,Disapproved,10260,Disapproved
1984.573V,3/6/1985,Approved,,Approved
1984.574V,5/14/1985,Approved,,Approved
1984.576V,5/8/1985,Disapproved,,Disapproved
1984.577V,5/7/1985,Approved,,Approved
1984.578V,10/11/1985,Disapproved,,Disapproved
1984.579V,5/31/1985,Disapproved,,Disapproved
1984.580V,4/25/1985,Approved,,Approved
1984.581C,1/10/1985,Approved,10199,Approved
1984.586C,12/19/1984,Withdawn,,Withdawn
1984.598V,5/16/1984,Approved,,Approved
1984.601V,2/11/1984,Approved,,Approved
1984.605V,7/1/1984,Disapproved,,Disapproved
1984.608V,7/18/1984,Approved,,Approved
1984.611C,9/12/1985,Disapproved,10427,Disapproved
1984.618V,8/8/1985,Approved,,Approved
1984.622C,3/20/1986,Approved,10640,Approved
1984.623C,2/7/1985,Approved,10223,Approved
1984.627C,3/7/1985,Approved,10258,Approved
1984.628V,3/22/1985,Approved,,Approved
1984.634V,5/3/1985,Disapproved,,Disapproved
1984.635C,2/28/1985,Approved,10246,Approved
1984.644V,7/19/1985,Approved,,Approved
1984.645V,6/11/1985,Approved,,Approved
1985.002C,2/7/1985,Approved,10226,Approved
1985.003V,5/21/1985,Approved,,Approved
1985.006C,3/7/1985,Disapproved,10264,Disapproved
1985.007V,5/16/1985,Approved,,Approved
1985.011C,4/18/1985,Approved,10286,Approved
1985.013V,8/7/1985,Disapproved,,Disapproved
1985.014V,6/21/1985,Disapproved,,Disapproved
1985.018C,6/6/1985,Approved,10330,Approved
1985.022C,6/6/1985,Approved,,Approved
1985.028C,4/4/1985,Approved,10285,Approved
1985.030V,3/8/1995,Approved,,Approved
1985.040V,5/30/1985,Approved,,Approved
1985.044C,6/6/1985,Approved,10346,Approved
1985.045C,8/15/1985,Approved,10401,Approved
1985.046V,9/16/1985,Approved,,Approved
1985.049C,10/16/2014,Withdawn,,Withdawn
1985.054V,7/23/1985,Approved,,Approved
1985.057C,11/9/1989,Approved,11790,Approved
1985.057C_2,2/5/1987,Approved,10923,Approved
1985.059V,11/22/1985,Approved,,Approved
1985.065V,4/9/1986,Disapproved,,Disapproved
1985.070V,6/17/1985,Disapproved,,Disapproved
1985.072V,9/25/1985,Approved,,Approved
1985.074C,6/27/1985,Approved,10360,Approved
1985.076V,5/21/1985,Approved,,Approved
1985.077V,9/17/1985,Approved,,Approved
1985.079B,7/9/1987,Approved,11076,Approved
1985.079X,7/25/1987,Approved,11072,Approved
1985.083V,8/7/1985,Approved,,Approved
