RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1988.672D,12/1/1988,Approved,11541,Approved
1988.673D,11/17/1988,Approved,11532,Approved
1988.675V,5/18/1989,Approved,,Approved
1988.676C,1/12/1989,Approved,11575,Approved
1988.677C,4/20/1989,Withdawn,,Withdawn
1988.677V,4/27/1989,Withdawn,,Withdawn
1988.678C,2/2/1989,Approved,11593,Approved
1988.679C,1/19/1989,Disapproved,11580,Disapproved
1988.681A,1/12/1989,Approved,11568,Approved
1988.684V,6/12/1989,Approved,,Approved
1988.685C,5/11/1989,Approved,11661,Approved
1988.685V,5/11/1989,Approved,,Approved
1988.687V,3/27/1989,Disapproved,,Disapproved
1988.695A,6/21/1989,Approved,,Approved
1988.697A,12/7/1988,Approved,,Approved
1988.698A,1/4/1989,Approved,,Approved
1988.708A,3/1/1989,Approved,,Approved
1988.708V,6/6/1990,Approved,,Approved
1988.709C,5/4/1989,Approved,11647,Approved
1988.713C,4/19/1990,Withdawn,,Withdawn
1988.714C,9/21/1989,Approved,11759,Approved
1988.715V,11/23/1992,Approved,,Approved
1988.716V,5/30/1989,Approved,,Approved
1988.717V,4/17/1989,Disapproved,,Disapproved
1988.718C,1/12/1989,Disapproved,11573,Disapproved
1988.719A,12/21/1988,Disapproved,,Disapproved
1988.720C,2/9/1989,Approved,11601,Approved
1988.721V,5/30/1989,Approved,,Approved
1988.723C,1/12/1989,Approved,11564,Approved
1988.725A,12/7/1988,Approved,,Approved
1988.729D,2/14/1991,Approved,13018,Approved
1988.729P,2/14/1991,Approved,13018,Approved
1988.730V,7/12/1989,Approved,,Approved
1988.734C,6/8/1989,Approved,11678,Approved
1988.736D,6/22/1989,Approved,11691,Approved
1988.737V,2/2/1989,Approved,,Approved
1988.738C,2/16/1989,Approved,11605,Approved
1988.739D,6/8/1989,Approved,11676,Approved
1988.742C_2,7/13/1989,Approved,11705,Approved
1988.743V,6/12/1989,Approved,,Approved
1988.744C,1/12/1989,Approved,11565,Approved
1988.745A,12/7/1988,Approved,,Approved
1988.746D,8/10/1989,Approved,11736,Approved
1988.748V,5/30/1989,Approved,,Approved
1988.749C,2/23/1989,Approved,11608,Approved
1988.749V,7/7/1989,Approved,,Approved
1988.754C,3/23/1989,Withdawn,,Withdawn
1988.755V,5/18/1989,Approved,,Approved
1988.756V,5/30/1989,Approved,,Approved
1988.757V,8/12/1989,Approved,,Approved
1988.758V,4/6/1989,Approved,,Approved
1988.760V,6/12/1989,Disapproved,,Disapproved
1988.761C,7/20/1989,Approved,11716,Approved
1988.761V,11/14/1989,Approved,,Approved
1988.763C,2/16/1989,Approved,11603,Approved
1988.764C,1/26/1989,Approved,11584,Approved
1988.765A,1/18/1989,Approved,,Approved
1988.766D,3/16/1989,Approved,11618,Approved
1988.768A,1/18/1989,Approved,R406,Approved
1988.769C,9/21/1989,Approved,11761,Approved
1988.770C,3/7/1989,Approved,11616,Approved
1988.774C,8/22/1991,Approved,13156,Approved
1988.788C,4/6/1989,Approved,11627,Approved
1988.790C,3/29/1990,Disapproved,11904,Disapproved
1988.793C,3/23/1989,Approved,11622,Approved
1988.793V,8/18/1989,Approved,,Approved
1988.795V,3/6/1989,Approved,,Approved
1988.796C,4/2/1989,Withdawn,,Withdawn
1988.797A,12/21/1988,Approved,,Approved
1988.798V,2/14/1989,Withdawn,,Withdawn
1988.802V,6/20/1989,Disapproved,,Disapproved
1988.803V,5/5/1989,Approved,,Approved
1988.804V,4/10/1989,Approved,,Approved
1988.805V,4/12/1989,Approved,,Approved
1988.810D,4/13/1989,Approved,11632,Approved
1988.811C,11/8/1990,Approved,12068,Approved
1988.812C,8/10/1989,Approved,11734,Approved
1989.001C,7/13/1989,Approved,11710,Approved
1989.003C,6/29/1989,Approved,11699,Approved
1989.004C,3/23/1989,Disapproved,11623,Disapproved
1989.005C,3/23/1989,Disapproved,11624,Disapproved
1989.007C,2/23/1989,Approved,11607,Approved
1989.008D,6/1/1989,Approved,11671,Approved
1989.009A,2/1/1989,Approved,,Approved
1989.014V,2/13/1990,Approved,,Approved
1989.015V,9/17/1989,Disapproved,,Disapproved
1989.016V,7/12/1989,Approved,,Approved
1989.019V,7/6/1989,Approved,,Approved
1989.022V,3/27/1989,Withdawn,,Withdawn
1989.023V,7/5/1989,Approved,,Approved
1989.024V,6/5/1989,Disapproved,,Disapproved
1989.030C,3/2/1989,Approved,11614,Approved
1989.031C,3/30/1989,Approved,11626,Approved
1989.036V,6/12/1989,Disapproved,,Disapproved
1989.037C,11/19/1992,Approved,13429,Approved
1989.038V,8/25/1989,Disapproved,,Disapproved
1989.039V,6/12/1989,Approved,,Approved
1989.040V,7/28/1989,Approved,,Approved
1989.042A,3/15/1989,Approved,,Approved
1989.043V,5/4/1989,Approved,,Approved
1989.044C,7/20/1989,Disapproved,11718,Disapproved
1989.052V,7/19/1989,Disapproved,,Disapproved
1989.054V,6/5/1989,Approved,,Approved
1989.055V,2/6/1989,Withdawn,,Withdawn
1989.063C,4/6/1989,Approved,11628,Approved
1989.064C,5/4/1989,Approved,11648,Approved
1989.064V,5/1/1989,Approved,,Approved
1989.066V,10/24/1989,Approved,,Approved
1989.067V,7/21/1989,Approved,,Approved
1989.070A,3/20/1991,Approved,,Approved
1989.072A,5/3/1989,Approved,,Approved
1989.073A,3/1/1989,Approved,,Approved
1989.079C,9/14/1989,Approved,11751,Approved
1989.079V,11/13/1989,Approved,,Approved
1989.080C,9/14/1989,Approved,11752,Approved
1989.080V,11/13/1989,Approved,,Approved
1989.081V,9/20/1989,Approved,,Approved
1989.082C,1/23/1990,Withdawn,,Withdawn
1989.085C,2/22/1990,Approved,11871,Approved
1989.088V,8/25/1989,Disapproved,,Disapproved
1989.089C,4/27/1989,Approved,11643,Approved
