"b1_alt_id","b1_special_text","SD_PRO_DES","SD_APP_DES","CURRENT","NEXT","RecordStatus"
"2020-005377ENF","286 Valencia St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-005377ENF","286 Valencia St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-005377ENF","286 Valencia St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-005410ENF","2775 Vallejo St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005410ENF","2775 Vallejo St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005410ENF","2775 Vallejo St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005411ENF","2700 Union St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005411ENF","2700 Union St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005411ENF","2700 Union St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005412ENF","2600 Green St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005412ENF","2600 Green St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005412ENF","2600 Green St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005468ENF","2740 Divisadero St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005468ENF","2740 Divisadero St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005468ENF","2740 Divisadero St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005469ENF","2750 Divisadero St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005469ENF","2750 Divisadero St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005469ENF","2750 Divisadero St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005470ENF","2714 Divisadero St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005470ENF","2714 Divisadero St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005470ENF","2714 Divisadero St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005504ENF","620 Victoria St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005504ENF","620 Victoria St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005504ENF","620 Victoria St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005567ENF","452 Beach St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-005567ENF","452 Beach St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-005567ENF","452 Beach St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-005653ENF","3930 24th St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005653ENF","3930 24th St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005653ENF","3930 24th St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005669ENF","147 Ripley St VARIANCE APP WITH ALEX W","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-005669ENF","147 Ripley St VARIANCE APP WITH ALEX W","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-005669ENF","147 Ripley St VARIANCE APP WITH ALEX W","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-005900ENF","1801 Market St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-005900ENF","1801 Market St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-005900ENF","1801 Market St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-005902ENF","1812 Green St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-005902ENF","1812 Green St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-005902ENF","1812 Green St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-005937ENF","467 Staples Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005937ENF","467 Staples Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005937ENF","467 Staples Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-005940ENF","44 Bonview St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-005940ENF","44 Bonview St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-005940ENF","44 Bonview St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006009ENF","453 Buena Vista Ave East","Completion Processing","Closed - No Violation","019000000000000","000013000000000","On Hold"
"2020-006009ENF","453 Buena Vista Ave East","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-006009ENF","453 Buena Vista Ave East","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-006262ENF","3416 19th St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006262ENF","3416 19th St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006262ENF","3416 19th St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006485ENF","331 Paris St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-006485ENF","331 Paris St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-006485ENF","331 Paris St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-006486ENF","1100 Valencia St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006486ENF","1100 Valencia St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006486ENF","1100 Valencia St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006489ENF","766 Duncan St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-006489ENF","766 Duncan St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-006489ENF","766 Duncan St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-006490ENF","2578-2580 Sutter St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-006490ENF","2578-2580 Sutter St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-006490ENF","2578-2580 Sutter St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-006495ENF","1435 San Bruno Ave Lots 27 and 33","Completion Processing","New Information","019000000000000","000013000000000","Under Review"
"2020-006495ENF","1435 San Bruno Ave Lots 27 and 33","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006495ENF","1435 San Bruno Ave Lots 27 and 33","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006806ENF","1540 Newhall Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006806ENF","1540 Newhall Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006806ENF","1540 Newhall Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006875ENF","1818 Mason Street","Completion Processing","NULL","019000000000000","000013000000000","Accepted"
"2020-006875ENF","1818 Mason Street","On Hold","NULL","018000000000000","017000000000000","Accepted"
"2020-006875ENF","1818 Mason Street","Analysis","NULL","017001000000000","019018000000000","Accepted"
"2020-006953ENF","205 Juanita Way","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006953ENF","205 Juanita Way","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006953ENF","205 Juanita Way","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006993ENF","842A Cole St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006993ENF","842A Cole St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006993ENF","842A Cole St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006994ENF","1229 Underwood Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-006994ENF","1229 Underwood Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-006994ENF","1229 Underwood Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-006999ENF","706-708 Oak St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-006999ENF","706-708 Oak St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-006999ENF","706-708 Oak St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007002ENF","135 Willard St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-007002ENF","135 Willard St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-007002ENF","135 Willard St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-007003ENF","1026-1042 Taraval St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007003ENF","1026-1042 Taraval St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007003ENF","1026-1042 Taraval St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007053ENF","1328 Utah Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007053ENF","1328 Utah Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007053ENF","1328 Utah Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2020-007231ENF","1100 Leavenworth St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007231ENF","1100 Leavenworth St","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2020-007231ENF","1100 Leavenworth St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007232ENF","550-552 Green St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-007232ENF","550-552 Green St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-007232ENF","550-552 Green St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007255ENF","819-829 Hampshire St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-007255ENF","819-829 Hampshire St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-007255ENF","819-829 Hampshire St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007264ENF","663 21st Ave","Completion Processing","Closed - Abated","019000000000000","000013000000000","On Hold"
"2020-007264ENF","663 21st Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-007264ENF","663 21st Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007289ENF","698 Bush St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-007289ENF","698 Bush St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-007289ENF","698 Bush St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007290ENF","2256 Cabrillo","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-007290ENF","2256 Cabrillo","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-007290ENF","2256 Cabrillo","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-007315ENF","55 Palm Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-007315ENF","55 Palm Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-007315ENF","55 Palm Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007317ENF","628 Shotwell St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-007317ENF","628 Shotwell St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-007317ENF","628 Shotwell St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-007318ENF","1035 Natoma St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007318ENF","1035 Natoma St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007318ENF","1035 Natoma St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007321ENF","1218 Girard St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007321ENF","1218 Girard St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007321ENF","1218 Girard St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007345ENF","3645 Scott St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-007345ENF","3645 Scott St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-007345ENF","3645 Scott St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-007351ENF","142 Bonview St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007351ENF","142 Bonview St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007351ENF","142 Bonview St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007370ENF","555 Beach St","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-007370ENF","555 Beach St","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-007370ENF","555 Beach St","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2020-007371ENF","191 Baltimore Way","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007371ENF","191 Baltimore Way","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007371ENF","191 Baltimore Way","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007372ENF","2901 Geary Blvd","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-007372ENF","2901 Geary Blvd","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-007372ENF","2901 Geary Blvd","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2020-007377ENF","141 Albion St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007377ENF","141 Albion St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007377ENF","141 Albion St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007378ENF","367-381 Ivy St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-007378ENF","367-381 Ivy St","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-007378ENF","367-381 Ivy St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-007392ENF","3150 18th Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007392ENF","3150 18th Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007392ENF","3150 18th Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007434ENF","515 Ellsworth","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007434ENF","515 Ellsworth","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007434ENF","515 Ellsworth","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007779ENF","2350 Noriega St","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-007779ENF","2350 Noriega St","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-007779ENF","2350 Noriega St","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2020-007782ENF","1497 Potrero Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007782ENF","1497 Potrero Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007782ENF","1497 Potrero Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007799ENF","63 Castillo St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007799ENF","63 Castillo St","On Hold","In Review While On Hold","018000000000000","017000000000000","Under Review"
"2020-007799ENF","63 Castillo St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007800ENF","783 Teresita Blvd","Completion Processing","NULL","019000000000000","000013000000000","Submitted"
"2020-007800ENF","783 Teresita Blvd","On Hold","NULL","018000000000000","017000000000000","Submitted"
"2020-007800ENF","783 Teresita Blvd","Analysis","On Hold","017001000000000","019018000000000","Submitted"
"2020-007803ENF","1458 San Bruno Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-007803ENF","1458 San Bruno Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-007803ENF","1458 San Bruno Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-007864ENF","1346 Vermont St","Completion Processing","NULL","019000000000000","000013000000000","Submitted"
"2020-007864ENF","1346 Vermont St","On Hold","NULL","018000000000000","017000000000000","Submitted"
"2020-007864ENF","1346 Vermont St","Analysis","NULL","017001000000000","019018000000000","Submitted"
"2020-008081ENF","779 Colby St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008081ENF","779 Colby St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-008081ENF","779 Colby St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008528ENF","621 Waller St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008528ENF","621 Waller St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-008528ENF","621 Waller St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008545ENF","1503 Dolores St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008545ENF","1503 Dolores St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-008545ENF","1503 Dolores St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008558ENF","324 Elsie St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008558ENF","324 Elsie St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-008558ENF","324 Elsie St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008582ENF","99 Lupine Ave","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-008582ENF","99 Lupine Ave","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-008582ENF","99 Lupine Ave","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-008630ENF","900 Van Ness Ave #301","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-008630ENF","900 Van Ness Ave #301","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-008630ENF","900 Van Ness Ave #301","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-008703ENF","524 26th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008703ENF","524 26th Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-008703ENF","524 26th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008716ENF","2373 Chestnut St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008716ENF","2373 Chestnut St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-008716ENF","2373 Chestnut St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008722ENF","698 Bush St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-008722ENF","698 Bush St","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-008722ENF","698 Bush St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-008724ENF","126 Prentiss St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-008724ENF","126 Prentiss St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-008724ENF","126 Prentiss St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-008727ENF","3953 Geary Blvd","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-008727ENF","3953 Geary Blvd","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-008727ENF","3953 Geary Blvd","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-008773ENF","871 Foerster St","Completion Processing","Closed - Informational","019000000000000","000013000000000","Under Review"
"2020-008773ENF","871 Foerster St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-008773ENF","871 Foerster St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-008780ENF","3030 17th Street","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-008780ENF","3030 17th Street","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-008780ENF","3030 17th Street","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-008814ENF","358 Brannan St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-008814ENF","358 Brannan St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-008814ENF","358 Brannan St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-008818ENF","65 Paloma Ave","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2020-008818ENF","65 Paloma Ave","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2020-008818ENF","65 Paloma Ave","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2020-009013ENF","788 8th Ave #3","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-009013ENF","788 8th Ave #3","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-009013ENF","788 8th Ave #3","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-009276ENF","735 Peralta Ave","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2020-009276ENF","735 Peralta Ave","On Hold","Remove Hold","018000000000000","017000000000000","Pending Review"
"2020-009276ENF","735 Peralta Ave","Analysis","Under Review","017001000000000","019018000000000","Pending Review"
"2020-009278ENF","21 Flood Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-009278ENF","21 Flood Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-009278ENF","21 Flood Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-009280ENF","2161 Sutter St #286","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2020-009280ENF","2161 Sutter St #286","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2020-009280ENF","2161 Sutter St #286","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2020-009281ENF","529 Stevenson St #301","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-009281ENF","529 Stevenson St #301","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-009281ENF","529 Stevenson St #301","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-009651ENF","15 Joy St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-009651ENF","15 Joy St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-009651ENF","15 Joy St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-009653ENF","21 Joy St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-009653ENF","21 Joy St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-009653ENF","21 Joy St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-009656ENF","1899 California St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-009656ENF","1899 California St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-009656ENF","1899 California St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-009664ENF","421 Point Lobos Ave","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2020-009664ENF","421 Point Lobos Ave","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2020-009664ENF","421 Point Lobos Ave","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2020-009666ENF","1926 09th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-009666ENF","1926 09th Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-009666ENF","1926 09th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-009669ENF","376 Prospect Ave","Completion Processing","NULL","019000000000000","000013000000000","Submitted"
"2020-009669ENF","376 Prospect Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","Submitted"
"2020-009669ENF","376 Prospect Ave","Analysis","On Hold","017001000000000","019018000000000","Submitted"
"2020-009670ENF","342 Moultrie St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-009670ENF","342 Moultrie St","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2020-009670ENF","342 Moultrie St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010240ENF","46 Cook St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010240ENF","46 Cook St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-010240ENF","46 Cook St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010241ENF","48 Cook St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010241ENF","48 Cook St","On Hold","In Review While On Hold","018000000000000","017000000000000","Under Review"
"2020-010241ENF","48 Cook St","Analysis","On Hold","017001000000000","019018000000000","Under Review"
"2020-010243ENF","257 Onondaga St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010243ENF","257 Onondaga St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-010243ENF","257 Onondaga St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-010254ENF","1681 10th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010254ENF","1681 10th Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-010254ENF","1681 10th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-010258ENF","9 Apollo St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010258ENF","9 Apollo St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2020-010258ENF","9 Apollo St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-010260ENF","403 28th St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010260ENF","403 28th St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-010260ENF","403 28th St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-010262ENF","2555 Leavenworth St #106","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010262ENF","2555 Leavenworth St #106","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-010262ENF","2555 Leavenworth St #106","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010266ENF","215 Eureka St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010266ENF","215 Eureka St","On Hold","In Review While On Hold","018000000000000","017000000000000","Under Review"
"2020-010266ENF","215 Eureka St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010614ENF","65 Normandie Terr","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010614ENF","65 Normandie Terr","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-010614ENF","65 Normandie Terr","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010657ENF","25 Capra Way","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010657ENF","25 Capra Way","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-010657ENF","25 Capra Way","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010659ENF","155 Valley St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010659ENF","155 Valley St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-010659ENF","155 Valley St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2020-010672ENF","5800 Geary Blvd","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2020-010672ENF","5800 Geary Blvd","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2020-010672ENF","5800 Geary Blvd","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2020-010696ENF","2130 Irving St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2020-010696ENF","2130 Irving St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2020-010696ENF","2130 Irving St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
